age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9260063,0.0,0.966676,0,0.99990404
27,2,1,3,2,1,0,40,0.0,0.0,0.9309777,0.0,0.8447822,0,0.99876416
25,2,0,1,3,1,1,40,0.0,0.0,0.8020109,0.0,0.59549356,0,0.7872127
46,2,6,1,0,0,1,40,0.0,0.0,0.88119346,0.0,0.87837553,0,0.9988366
45,2,6,0,0,1,1,76,1.0,0.0,0.9510551,0.0,0.85339063,0,0.9999988
29,2,1,1,2,1,1,75,0.0,1.0,0.35766625,1.0,0.25710976,1,0.0026851578
42,0,3,2,4,0,0,60,0.0,0.0,0.9519704,0.0,0.9707355,0,0.9999993
34,2,7,0,5,1,0,50,0.0,0.0,0.8729382,0.0,0.91014314,0,0.9992144
60,0,0,0,2,1,1,40,1.0,0.0,0.86480623,0.0,0.80097073,0,0.9715878
19,2,7,3,5,1,0,40,0.0,0.0,0.99616045,0.0,0.9840375,0,0.99999905
21,2,0,3,5,1,0,8,0.0,0.0,0.99876523,0.0,0.9875565,0,0.9999989
31,2,4,3,2,1,0,46,0.0,0.0,0.800565,0.0,0.8739754,0,0.9942761
53,2,4,1,5,1,1,45,1.0,1.0,0.1288504,1.0,0.19560218,1,0.0021115039
35,1,3,1,1,1,0,25,0.0,0.0,0.83772534,0.0,0.9532968,0,0.9998264
51,0,4,0,5,1,0,40,0.0,0.0,0.69303614,0.0,0.73011696,0,0.9533121
31,0,1,0,4,1,1,50,1.0,0.0,0.78167236,0.0,0.77372193,0,0.99143726
37,2,7,1,0,1,1,52,0.0,0.0,0.56031245,0.0,0.536764,0,0.88912416
29,2,2,1,2,0,1,60,0.0,1.0,0.20744938,1.0,0.14485109,1,0.0026320396
68,1,3,1,1,1,1,15,0.0,0.0,0.8540846,0.0,0.7604191,0,0.93862206
24,2,3,1,0,1,1,40,0.0,0.0,0.90755534,0.0,0.9437862,0,0.99563473
46,2,6,2,0,1,0,40,0.0,0.0,0.99520403,0.0,0.98621094,0,0.9999995
53,2,7,1,0,0,1,40,1.0,0.0,0.6828924,0.0,0.53676367,0,0.88912356
54,2,7,1,2,1,1,40,1.0,1.0,0.38921428,1.0,0.37353045,1,0.0063082646
21,2,7,3,0,1,1,55,0.0,0.0,0.9806862,0.0,0.98176724,0,0.99999964
56,2,2,1,2,1,1,50,0.0,1.0,0.112520754,1.0,0.13912827,1,0.002529655
35,3,5,1,2,1,1,65,1.0,1.0,0.08199066,1.0,0.19971836,1,0.0021875948
