age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9260363,0.0,0.9810721,0,0.9996309
27,2,1,3,2,1,0,40,0.0,0.0,0.93094414,0.0,0.9438433,0,0.9996716
25,2,0,1,3,1,1,40,0.0,0.0,0.8020203,0.0,0.7541211,0,0.79498804
46,2,6,1,0,0,1,40,0.0,0.0,0.8813747,0.0,0.86597204,0,0.99928695
45,2,6,0,0,1,1,76,1.0,0.0,0.95104533,0.0,0.95836926,0,0.99913055
29,2,1,1,2,1,1,75,0.0,1.0,0.3573439,1.0,0.29407513,1,0.032344718
42,0,3,2,4,0,0,60,0.0,0.0,0.95203286,0.0,0.9827335,0,0.99966216
34,2,7,0,5,1,0,50,0.0,0.0,0.8729826,0.0,0.830004,0,0.9990829
60,0,0,0,2,1,1,40,1.0,0.0,0.86468536,0.0,0.88820803,0,0.99736893
19,2,7,3,5,1,0,40,0.0,0.0,0.9961582,0.0,0.9951266,0,0.9999312
21,2,0,3,5,1,0,8,0.0,0.0,0.998759,0.0,0.9977189,0,0.9999201
31,2,4,3,2,1,0,46,0.0,0.0,0.80073786,0.0,0.93743247,0,0.9993901
53,2,4,1,5,1,1,45,1.0,1.0,0.12892342,1.0,0.15554237,1,1.9214766e-10
35,1,3,1,1,1,0,25,0.0,0.0,0.83771604,0.0,0.7335403,0,0.75851333
51,0,4,0,5,1,0,40,0.0,0.0,0.69302416,0.0,0.7619126,0,0.8096413
31,0,1,0,4,1,1,50,1.0,0.0,0.78198034,0.0,0.7175734,0,0.95631546
37,2,7,1,0,1,1,52,0.0,0.0,0.56038857,0.0,0.5044413,1,0.43348268
29,2,2,1,2,0,1,60,0.0,1.0,0.2075156,1.0,0.22600794,1,2.2245122e-07
68,1,3,1,1,1,1,15,0.0,0.0,0.8539865,0.0,0.8374647,0,0.94714975
24,2,3,1,0,1,1,40,0.0,0.0,0.9074779,0.0,0.90120167,0,0.99786574
46,2,6,2,0,1,0,40,0.0,0.0,0.9951982,0.0,0.97847074,0,0.999716
53,2,7,1,0,0,1,40,1.0,0.0,0.6828736,0.0,0.5044509,1,0.43349192
54,2,7,1,2,1,1,40,1.0,1.0,0.38955015,1.0,0.41633242,1,0.37293446
21,2,7,3,0,1,1,55,0.0,0.0,0.98068297,0.0,0.9681983,0,0.9995552
56,2,2,1,2,1,1,50,0.0,1.0,0.112635195,1.0,0.14248216,1,4.346005e-08
35,3,5,1,2,1,1,65,1.0,1.0,0.08198804,1.0,0.048376143,1,6.430898e-08
46,2,7,1,5,1,1,40,0.0,1.0,0.3764941,1.0,0.46106023,1,0.47580394
36,3,7,0,3,1,0,35,0.0,0.0,0.92983097,0.0,0.98783666,0,0.99926573
20,2,7,3,0,1,0,40,0.0,0.0,0.99663967,0.0,0.99350387,0,0.99988115
29,2,3,3,0,1,1,40,0.0,0.0,0.97219795,0.0,0.9855982,0,0.99983215
37,2,7,0,4,0,0,40,0.0,0.0,0.97868997,0.0,0.9702784,0,0.9994573
17,2,6,3,0,1,1,16,0.0,0.0,0.9999997,0.0,0.99123484,0,0.9998752
32,2,3,0,0,1,0,38,0.0,0.0,0.97916937,0.0,0.99342626,0,0.9998079
23,2,3,3,5,1,1,40,0.0,0.0,0.9848658,0.0,0.98816794,0,0.9997929
45,3,4,0,3,1,0,42,1.0,0.0,0.5897378,0.0,0.8313562,0,0.9967932
26,2,3,3,0,1,1,40,0.0,0.0,0.9817172,0.0,0.9840999,0,0.9998603
31,2,3,0,4,1,0,99,1.0,0.0,0.9605122,1.0,0.44955063,0,0.81061375
79,2,7,1,2,1,1,20,0.0,0.0,0.59743476,0.0,0.6063944,0,0.71642786
49,2,3,0,4,1,0,40,0.0,0.0,0.9680439,0.0,0.9842546,0,0.99929667
42,2,1,1,3,1,1,40,1.0,1.0,0.25282377,1.0,0.40473914,1,0.459433
67,2,4,1,3,1,1,30,1.0,1.0,0.3632486,1.0,0.09847474,1,3.108961e-08
35,2,2,1,5,1,1,45,1.0,1.0,0.1197502,1.0,0.048965096,1,1.4336526e-08
44,2,1,0,5,1,1,50,1.0,0.0,0.6375997,0.0,0.62667173,0,0.53913635
31,2,3,1,0,1,1,40,0.0,0.0,0.81111085,0.0,0.8990709,0,0.9674531
37,0,1,0,2,1,0,55,0.0,0.0,0.6878619,0.0,0.7421274,0,0.9985266
22,0,0,3,5,1,1,40,0.0,0.0,0.9822201,0.0,0.9938541,0,0.99973935
34,2,7,1,0,1,1,40,0.0,0.0,0.69939595,0.0,0.7791828,0,0.77131677
45,2,3,0,0,1,1,40,0.0,0.0,0.94380504,0.0,0.9395385,0,0.9991811
51,2,3,1,0,0,1,40,0.0,0.0,0.78382933,0.0,0.6575595,0,0.6871951
28,2,6,1,5,1,0,40,0.0,0.0,0.84314334,0.0,0.9785569,0,0.9998165
38,2,0,0,5,0,0,40,0.0,0.0,0.90742445,0.0,0.94607383,0,0.99926823
40,2,6,0,0,1,0,40,0.0,0.0,0.9858734,0.0,0.9180083,0,0.99964476
50,2,7,1,4,1,1,60,1.0,1.0,0.40576553,1.0,0.45424473,1,0.3017541
33,2,6,0,0,1,1,40,0.0,0.0,0.98642033,0.0,0.9208493,0,0.9998703
49,2,1,1,5,1,1,40,0.0,1.0,0.21771675,1.0,0.26177847,1,0.005593982
44,2,0,0,0,1,0,45,0.0,0.0,0.90454423,0.0,0.9583997,0,0.9991978
23,2,3,1,4,1,1,50,0.0,0.0,0.8793083,0.0,0.8728347,0,0.9048666
20,2,3,3,0,1,1,40,0.0,0.0,0.9950568,0.0,0.9833269,0,0.9998647
32,2,3,1,4,1,0,20,0.0,0.0,0.93439823,0.0,0.8216476,0,0.90955603
64,2,6,0,4,1,0,12,0.0,0.0,0.9959711,0.0,0.97375035,0,0.9997036
28,2,1,1,2,1,1,40,0.0,1.0,0.43824285,0.0,0.6068638,0,0.67160356
47,0,6,1,0,1,1,40,0.0,0.0,0.8979589,0.0,0.9398742,0,0.99939966
37,2,7,0,5,1,0,40,0.0,0.0,0.9041277,0.0,0.9033649,0,0.9990715
47,3,3,1,0,1,1,48,0.0,0.0,0.7112746,0.0,0.6406412,0,0.82176965
59,1,6,0,1,1,0,40,0.0,0.0,0.96822715,0.0,0.9776165,0,0.9996575
