age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,GL,GL_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9449145,0.0,0.9519953,0,0.9997693
27,2,1,3,2,1,0,40,0.0,0.0,0.9076632,0.0,0.9530096,0,0.99779046
25,2,0,1,3,1,1,40,0.0,0.0,0.70640326,0.0,0.7214323,0,0.60555047
46,2,6,1,0,0,1,40,0.0,0.0,0.9046017,0.0,0.897169,0,0.948734
45,2,6,0,0,1,1,76,1.0,0.0,0.950201,0.0,0.9390682,0,0.9991959
29,2,1,1,2,1,1,75,0.0,1.0,0.26246917,1.0,0.22486061,1,1.279292e-06
42,0,3,2,4,0,0,60,0.0,0.0,0.900871,0.0,0.94629985,0,0.99975556
34,2,7,0,5,1,0,50,0.0,0.0,0.9117694,0.0,0.93571407,0,0.99960333
60,0,0,0,2,1,1,40,1.0,0.0,0.76968735,0.0,0.72115886,0,0.9590244
19,2,7,3,5,1,0,40,0.0,0.0,0.9893458,0.0,0.99547327,0,0.999542
21,2,0,3,5,1,0,8,0.0,0.0,0.9956211,0.0,0.99174416,0,0.99970907
31,2,4,3,2,1,0,46,0.0,0.0,0.7559905,0.0,0.7504945,1,0.0026848258
53,2,4,1,5,1,1,45,1.0,1.0,0.10273427,1.0,0.067804754,1,1.749013e-07
35,1,3,1,1,1,0,25,0.0,0.0,0.8860065,0.0,0.89096045,0,0.83591354
51,0,4,0,5,1,0,40,0.0,0.0,0.7517869,0.0,0.6469554,1,0.3381462
31,0,1,0,4,1,1,50,1.0,0.0,0.78918415,0.0,0.78641367,0,0.9072818
37,2,7,1,0,1,1,52,0.0,0.0,0.54479194,0.0,0.5868486,1,0.07608541
29,2,2,1,2,0,1,60,0.0,1.0,0.20756453,1.0,0.19561005,1,5.0022212e-08
68,1,3,1,1,1,1,15,0.0,0.0,0.7761205,0.0,0.7581976,1,0.20842837
24,2,3,1,0,1,1,40,0.0,0.0,0.88112897,0.0,0.90955937,0,0.8922257
46,2,6,2,0,1,0,40,0.0,0.0,0.98760235,0.0,0.9781978,0,0.99865425
53,2,7,1,0,0,1,40,1.0,0.0,0.64754343,0.0,0.6080501,1,0.08615683
54,2,7,1,2,1,1,40,1.0,1.0,0.35082006,1.0,0.33036482,1,0.0013344715
21,2,7,3,0,1,1,55,0.0,0.0,0.97697127,0.0,0.9924922,0,0.9984592
56,2,2,1,2,1,1,50,0.0,1.0,0.09861976,1.0,0.1524623,1,5.5203667e-08
