age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9260285,0.0,0.9827941,0,0.99998355
27,2,1,3,2,1,0,40,0.0,0.0,0.93095595,0.0,0.95775795,0,0.9999645
25,2,0,1,3,1,1,40,0.0,0.0,0.80203444,0.0,0.8285358,0,0.9975314
46,2,6,1,0,0,1,40,0.0,0.0,0.8813083,0.0,0.87941736,0,0.9999279
45,2,6,0,0,1,1,76,1.0,0.0,0.9510575,0.0,0.941434,0,0.99994254
29,2,1,1,2,1,1,75,0.0,1.0,0.35744262,0.0,0.5499351,1,0.0001405187
42,0,3,2,4,0,0,60,0.0,0.0,0.9520147,0.0,0.9079839,0,0.9998324
34,2,7,0,5,1,0,50,0.0,0.0,0.8729729,0.0,0.9579303,0,0.9999615
60,0,0,0,2,1,1,40,1.0,0.0,0.8647191,0.0,0.82216024,0,0.9987067
19,2,7,3,5,1,0,40,0.0,0.0,0.99615854,0.0,0.9842648,0,0.9999862
21,2,0,3,5,1,0,8,0.0,0.0,0.99876076,0.0,0.9889174,0,0.9999962
31,2,4,3,2,1,0,46,0.0,0.0,0.8006774,0.0,0.8532668,0,0.9982932
53,2,4,1,5,1,1,45,1.0,1.0,0.12891155,1.0,0.11088115,1,0.00017265549
35,1,3,1,1,1,0,25,0.0,0.0,0.8377162,0.0,0.7055546,0,0.99733126
51,0,4,0,5,1,0,40,0.0,0.0,0.6930498,0.0,0.71304166,0,0.9894484
31,0,1,0,4,1,1,50,1.0,0.0,0.7819214,0.0,0.9162375,0,0.9999163
37,2,7,1,0,1,1,52,0.0,0.0,0.56036216,0.0,0.6914327,0,0.90769947
29,2,2,1,2,0,1,60,0.0,1.0,0.20749563,1.0,0.07579219,1,7.102685e-05
68,1,3,1,1,1,1,15,0.0,0.0,0.85400534,0.0,0.80791736,0,0.9991923
24,2,3,1,0,1,1,40,0.0,0.0,0.907506,0.0,0.9069777,0,0.99957186
46,2,6,2,0,1,0,40,0.0,0.0,0.99520004,0.0,0.9724764,0,0.9999845
53,2,7,1,0,0,1,40,1.0,0.0,0.68290246,0.0,0.55786896,0,0.8451482
54,2,7,1,2,1,1,40,1.0,1.0,0.3894506,1.0,0.35793215,1,0.17700821
21,2,7,3,0,1,1,55,0.0,0.0,0.9806845,0.0,0.98104775,0,0.99996245
56,2,2,1,2,1,1,50,0.0,1.0,0.11260432,1.0,0.06519866,1,0.0001563263
35,3,5,1,2,1,1,65,1.0,1.0,0.08199072,1.0,0.08119106,1,0.00035076033
46,2,7,1,5,1,1,40,0.0,1.0,0.37655914,0.0,0.50023067,1,0.28183123
36,3,7,0,3,1,0,35,0.0,0.0,0.9298075,0.0,0.9794684,0,0.99999344
20,2,7,3,0,1,0,40,0.0,0.0,0.9966404,0.0,0.9832278,0,0.9999734
29,2,3,3,0,1,1,40,0.0,0.0,0.9721988,0.0,0.9820533,0,0.9999918
37,2,7,0,4,0,0,40,0.0,0.0,0.9787011,0.0,0.9713656,0,0.999992
17,2,6,3,0,1,1,16,0.0,0.0,0.9999997,0.0,0.9822912,0,0.9999888
32,2,3,0,0,1,0,38,0.0,0.0,0.9791884,0.0,0.97095895,0,0.9999881
