age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,AGbr,AGbr_proba,GL,GL_proba,GGbr,GGbr_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.94427985,0.0,0.9558286759475785,0.0,0.9533774,0.0,0.9628691907844563,0,0.9999299
27,2,1,3,2,1,0,40,0.0,0.0,0.9068174,0.0,0.9556590131425386,0.0,0.9309908,0.0,0.930567129826774,0,0.9964527
25,2,0,1,3,1,1,40,0.0,0.0,0.70314044,0.0,0.7670628651929939,0.0,0.7778716,0.0,0.6939508149360953,0,0.7177459
46,2,6,1,0,0,1,40,0.0,0.0,0.90302074,0.0,0.86065181221261,0.0,0.8936151,0.0,0.8810817819931084,0,0.99673814
45,2,6,0,0,1,1,76,1.0,0.0,0.9499555,0.0,0.908180394438211,0.0,0.93586755,0.0,0.947242939647493,0,0.999835
29,2,1,1,2,1,1,75,0.0,1.0,0.26075518,1.0,0.30744729396829185,1.0,0.14064145,1.0,0.3032991779779769,1,9.925265e-08
42,0,3,2,4,0,0,60,0.0,0.0,0.90020573,0.0,0.951307712849119,0.0,0.9789037,0.0,0.9466360267023595,0,0.9999025
34,2,7,0,5,1,0,50,0.0,0.0,0.9111678,0.0,0.947012967837151,0.0,0.91636,0.0,0.9249920494504351,0,0.999121
60,0,0,0,2,1,1,40,1.0,0.0,0.76976496,0.0,0.6041386820043493,0.0,0.84312874,0.0,0.8944815089830253,0,0.9970049
19,2,7,3,5,1,0,40,0.0,0.0,0.98905367,0.0,0.9886839775798411,0.0,0.9950957,0.0,0.9892832482932145,0,0.99996114
21,2,0,3,5,1,0,8,0.0,0.0,0.9954173,0.0,0.9823513674989599,0.0,0.99633723,0.0,0.988369424697493,0,0.9999517
31,2,4,3,2,1,0,46,0.0,0.0,0.7543118,0.0,0.8644891221526771,0.0,0.7087338,0.0,0.7243249133709802,1,0.3627805
53,2,4,1,5,1,1,45,1.0,1.0,0.10240567,1.0,0.10024258165521516,1.0,0.13830286,1.0,0.12824317567515275,1,9.040488e-08
35,1,3,1,1,1,0,25,0.0,0.0,0.8855706,0.0,0.9012103752356428,0.0,0.86915237,0.0,0.9142216129995037,0,0.993669
51,0,4,0,5,1,0,40,0.0,0.0,0.7521348,0.0,0.641506467861738,0.0,0.8041369,0.0,0.8027594895741738,0,0.88924235
31,0,1,0,4,1,1,50,1.0,0.0,0.7896469,0.0,0.8782518053011,0.0,0.9003984,0.0,0.921308206813075,0,0.9982697
37,2,7,1,0,1,1,52,0.0,0.0,0.54271525,0.0,0.5570066470479662,1.0,0.48195726,0.0,0.5216712285772765,1,0.017973522
29,2,2,1,2,0,1,60,0.0,1.0,0.21046227,1.0,0.32704322211808246,1.0,0.33647674,1.0,0.2698475892612143,1,1.4853168e-07
68,1,3,1,1,1,1,15,0.0,0.0,0.7723791,0.0,0.8791914886341969,0.0,0.81293863,0.0,0.8748554198021317,0,0.9558386
