age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,AGbr,AGbr_proba,GL,GL_proba,GGbr,GGbr_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9446868,0.0,0.9554073626231645,0.0,0.96211904,0.0,0.9477939664267311,0,0.99918896
27,2,1,3,2,1,0,40,0.0,0.0,0.9072542,0.0,0.9535041452474841,0.0,0.92501897,0.0,0.908308979052421,0,0.99707425
25,2,0,1,3,1,1,40,0.0,0.0,0.7074872,0.0,0.7669354402406641,0.0,0.6157596,0.0,0.6055360193061265,1,0.10093975
46,2,6,1,0,0,1,40,0.0,0.0,0.90324295,0.0,0.8615446071594304,0.0,0.8490395,0.0,0.8862420401474173,0,0.9994611
45,2,6,0,0,1,1,76,1.0,0.0,0.9498863,0.0,0.9091852256096543,0.0,0.93599194,0.0,0.9733942809891978,0,0.99992716
29,2,1,1,2,1,1,75,0.0,1.0,0.26176387,1.0,0.31009734083845464,1.0,0.17394799,1.0,0.2968497855491463,1,2.800368e-07
42,0,3,2,4,0,0,60,0.0,0.0,0.90127355,0.0,0.950115297987765,0.0,0.9615862,0.0,0.9204829931723518,0,0.9999443
34,2,7,0,5,1,0,50,0.0,0.0,0.9113305,0.0,0.9452849020887134,0.0,0.8443709,0.0,0.8702154131031985,0,0.9954483
60,0,0,0,2,1,1,40,1.0,0.0,0.7676624,0.0,0.6013537006545755,0.0,0.9360112,0.0,0.9036113550346933,0,0.999132
19,2,7,3,5,1,0,40,0.0,0.0,0.9893522,0.0,0.9878610877514932,0.0,0.9684178,0.0,0.9822393987834026,0,0.99982387
21,2,0,3,5,1,0,8,0.0,0.0,0.9956265,0.0,0.9824228387862516,0.0,0.9844528,0.0,0.9847785765092099,0,0.9998909
31,2,4,3,2,1,0,46,0.0,0.0,0.75515133,0.0,0.8573478394063869,0.0,0.81936985,0.0,0.7346697681531233,0,0.6911653
53,2,4,1,5,1,1,45,1.0,1.0,0.10251272,1.0,0.10882892731837979,1.0,0.17494357,1.0,0.16430055233863416,1,2.8695038e-07
35,1,3,1,1,1,0,25,0.0,0.0,0.88546765,0.0,0.9012581641653584,0.0,0.865707,0.0,0.8767607951981563,0,0.98645496
51,0,4,0,5,1,0,40,0.0,0.0,0.75240934,0.0,0.6199982994391109,0.0,0.8687727,0.0,0.5928221517160663,1,1.8027657e-06
31,0,1,0,4,1,1,50,1.0,0.0,0.79026735,0.0,0.8743933639927456,0.0,0.8934952,0.0,0.9023025038865568,0,0.9979863
37,2,7,1,0,1,1,52,0.0,0.0,0.5433638,0.0,0.5564997632147324,0.0,0.64416224,0.0,0.5614912504927361,1,0.028194165
29,2,2,1,2,0,1,60,0.0,1.0,0.2073921,1.0,0.3136736274152645,1.0,0.15565526,1.0,0.13096814576807692,1,2.6489442e-07
68,1,3,1,1,1,1,15,0.0,0.0,0.77078795,0.0,0.8708045829308098,0.0,0.8603498,0.0,0.8136252362407954,0,0.91709554
24,2,3,1,0,1,1,40,0.0,0.0,0.8805984,0.0,0.9415740339953014,0.0,0.9127573,0.0,0.9021946350289319,0,0.996243
46,2,6,2,0,1,0,40,0.0,0.0,0.98764056,0.0,0.9497146928619041,0.0,0.97293806,0.0,0.9733942809891978,0,0.9999355
53,2,7,1,0,0,1,40,1.0,0.0,0.64515483,0.0,0.6351543597080156,1.0,0.491387,0.0,0.5637545873694169,1,0.057870828
54,2,7,1,2,1,1,40,1.0,1.0,0.35044247,1.0,0.26750024383541027,0.0,0.51616716,1.0,0.48760519237291,1,7.000944e-05
21,2,7,3,0,1,1,55,0.0,0.0,0.976862,0.0,0.9638840378472842,0.0,0.9636343,0.0,0.963524094332745,0,0.9998362
56,2,2,1,2,1,1,50,0.0,1.0,0.09886581,1.0,0.12173854346851354,1.0,0.1568861,1.0,0.11812812956170282,1,2.7104642e-07
35,3,5,1,2,1,1,65,1.0,1.0,0.13811338,1.0,0.14730400521542764,1.0,0.18722755,1.0,0.2210197982365415,1,2.5331062e-07
46,2,7,1,5,1,1,40,0.0,1.0,0.40991193,1.0,0.4599688305821382,1.0,0.44928414,1.0,0.4729405421418793,1,5.1120183e-05
36,3,7,0,3,1,0,35,0.0,0.0,0.97359186,0.0,0.9555216012485972,0.0,0.9811731,0.0,0.9847785765092099,0,0.9998969
20,2,7,3,0,1,0,40,0.0,0.0,0.99185115,0.0,0.9853337282551333,0.0,0.9798751,0.0,0.9815883273147654,0,0.9998636
29,2,3,3,0,1,1,40,0.0,0.0,0.9867679,0.0,0.9800489819891862,0.0,0.9870032,0.0,0.9847785765092099,0,0.99989355
37,2,7,0,4,0,0,40,0.0,0.0,0.96999395,0.0,0.9761660856027904,0.0,0.96840805,0.0,0.9638328197187356,0,0.99984634
17,2,6,3,0,1,1,16,0.0,0.0,0.9999949,0.0,0.9912371738767387,0.0,0.9868907,0.0,0.9847785765092099,0,0.99991035
32,2,3,0,0,1,0,38,0.0,0.0,0.9833002,0.0,0.9830507604141693,0.0,0.98796135,0.0,0.9847785765092099,0,0.9999095
23,2,3,3,5,1,1,40,0.0,0.0,0.984027,0.0,0.9860096091993942,0.0,0.98412085,0.0,0.9847785765092099,0,0.9998914
45,3,4,0,3,1,0,42,1.0,0.0,0.764366,0.0,0.7759707419221424,1.0,0.36585188,0.0,0.6538680837208264,1,0.00020048623
26,2,3,3,0,1,1,40,0.0,0.0,0.9895609,0.0,0.9820422497423456,0.0,0.98697317,0.0,0.9847785765092099,0,0.9998915
31,2,3,0,4,1,0,99,1.0,0.0,0.8769905,0.0,0.9060461826345733,0.0,0.54544485,0.0,0.6796980546128053,1,0.15205975
79,2,7,1,2,1,1,20,0.0,1.0,0.39594996,1.0,0.4051509574743093,0.0,0.5419899,0.0,0.5280643540342926,1,0.0006395283
49,2,3,0,4,1,0,40,0.0,0.0,0.9538924,0.0,0.9538118458614571,0.0,0.9688415,0.0,0.9682300616209638,0,0.99986136
42,2,1,1,3,1,1,40,1.0,1.0,0.30129278,1.0,0.2903235475155467,1.0,0.39091176,1.0,0.3222497407187904,1,6.9271283e-07
67,2,4,1,3,1,1,30,1.0,1.0,0.20488864,1.0,0.4237372768214285,1.0,0.35370272,1.0,0.316172228063504,1,1.3029012e-06
35,2,2,1,5,1,1,45,1.0,1.0,0.13019079,1.0,0.1670680471167859,1.0,0.15282762,1.0,0.12521445282255095,1,2.6465403e-07
44,2,1,0,5,1,1,50,1.0,0.0,0.5570965,1.0,0.3914776972455718,1.0,0.47595608,1.0,0.38942705669221145,1,5.838398e-06
31,2,3,1,0,1,1,40,0.0,0.0,0.83100694,0.0,0.8261599529527135,0.0,0.83625495,0.0,0.8523991307562322,0,0.957451
37,0,1,0,2,1,0,55,0.0,0.0,0.77987784,0.0,0.8086290651576424,0.0,0.81052655,0.0,0.6688885829780646,1,0.010059023
22,0,0,3,5,1,1,40,0.0,0.0,0.96558577,0.0,0.9546977095829594,0.0,0.97313714,0.0,0.9800442398353525,0,0.99980074
34,2,7,1,0,1,1,40,0.0,0.0,0.71207476,0.0,0.7302361800482027,0.0,0.7525494,0.0,0.729031835357798,1,0.39504167
45,2,3,0,0,1,1,40,0.0,0.0,0.9503128,0.0,0.9353905326078141,0.0,0.9859572,0.0,0.9744539649051364,0,0.9999114
51,2,3,1,0,0,1,40,0.0,0.0,0.7750435,0.0,0.7612702183518176,0.0,0.6378917,0.0,0.6679486260141789,1,0.22488415
28,2,6,1,5,1,0,40,0.0,0.0,0.9100697,0.0,0.9144851453294659,0.0,0.844522,0.0,0.9475005409049763,0,0.999816
38,2,0,0,5,0,0,40,0.0,0.0,0.9349694,0.0,0.9477451419473516,0.0,0.9484084,0.0,0.9643111136102853,0,0.9997124
40,2,6,0,0,1,0,40,0.0,0.0,0.99081075,0.0,0.9695257055453429,0.0,0.9822836,0.0,0.9758597374503177,0,0.9999182
50,2,7,1,4,1,1,60,1.0,1.0,0.36850792,1.0,0.3609866947489401,1.0,0.3941511,1.0,0.4366365217538888,1,6.915577e-06
33,2,6,0,0,1,1,40,0.0,0.0,0.98721206,0.0,0.9662903585368119,0.0,0.97897565,0.0,0.9825039545291506,0,0.9999232
49,2,1,1,5,1,1,40,0.0,1.0,0.2139582,1.0,0.18629972035326736,1.0,0.27189744,1.0,0.23980451680263737,1,3.4770534e-07
44,2,0,0,0,1,0,45,0.0,0.0,0.91826344,0.0,0.8931780811456919,0.0,0.9719041,0.0,0.9516223729590917,0,0.99984
23,2,3,1,4,1,1,50,0.0,0.0,0.79277277,0.0,0.8109023326208407,0.0,0.85570574,0.0,0.8335798918218414,0,0.9630485
20,2,3,3,0,1,1,40,0.0,0.0,0.9950888,0.0,0.9837556272039906,0.0,0.9870491,0.0,0.9847785765092099,0,0.99988806
32,2,3,1,4,1,0,20,0.0,0.0,0.92907625,0.0,0.9036742682681839,0.0,0.9539596,0.0,0.877510470178661,0,0.9983102
64,2,6,0,4,1,0,12,0.0,0.0,0.99324065,0.0,0.9734170135127688,0.0,0.97938305,0.0,0.9671770399030243,0,0.99985254
28,2,1,1,2,1,1,40,0.0,1.0,0.3745069,1.0,0.40051974704636495,0.0,0.55864596,1.0,0.48760519237291,1,2.8910415e-05
47,0,6,1,0,1,1,40,0.0,0.0,0.88945574,0.0,0.8786691086425871,0.0,0.892097,0.0,0.8992095325393713,0,0.9992711
37,2,7,0,5,1,0,40,0.0,0.0,0.94118375,0.0,0.963084235530446,0.0,0.94693756,0.0,0.9548727406693602,0,0.9997911
47,3,3,1,0,1,1,48,0.0,0.0,0.6901643,0.0,0.6555270267983977,0.0,0.66760015,0.0,0.658654885552364,1,0.2533279
59,1,6,0,1,1,0,40,0.0,0.0,0.98299754,0.0,0.9562871411201355,0.0,0.9234787,0.0,0.9671770399030243,0,0.9999032
22,2,7,3,2,1,0,20,0.0,0.0,0.9910022,0.0,0.98760980010547,0.0,0.98204106,0.0,0.9765216716827636,0,0.9998629
