age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,AGbr,AGbr_proba,GL,GL_proba,GGbr,GGbr_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9417825,0.0,0.9554073626231645,0.0,0.92703944,0.0,0.9503108244047506,0,0.99987483
27,2,1,3,2,1,0,40,0.0,0.0,0.9019943,0.0,0.9535041452474841,0.0,0.92545855,0.0,0.9208402715913129,0,0.9964818
25,2,0,1,3,1,1,40,0.0,0.0,0.69180995,0.0,0.7669354402406641,0.0,0.5943108,0.0,0.6894109898775591,0,0.52419174
46,2,6,1,0,0,1,40,0.0,0.0,0.897019,0.0,0.8615446071594304,0.0,0.8850822,0.0,0.8993654109665411,0,0.9959751
45,2,6,0,0,1,1,76,1.0,0.0,0.94678473,0.0,0.9091852256096543,0.0,0.9645673,0.0,0.9699496070575175,0,0.99990726
29,2,1,1,2,1,1,75,0.0,1.0,0.25093567,1.0,0.31009734083845464,1.0,0.21002221,1.0,0.23131827629547574,1,1.2270827e-07
42,0,3,2,4,0,0,60,0.0,0.0,0.89705086,0.0,0.950115297987765,0.0,0.9251555,0.0,0.9329549426558978,0,0.99928075
34,2,7,0,5,1,0,50,0.0,0.0,0.9072305,0.0,0.9452849020887134,0.0,0.9122055,0.0,0.9112927229463889,0,0.9986588
60,0,0,0,2,1,1,40,1.0,0.0,0.7543,0.0,0.6013537006545755,0.0,0.897772,0.0,0.6783535820550328,0,0.9940929
19,2,7,3,5,1,0,40,0.0,0.0,0.9887509,0.0,0.9878610877514932,0.0,0.98929054,0.0,0.9845932389688283,0,0.9999361
21,2,0,3,5,1,0,8,0.0,0.0,0.9952401,0.0,0.9824228387862516,0.0,0.9924527,0.0,0.9833600403974796,0,0.99997187
31,2,4,3,2,1,0,46,0.0,0.0,0.7451637,0.0,0.8573478394063869,0.0,0.7244441,0.0,0.6907497566944687,1,0.3056158
53,2,4,1,5,1,1,45,1.0,1.0,0.09750432,1.0,0.10882892731837979,1.0,0.16949219,1.0,0.13927066031159718,1,9.348872e-08
35,1,3,1,1,1,0,25,0.0,0.0,0.87816685,0.0,0.9012581641653584,0.0,0.9063081,0.0,0.9034846774841043,0,0.9976561
51,0,4,0,5,1,0,40,0.0,0.0,0.7455305,0.0,0.6199982994391109,0.0,0.65272844,0.0,0.6692684152338848,0,0.7512109
