age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,AGbr,AGbr_proba,GL,GL_proba,GGbr,GGbr_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9445672,0.0,0.9554073626231645,0.0,0.9805931,0.0,0.955462678002829,0,0.99987423
27,2,1,3,2,1,0,40,0.0,0.0,0.9076206,0.0,0.9535041452474841,0.0,0.90114164,0.0,0.9262772319787407,0,0.9938851
25,2,0,1,3,1,1,40,0.0,0.0,0.7046175,0.0,0.7669354402406641,0.0,0.80792713,0.0,0.766061497809128,1,0.39763564
46,2,6,1,0,0,1,40,0.0,0.0,0.90322554,0.0,0.8615446071594304,0.0,0.87825817,0.0,0.8912363529170495,0,0.9886567
45,2,6,0,0,1,1,76,1.0,0.0,0.95019203,0.0,0.9091852256096543,0.0,0.9049116,0.0,0.9471306311785297,0,0.99899715
29,2,1,1,2,1,1,75,0.0,1.0,0.26245993,1.0,0.31009734083845464,0.0,0.50319725,1.0,0.33450369923696643,1,2.322973e-07
42,0,3,2,4,0,0,60,0.0,0.0,0.90106374,0.0,0.950115297987765,0.0,0.94844145,0.0,0.9449974775184321,0,0.9984847
34,2,7,0,5,1,0,50,0.0,0.0,0.91120344,0.0,0.9452849020887134,0.0,0.87326443,0.0,0.934198090715112,0,0.99974626
60,0,0,0,2,1,1,40,1.0,0.0,0.7690556,0.0,0.6013537006545755,0.0,0.9193908,0.0,0.8285106060552275,1,0.40395775
19,2,7,3,5,1,0,40,0.0,0.0,0.98916155,0.0,0.9878610877514932,0.0,0.98295164,0.0,0.9798995075945169,0,0.9999294
21,2,0,3,5,1,0,8,0.0,0.0,0.9955362,0.0,0.9824228387862516,0.0,0.9793817,0.0,0.9789657786614634,0,0.9999187
31,2,4,3,2,1,0,46,0.0,0.0,0.757882,0.0,0.8573478394063869,0.0,0.80421937,0.0,0.7873527230984394,0,0.91549087
53,2,4,1,5,1,1,45,1.0,1.0,0.10238683,1.0,0.10882892731837979,1.0,0.13788247,1.0,0.1625742396434986,1,2.6890172e-07
35,1,3,1,1,1,0,25,0.0,0.0,0.8836137,0.0,0.9012581641653584,0.0,0.88812065,0.0,0.9280973182306798,0,0.98615414
51,0,4,0,5,1,0,40,0.0,0.0,0.75267214,0.0,0.6199982994391109,0.0,0.9309865,1.0,0.47789364416428837,0,0.9860562
31,0,1,0,4,1,1,50,1.0,0.0,0.7897934,0.0,0.8743933639927456,0.0,0.93483055,0.0,0.9095482333869938,0,0.99991393
37,2,7,1,0,1,1,52,0.0,0.0,0.5426053,0.0,0.5564997632147324,0.0,0.53447133,0.0,0.5831869044562689,1,0.044032782
29,2,2,1,2,0,1,60,0.0,1.0,0.20814669,1.0,0.3136736274152645,1.0,0.15927517,1.0,0.17744854235323737,1,3.4148778e-07
68,1,3,1,1,1,1,15,0.0,0.0,0.7717062,0.0,0.8708045829308098,0.0,0.8085459,0.0,0.8197351861688684,0,0.92201626
24,2,3,1,0,1,1,40,0.0,0.0,0.88039714,0.0,0.9415740339953014,0.0,0.93169516,0.0,0.8970880793479508,0,0.9868952
46,2,6,2,0,1,0,40,0.0,0.0,0.98751944,0.0,0.9497146928619041,0.0,0.9832951,0.0,0.9679407554577047,0,0.9998148
53,2,7,1,0,0,1,40,1.0,0.0,0.6455203,0.0,0.6351543597080156,0.0,0.55159396,0.0,0.5424470581807423,1,0.04983796
54,2,7,1,2,1,1,40,1.0,1.0,0.34869486,1.0,0.26750024383541027,1.0,0.38365364,1.0,0.28967020555497414,1,3.4261942e-07
21,2,7,3,0,1,1,55,0.0,0.0,0.97687346,0.0,0.9638840378472842,0.0,0.9808134,0.0,0.9820444667762035,0,0.9999304
56,2,2,1,2,1,1,50,0.0,1.0,0.09837222,1.0,0.12173854346851354,1.0,0.14558572,1.0,0.14742143302544664,1,2.4201628e-07
