age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,AGbr,AGbr_proba,GL,GL_proba,GGbr,GGbr_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9441734,0.0,0.9554073626231645,0.0,0.9576267,0.0,0.9456999812169007,0,0.99984324
27,2,1,3,2,1,0,40,0.0,0.0,0.9077257,0.0,0.9535041452474841,0.0,0.9371573,0.0,0.9424334375220832,0,0.99717605
25,2,0,1,3,1,1,40,0.0,0.0,0.7059989,0.0,0.7669354402406641,0.0,0.652442,0.0,0.6088501134442599,1,0.0006936051
46,2,6,1,0,0,1,40,0.0,0.0,0.9034741,0.0,0.8615446071594304,0.0,0.8710498,0.0,0.8924280483540008,0,0.99594635
45,2,6,0,0,1,1,76,1.0,0.0,0.9503099,0.0,0.9091852256096543,0.0,0.9746009,0.0,0.9583823706594011,0,0.9999397
29,2,1,1,2,1,1,75,0.0,1.0,0.26238292,1.0,0.31009734083845464,1.0,0.19813162,1.0,0.22317216925718053,1,3.7477598e-06
42,0,3,2,4,0,0,60,0.0,0.0,0.90197074,0.0,0.950115297987765,0.0,0.9641612,0.0,0.9282380281029037,0,0.99988234
34,2,7,0,5,1,0,50,0.0,0.0,0.9106958,0.0,0.9452849020887134,0.0,0.9637588,0.0,0.930464619762751,0,0.99957913
60,0,0,0,2,1,1,40,1.0,0.0,0.77103347,0.0,0.6013537006545755,0.0,0.83635074,0.0,0.8749511328356953,0,0.9990062
19,2,7,3,5,1,0,40,0.0,0.0,0.98923546,0.0,0.9878610877514932,0.0,0.98497945,0.0,0.9793496731115727,0,0.99985266
21,2,0,3,5,1,0,8,0.0,0.0,0.9956266,0.0,0.9824228387862516,0.0,0.99240196,0.0,0.985387527401704,0,0.9999261
31,2,4,3,2,1,0,46,0.0,0.0,0.7552322,0.0,0.8573478394063869,0.0,0.63630146,0.0,0.5675891079635291,1,0.28908274
53,2,4,1,5,1,1,45,1.0,1.0,0.10248917,1.0,0.10882892731837979,1.0,0.18971407,1.0,0.16394977590405435,1,3.7904256e-06
35,1,3,1,1,1,0,25,0.0,0.0,0.8857959,0.0,0.9012581641653584,0.0,0.9694491,0.0,0.94185786120372,0,0.9994492
51,0,4,0,5,1,0,40,0.0,0.0,0.7531902,0.0,0.6199982994391109,0.0,0.77696866,0.0,0.5183318428942687,1,0.34070572
31,0,1,0,4,1,1,50,1.0,0.0,0.7894583,0.0,0.8743933639927456,0.0,0.9508599,0.0,0.8949555568466565,0,0.9971263
37,2,7,1,0,1,1,52,0.0,0.0,0.54445094,0.0,0.5564997632147324,1.0,0.44643497,0.0,0.5397613725861876,1,0.013361018
29,2,2,1,2,0,1,60,0.0,1.0,0.20900756,1.0,0.3136736274152645,1.0,0.25057995,1.0,0.29969830889372184,1,4.2308957e-06
68,1,3,1,1,1,1,15,0.0,0.0,0.7713541,0.0,0.8708045829308098,0.0,0.87977576,0.0,0.8397952784033006,0,0.95659465
24,2,3,1,0,1,1,40,0.0,0.0,0.88101476,0.0,0.9415740339953014,0.0,0.8917339,0.0,0.8908820334523995,0,0.99407756
46,2,6,2,0,1,0,40,0.0,0.0,0.9875628,0.0,0.9497146928619041,0.0,0.9841046,0.0,0.985387527401704,0,0.99993587
53,2,7,1,0,0,1,40,1.0,0.0,0.64644444,0.0,0.6351543597080156,1.0,0.4854797,0.0,0.563045325404724,1,0.07871472
54,2,7,1,2,1,1,40,1.0,1.0,0.35038596,1.0,0.26750024383541027,1.0,0.40652555,1.0,0.4063748379273808,1,9.277848e-05
21,2,7,3,0,1,1,55,0.0,0.0,0.97679967,0.0,0.9638840378472842,0.0,0.98618114,0.0,0.971691499282654,0,0.9999118
56,2,2,1,2,1,1,50,0.0,1.0,0.09866476,1.0,0.12173854346851354,1.0,0.21368384,1.0,0.16333326044538854,1,3.9072715e-06
35,3,5,1,2,1,1,65,1.0,1.0,0.1387006,1.0,0.14730400521542764,1.0,0.20233977,1.0,0.13723038216179462,1,3.8367157e-06
46,2,7,1,5,1,1,40,0.0,1.0,0.41032183,1.0,0.4599688305821382,1.0,0.45954883,1.0,0.4750550137942524,1,0.00020218593
36,3,7,0,3,1,0,35,0.0,0.0,0.9735459,0.0,0.9555216012485972,0.0,0.97259235,0.0,0.9719945584778962,0,0.9999001
20,2,7,3,0,1,0,40,0.0,0.0,0.99176556,0.0,0.9853337282551333,0.0,0.9926032,0.0,0.9868100488900942,0,0.99992967
29,2,3,3,0,1,1,40,0.0,0.0,0.9866551,0.0,0.9800489819891862,0.0,0.9777934,0.0,0.9851203367417215,0,0.99993885
37,2,7,0,4,0,0,40,0.0,0.0,0.96997684,0.0,0.9761660856027904,0.0,0.97451586,0.0,0.9809049499096552,0,0.9999294
17,2,6,3,0,1,1,16,0.0,0.0,0.99999475,0.0,0.9912371738767387,0.0,0.9944838,0.0,0.9863038989678258,0,0.9999474
32,2,3,0,0,1,0,38,0.0,0.0,0.98310095,0.0,0.9830507604141693,0.0,0.98200953,0.0,0.9859741057379396,0,0.99995565
23,2,3,3,5,1,1,40,0.0,0.0,0.98394436,0.0,0.9860096091993942,0.0,0.97395766,0.0,0.9844628481978396,0,0.99992955
45,3,4,0,3,1,0,42,1.0,0.0,0.7651733,0.0,0.7759707419221424,0.0,0.8111819,0.0,0.6316519736473012,1,0.058079086
26,2,3,3,0,1,1,40,0.0,0.0,0.9894633,0.0,0.9820422497423456,0.0,0.9784817,0.0,0.9851203367417215,0,0.9999393
31,2,3,0,4,1,0,99,1.0,0.0,0.87714964,0.0,0.9060461826345733,0.0,0.8613024,0.0,0.6844046524874947,1,0.4411811
79,2,7,1,2,1,1,20,0.0,1.0,0.39676577,1.0,0.4051509574743093,1.0,0.4864906,1.0,0.4789450126301823,1,0.00014172251
49,2,3,0,4,1,0,40,0.0,0.0,0.9544356,0.0,0.9538118458614571,0.0,0.9744968,0.0,0.9621378786458923,0,0.9999207
42,2,1,1,3,1,1,40,1.0,1.0,0.30235392,1.0,0.2903235475155467,1.0,0.25590062,1.0,0.3011974650604704,1,4.0553823e-06
67,2,4,1,3,1,1,30,1.0,1.0,0.20378458,1.0,0.4237372768214285,1.0,0.19113618,1.0,0.18378120183559177,1,3.8135365e-06
35,2,2,1,5,1,1,45,1.0,1.0,0.13056993,1.0,0.1670680471167859,1.0,0.18948805,1.0,0.1425660012961224,1,3.8064877e-06
44,2,1,0,5,1,1,50,1.0,0.0,0.5577775,1.0,0.3914776972455718,0.0,0.5613141,0.0,0.5312854792547986,1,0.12046901
31,2,3,1,0,1,1,40,0.0,0.0,0.831215,0.0,0.8261599529527135,0.0,0.84897286,0.0,0.8263100770838102,0,0.95020574
37,0,1,0,2,1,0,55,0.0,0.0,0.77886915,0.0,0.8086290651576424,0.0,0.8489668,0.0,0.6889374756857143,1,0.3467708
22,0,0,3,5,1,1,40,0.0,0.0,0.96516937,0.0,0.9546977095829594,0.0,0.9633515,0.0,0.9653191358217147,0,0.99989104
34,2,7,1,0,1,1,40,0.0,0.0,0.71237636,0.0,0.7302361800482027,0.0,0.71967494,0.0,0.7535226672169375,0,0.52055424
45,2,3,0,0,1,1,40,0.0,0.0,0.95035726,0.0,0.9353905326078141,0.0,0.97936136,0.0,0.9684259377838592,0,0.99993134
51,2,3,1,0,0,1,40,0.0,0.0,0.7763333,0.0,0.7612702183518176,0.0,0.6363724,0.0,0.6745999601327637,1,0.29757923
28,2,6,1,5,1,0,40,0.0,0.0,0.90957564,0.0,0.9144851453294659,0.0,0.89559394,0.0,0.8302883020200992,0,0.99642426
38,2,0,0,5,0,0,40,0.0,0.0,0.93510723,0.0,0.9477451419473516,0.0,0.87900347,0.0,0.9348847811747213,0,0.9998623
40,2,6,0,0,1,0,40,0.0,0.0,0.9907453,0.0,0.9695257055453429,0.0,0.9777677,0.0,0.9842482172323435,0,0.99995255
50,2,7,1,4,1,1,60,1.0,1.0,0.37055105,1.0,0.3609866947489401,1.0,0.377968,0.0,0.5216960222540737,1,2.3605508e-05
33,2,6,0,0,1,1,40,0.0,0.0,0.98732436,0.0,0.9662903585368119,0.0,0.9792473,0.0,0.9865685146444975,0,0.99995387
49,2,1,1,5,1,1,40,0.0,1.0,0.21425325,1.0,0.18629972035326736,1.0,0.3459205,1.0,0.30002503191312857,1,4.0656364e-06
44,2,0,0,0,1,0,45,0.0,0.0,0.9192731,0.0,0.8931780811456919,0.0,0.9527296,0.0,0.9535352248622218,0,0.99991214
23,2,3,1,4,1,1,50,0.0,0.0,0.7944212,0.0,0.8109023326208407,0.0,0.87344825,0.0,0.9002215452022895,0,0.87469584
20,2,3,3,0,1,1,40,0.0,0.0,0.99503195,0.0,0.9837556272039906,0.0,0.97857785,0.0,0.9865685146444975,0,0.9999466
32,2,3,1,4,1,0,20,0.0,0.0,0.929625,0.0,0.9036742682681839,0.0,0.950197,0.0,0.936565208852496,0,0.9977254
64,2,6,0,4,1,0,12,0.0,0.0,0.9932922,0.0,0.9734170135127688,0.0,0.97768486,0.0,0.9865685146444975,0,0.99995196
28,2,1,1,2,1,1,40,0.0,1.0,0.37492752,1.0,0.40051974704636495,1.0,0.43587697,1.0,0.3848199524246171,1,4.940107e-06
47,0,6,1,0,1,1,40,0.0,0.0,0.8889467,0.0,0.8786691086425871,0.0,0.9084886,0.0,0.9137649995014974,0,0.9972162
37,2,7,0,5,1,0,40,0.0,0.0,0.94095474,0.0,0.963084235530446,0.0,0.95372933,0.0,0.9402535763856221,0,0.9998517
47,3,3,1,0,1,1,48,0.0,0.0,0.69014555,0.0,0.6555270267983977,0.0,0.5636387,0.0,0.6000889265610425,1,0.20339824
59,1,6,0,1,1,0,40,0.0,0.0,0.9830278,0.0,0.9562871411201355,0.0,0.9834877,0.0,0.9859741057379396,0,0.99995744
