age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9260058,0.0,0.92575383,0,0.99958676
27,2,1,3,2,1,0,40,0.0,0.0,0.93099624,0.0,0.97909415,0,0.9993893
25,2,0,1,3,1,1,40,0.0,0.0,0.8020407,0.0,0.71240854,0,0.81889
46,2,6,1,0,0,1,40,0.0,0.0,0.88114554,0.0,0.8470804,0,0.99924964
45,2,6,0,0,1,1,76,1.0,0.0,0.9510583,0.0,0.86537945,0,0.99918395
29,2,1,1,2,1,1,75,0.0,1.0,0.35782272,1.0,0.26971936,1,0.0073778844
42,0,3,2,4,0,0,60,0.0,0.0,0.95193994,0.0,0.94903463,0,0.99862826
34,2,7,0,5,1,0,50,0.0,0.0,0.87294275,0.0,0.94251055,0,0.9991992
60,0,0,0,2,1,1,40,1.0,0.0,0.8648715,0.0,0.7912247,0,0.964522
19,2,7,3,5,1,0,40,0.0,0.0,0.99616146,0.0,0.99609244,0,0.9996082
21,2,0,3,5,1,0,8,0.0,0.0,0.99876744,0.0,0.9961105,0,0.9996424
31,2,4,3,2,1,0,46,0.0,0.0,0.80051225,0.0,0.826264,0,0.9987081
53,2,4,1,5,1,1,45,1.0,1.0,0.12882173,1.0,0.09657627,1,0.00020553045
35,1,3,1,1,1,0,25,0.0,0.0,0.83774453,0.0,0.786872,0,0.9410638
51,0,4,0,5,1,0,40,0.0,0.0,0.6930486,0.0,0.7392325,0,0.9529567
31,0,1,0,4,1,1,50,1.0,0.0,0.78151006,0.0,0.9373679,0,0.99923
37,2,7,1,0,1,1,52,0.0,0.0,0.56027985,1.0,0.45379555,1,0.42903042
29,2,2,1,2,0,1,60,0.0,1.0,0.20744497,1.0,0.11063272,1,0.0010723067
68,1,3,1,1,1,1,15,0.0,0.0,0.8541133,0.0,0.9031746,0,0.9401436
24,2,3,1,0,1,1,40,0.0,0.0,0.90757245,0.0,0.89184195,0,0.9990363
46,2,6,2,0,1,0,40,0.0,0.0,0.9952065,0.0,0.9352268,0,0.9991959
53,2,7,1,0,0,1,40,1.0,0.0,0.6828904,0.0,0.5214879,0,0.5219872
