age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,AGbr,AGbr_proba,GL,GL_proba,GGbr,GGbr_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9448069,0.0,0.9554073626231645,0.0,0.9694471,0.0,0.9504447714236774,0,0.9987207
27,2,1,3,2,1,0,40,0.0,0.0,0.9074193,0.0,0.9535041452474841,0.0,0.9114431,0.0,0.8974636696554716,0,0.99571145
25,2,0,1,3,1,1,40,0.0,0.0,0.70545495,0.0,0.7669354402406641,0.0,0.7841835,0.0,0.7124311455592393,1,1.8773257e-05
46,2,6,1,0,0,1,40,0.0,0.0,0.9036048,0.0,0.8615446071594304,0.0,0.9098284,0.0,0.8896421511554481,0,0.9972982
45,2,6,0,0,1,1,76,1.0,0.0,0.9499419,0.0,0.9091852256096543,0.0,0.9537052,0.0,0.9509144121751252,0,0.9978309
29,2,1,1,2,1,1,75,0.0,1.0,0.2613352,1.0,0.31009734083845464,1.0,0.21398497,1.0,0.24513732139825428,1,1.1912334e-06
42,0,3,2,4,0,0,60,0.0,0.0,0.90221435,0.0,0.950115297987765,0.0,0.9534608,0.0,0.9414817934172652,0,0.9999337
34,2,7,0,5,1,0,50,0.0,0.0,0.9116295,0.0,0.9452849020887134,0.0,0.9210812,0.0,0.9073915360240106,0,0.99314016
60,0,0,0,2,1,1,40,1.0,0.0,0.7692705,0.0,0.6013537006545755,0.0,0.8110774,0.0,0.8691627970502533,0,0.98965377
19,2,7,3,5,1,0,40,0.0,0.0,0.98917943,0.0,0.9878610877514932,0.0,0.9954527,0.0,0.990265818106173,0,0.9999778
21,2,0,3,5,1,0,8,0.0,0.0,0.99549514,0.0,0.9824228387862516,0.0,0.9937722,0.0,0.9904593989527034,0,0.9999733
31,2,4,3,2,1,0,46,0.0,0.0,0.7565837,0.0,0.8573478394063869,0.0,0.6874986,0.0,0.7426729943713659,1,0.47207865
53,2,4,1,5,1,1,45,1.0,1.0,0.10291189,1.0,0.10882892731837979,1.0,0.2027772,1.0,0.13700259544894178,1,1.1063637e-06
35,1,3,1,1,1,0,25,0.0,0.0,0.8836901,0.0,0.9012581641653584,0.0,0.9692026,0.0,0.943991781409465,0,0.99577373
51,0,4,0,5,1,0,40,0.0,0.0,0.7534152,0.0,0.6199982994391109,0.0,0.7040268,0.0,0.8009966602198927,0,0.8665857
31,0,1,0,4,1,1,50,1.0,0.0,0.7897472,0.0,0.8743933639927456,0.0,0.51392525,0.0,0.9063050429393653,0,0.93300843
37,2,7,1,0,1,1,52,0.0,0.0,0.5434917,0.0,0.5564997632147324,0.0,0.5911632,0.0,0.5510193696096912,1,0.034417704
29,2,2,1,2,0,1,60,0.0,1.0,0.2084791,1.0,0.3136736274152645,1.0,0.15968227,1.0,0.19325711611314722,1,1.4264022e-06
68,1,3,1,1,1,1,15,0.0,0.0,0.7712673,0.0,0.8708045829308098,0.0,0.8809816,0.0,0.8582793531916073,0,0.9741358
24,2,3,1,0,1,1,40,0.0,0.0,0.8799858,0.0,0.9415740339953014,0.0,0.92615527,0.0,0.889788109731736,0,0.9858267
46,2,6,2,0,1,0,40,0.0,0.0,0.987554,0.0,0.9497146928619041,0.0,0.97015244,0.0,0.9864993125175233,0,0.99977726
53,2,7,1,0,0,1,40,1.0,0.0,0.64656883,0.0,0.6351543597080156,1.0,0.46454746,0.0,0.5569821942217392,1,0.055658627
54,2,7,1,2,1,1,40,1.0,1.0,0.34940016,1.0,0.26750024383541027,1.0,0.44933093,1.0,0.38086608347461304,1,1.2747914e-05
21,2,7,3,0,1,1,55,0.0,0.0,0.97664505,0.0,0.9638840378472842,0.0,0.9905919,0.0,0.9870540687031347,0,0.99985576
56,2,2,1,2,1,1,50,0.0,1.0,0.09784782,1.0,0.12173854346851354,1.0,0.14375198,1.0,0.12691470886850964,1,1.3509361e-06
35,3,5,1,2,1,1,65,1.0,1.0,0.13916397,1.0,0.14730400521542764,1.0,0.14046735,1.0,0.12656649922694052,1,1.3102367e-06
46,2,7,1,5,1,1,40,0.0,1.0,0.40967602,1.0,0.4599688305821382,1.0,0.41010368,1.0,0.48820427080371265,1,3.5015557e-06
36,3,7,0,3,1,0,35,0.0,0.0,0.9734373,0.0,0.9555216012485972,0.0,0.97385186,0.0,0.9690508635957418,0,0.9999734
20,2,7,3,0,1,0,40,0.0,0.0,0.99171567,0.0,0.9853337282551333,0.0,0.9944446,0.0,0.990373966658361,0,0.9998865
29,2,3,3,0,1,1,40,0.0,0.0,0.9866632,0.0,0.9800489819891862,0.0,0.9957752,0.0,0.9885719041132924,0,0.99988794
37,2,7,0,4,0,0,40,0.0,0.0,0.97029245,0.0,0.9761660856027904,0.0,0.9243228,0.0,0.9376049204971006,0,0.9994382
17,2,6,3,0,1,1,16,0.0,0.0,0.9999944,0.0,0.9912371738767387,0.0,0.9897487,0.0,0.9903555735105756,0,0.99994075
32,2,3,0,0,1,0,38,0.0,0.0,0.98314875,0.0,0.9830507604141693,0.0,0.9856012,0.0,0.9809946105370947,0,0.9997464
23,2,3,3,5,1,1,40,0.0,0.0,0.98416173,0.0,0.9860096091993942,0.0,0.9962891,0.0,0.9897955021011983,0,0.9999789
45,3,4,0,3,1,0,42,1.0,0.0,0.76596725,0.0,0.7759707419221424,1.0,0.40419298,0.0,0.5763524253040304,1,0.0058246907
26,2,3,3,0,1,1,40,0.0,0.0,0.9894734,0.0,0.9820422497423456,0.0,0.99579513,0.0,0.9884476573530188,0,0.99988985
31,2,3,0,4,1,0,99,1.0,0.0,0.87832415,0.0,0.9060461826345733,0.0,0.83938247,0.0,0.6514834060296633,1,0.27769813
79,2,7,1,2,1,1,20,0.0,1.0,0.39568317,1.0,0.4051509574743093,1.0,0.48921114,1.0,0.4751311413109639,1,4.2345306e-05
