age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9504302687608978,0.0,0.9173225984055525,0,0.9982041
27,2,1,3,2,1,0,40,0.0,0.0,0.927166498812644,0.0,0.9273362300538819,0,0.9989348
25,2,0,1,3,1,1,40,0.0,0.0,0.7587983449242155,0.0,0.8394035105330844,1,7.071604e-05
46,2,6,1,0,0,1,40,0.0,0.0,0.888485416108816,0.0,0.89143347137341,0,0.99900526
45,2,6,0,0,1,1,76,1.0,0.0,0.9176606084996782,0.0,0.9445857743683578,0,0.9999981
29,2,1,1,2,1,1,75,0.0,1.0,0.40388338428368287,1.0,0.180379705272678,1,2.0569765e-07
42,0,3,2,4,0,0,60,0.0,0.0,0.8635046898282176,0.0,0.9698934021309247,0,0.9996885
34,2,7,0,5,1,0,50,0.0,0.0,0.9145122986592082,0.0,0.8896003667282343,0,0.99262834
60,0,0,0,2,1,1,40,1.0,0.0,0.6751087616568958,0.0,0.6903853412000098,0,0.5632249
19,2,7,3,5,1,0,40,0.0,0.0,0.9919201086617314,0.0,0.9664667774999522,0,0.9997081
21,2,0,3,5,1,0,8,0.0,0.0,0.9973563503243875,0.0,0.96104759684312,0,0.999749
31,2,4,3,2,1,0,46,0.0,0.0,0.7602770135775617,0.0,0.8996809840431961,0,0.9860459
53,2,4,1,5,1,1,45,1.0,1.0,0.11725680718355702,1.0,0.1655086377541799,1,1.030111e-06
35,1,3,1,1,1,0,25,0.0,0.0,0.7307751946314003,0.0,0.7503714973272356,0,0.9999987
51,0,4,0,5,1,0,40,0.0,0.0,0.7659022655750849,0.0,0.6287948629178688,1,0.47449884
31,0,1,0,4,1,1,50,1.0,0.0,0.8070252792698362,0.0,0.8212084387177707,0,0.62584674
37,2,7,1,0,1,1,52,0.0,0.0,0.5638606683097034,0.0,0.6063241097668789,1,0.045256805
29,2,2,1,2,0,1,60,0.0,1.0,0.2794812385056512,1.0,0.1501777793021487,1,1.940341e-07
68,1,3,1,1,1,1,15,0.0,0.0,0.7336869792031298,0.0,0.9025183898460063,0,0.92582184
24,2,3,1,0,1,1,40,0.0,0.0,0.8864240011794478,0.0,0.9793249828229762,0,0.99962497
46,2,6,2,0,1,0,40,0.0,0.0,0.9918658335487129,0.0,0.9762335818787446,0,0.99998987
53,2,7,1,0,0,1,40,1.0,0.0,0.6801631083511825,0.0,0.6098142282790668,1,0.052828025
54,2,7,1,2,1,1,40,1.0,1.0,0.30634269941539993,0.0,0.5196311681974746,1,1.8409504e-07
21,2,7,3,0,1,1,55,0.0,0.0,0.9695933669574133,0.0,0.9776179478018987,0,0.9998512
56,2,2,1,2,1,1,50,0.0,1.0,0.15058549011270383,1.0,0.26814168392196036,1,2.7881364e-07
35,3,5,1,2,1,1,65,1.0,1.0,0.08471926458720169,1.0,0.166301848692765,1,2.1497515e-07
46,2,7,1,5,1,1,40,0.0,1.0,0.41278798843573317,1.0,0.3236612676668844,1,1.1654928e-07
36,3,7,0,3,1,0,35,0.0,0.0,0.9799143390481946,0.0,0.945408911379594,0,0.9994904
20,2,7,3,0,1,0,40,0.0,0.0,0.9915206687816281,0.0,0.9829369558899348,0,0.9998739
29,2,3,3,0,1,1,40,0.0,0.0,0.9789106925412776,0.0,0.9786595926752998,0,0.99997985
37,2,7,0,4,0,0,40,0.0,0.0,0.9754678503785901,0.0,0.9792868639068816,0,0.99978274
17,2,6,3,0,1,1,16,0.0,0.0,0.9999974487162572,0.0,0.9765868867652225,0,0.99998915
32,2,3,0,0,1,0,38,0.0,0.0,0.9798595313556447,0.0,0.9813390879427611,0,0.9999536
23,2,3,3,5,1,1,40,0.0,0.0,0.9741980179080345,0.0,0.975300065644655,0,0.9997845
45,3,4,0,3,1,0,42,1.0,0.0,0.7167788777706776,0.0,0.7195998482706549,0,0.7252776
26,2,3,3,0,1,1,40,0.0,0.0,0.984187009098921,0.0,0.9785098675919424,0,0.9999788
