age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,AGbr,AGbr_proba,GL,GL_proba,GGbr,GGbr_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.94432944,0.0,0.9554073626231645,0.0,0.9493604,0.0,0.9871784902942047,0,0.9999393
27,2,1,3,2,1,0,40,0.0,0.0,0.90643436,0.0,0.9535041452474841,0.0,0.902217,0.0,0.9240360826586442,0,0.99938595
25,2,0,1,3,1,1,40,0.0,0.0,0.7059213,0.0,0.7669354402406641,0.0,0.66052556,0.0,0.6616359526159801,1,0.31760266
46,2,6,1,0,0,1,40,0.0,0.0,0.9030402,0.0,0.8615446071594304,0.0,0.86860025,0.0,0.8858282114783259,0,0.9878726
45,2,6,0,0,1,1,76,1.0,0.0,0.9498084,0.0,0.9091852256096543,0.0,0.92754585,0.0,0.917632648215404,0,0.9998405
29,2,1,1,2,1,1,75,0.0,1.0,0.25949037,1.0,0.31009734083845464,1.0,0.2707919,1.0,0.2686552829851213,1,1.3902404e-06
42,0,3,2,4,0,0,60,0.0,0.0,0.90161407,0.0,0.950115297987765,0.0,0.93804306,0.0,0.904555936158987,0,0.9992925
34,2,7,0,5,1,0,50,0.0,0.0,0.9110792,0.0,0.9452849020887134,0.0,0.9631608,0.0,0.9280547138578547,0,0.999926
60,0,0,0,2,1,1,40,1.0,0.0,0.7681318,0.0,0.6013537006545755,0.0,0.8846844,0.0,0.8578387371252151,0,0.9934701
19,2,7,3,5,1,0,40,0.0,0.0,0.98927826,0.0,0.9878610877514932,0.0,0.9949526,0.0,0.9908032017890516,0,0.9998479
21,2,0,3,5,1,0,8,0.0,0.0,0.99554694,0.0,0.9824228387862516,0.0,0.9918739,0.0,0.9909224032203036,0,0.99989104
31,2,4,3,2,1,0,46,0.0,0.0,0.7537184,0.0,0.8573478394063869,0.0,0.6287068,0.0,0.641726960874139,1,0.1884843
53,2,4,1,5,1,1,45,1.0,1.0,0.10176343,1.0,0.10882892731837979,1.0,0.1348517,1.0,0.11741659621002187,1,1.5726976e-06
35,1,3,1,1,1,0,25,0.0,0.0,0.8884366,0.0,0.9012581641653584,0.0,0.92831933,0.0,0.964564088656681,0,0.98890185
51,0,4,0,5,1,0,40,0.0,0.0,0.7516412,0.0,0.6199982994391109,0.0,0.75213814,0.0,0.6911015009423512,0,0.65837187
31,0,1,0,4,1,1,50,1.0,0.0,0.7885421,0.0,0.8743933639927456,0.0,0.9395815,0.0,0.9088686673448919,0,0.9993007
37,2,7,1,0,1,1,52,0.0,0.0,0.5433491,0.0,0.5564997632147324,1.0,0.49634963,0.0,0.5636740233836053,1,0.00039148645
29,2,2,1,2,0,1,60,0.0,1.0,0.20760441,1.0,0.3136736274152645,1.0,0.13222796,1.0,0.26129167532953634,1,1.7137401e-06
68,1,3,1,1,1,1,15,0.0,0.0,0.7723733,0.0,0.8708045829308098,0.0,0.8131011,0.0,0.827557640459039,0,0.93003327
24,2,3,1,0,1,1,40,0.0,0.0,0.8804607,0.0,0.9415740339953014,0.0,0.89285505,0.0,0.9103940358220536,0,0.97519296
46,2,6,2,0,1,0,40,0.0,0.0,0.9875707,0.0,0.9497146928619041,0.0,0.9599632,0.0,0.9530251452405086,0,0.99986255
53,2,7,1,0,0,1,40,1.0,0.0,0.6452189,0.0,0.6351543597080156,0.0,0.6289542,0.0,0.6189387585309056,1,0.06615872
54,2,7,1,2,1,1,40,1.0,1.0,0.35067534,1.0,0.26750024383541027,1.0,0.45595223,1.0,0.44614807729269523,1,0.00012184987
21,2,7,3,0,1,1,55,0.0,0.0,0.9767129,0.0,0.9638840378472842,0.0,0.99361044,0.0,0.9892130397893143,0,0.99982786
56,2,2,1,2,1,1,50,0.0,1.0,0.0982523,1.0,0.12173854346851354,1.0,0.16334522,1.0,0.14056430020986288,1,1.6000482e-06
35,3,5,1,2,1,1,65,1.0,1.0,0.13754654,1.0,0.14730400521542764,1.0,0.21865511,1.0,0.1437208992982162,1,1.4273778e-06
46,2,7,1,5,1,1,40,0.0,1.0,0.40933442,1.0,0.4599688305821382,0.0,0.51548845,0.0,0.5027960261841214,1,0.00016513187
36,3,7,0,3,1,0,35,0.0,0.0,0.97367984,0.0,0.9555216012485972,0.0,0.98796505,0.0,0.9858309441399797,0,0.99996305
20,2,7,3,0,1,0,40,0.0,0.0,0.9918008,0.0,0.9853337282551333,0.0,0.9914774,0.0,0.9902144436816518,0,0.9999149
29,2,3,3,0,1,1,40,0.0,0.0,0.98678434,0.0,0.9800489819891862,0.0,0.993587,0.0,0.9893645464025409,0,0.99988294
37,2,7,0,4,0,0,40,0.0,0.0,0.970219,0.0,0.9761660856027904,0.0,0.9880598,0.0,0.98597278930686,0,0.99998057
