age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9260023,0.0,0.9677891,0,0.99979275
27,2,1,3,2,1,0,40,0.0,0.0,0.9309937,0.0,0.9734013,0,0.9997402
25,2,0,1,3,1,1,40,0.0,0.0,0.8020315,0.0,0.8026515,0,0.70576495
46,2,6,1,0,0,1,40,0.0,0.0,0.8811652,0.0,0.87739515,0,0.9997714
45,2,6,0,0,1,1,76,1.0,0.0,0.9510627,0.0,0.9671352,0,0.99971694
29,2,1,1,2,1,1,75,0.0,1.0,0.35779005,1.0,0.34646815,1,0.00014469257
42,0,3,2,4,0,0,60,0.0,0.0,0.9519411,0.0,0.9502173,0,0.999757
34,2,7,0,5,1,0,50,0.0,0.0,0.8729367,0.0,0.91815484,0,0.99978834
60,0,0,0,2,1,1,40,1.0,0.0,0.8648537,0.0,0.8528781,0,0.99974555
19,2,7,3,5,1,0,40,0.0,0.0,0.9961609,0.0,0.9716503,0,0.9997918
21,2,0,3,5,1,0,8,0.0,0.0,0.99876684,0.0,0.9677125,0,0.9997404
31,2,4,3,2,1,0,46,0.0,0.0,0.8005421,0.0,0.7299279,0,0.99978596
53,2,4,1,5,1,1,45,1.0,1.0,0.12882876,1.0,0.112630725,1,3.872573e-09
35,1,3,1,1,1,0,25,0.0,0.0,0.83775634,0.0,0.8849703,0,0.9997454
51,0,4,0,5,1,0,40,0.0,0.0,0.6930568,0.0,0.7742078,0,0.80640316
31,0,1,0,4,1,1,50,1.0,0.0,0.7815511,0.0,0.86995196,0,0.9997696
37,2,7,1,0,1,1,52,0.0,0.0,0.5602999,0.0,0.5169177,1,0.26911646
29,2,2,1,2,0,1,60,0.0,1.0,0.20745438,1.0,0.18412745,1,6.178698e-08
68,1,3,1,1,1,1,15,0.0,0.0,0.85411817,0.0,0.7485918,0,0.9515026
24,2,3,1,0,1,1,40,0.0,0.0,0.9075742,0.0,0.95876926,0,0.99970573
46,2,6,2,0,1,0,40,0.0,0.0,0.9952063,0.0,0.9837087,0,0.99968064
53,2,7,1,0,0,1,40,1.0,0.0,0.6829152,0.0,0.5169177,1,0.26911646
54,2,7,1,2,1,1,40,1.0,1.0,0.3891229,1.0,0.39032274,1,0.052532386
21,2,7,3,0,1,1,55,0.0,0.0,0.9806903,0.0,0.9571583,0,0.9997292
56,2,2,1,2,1,1,50,0.0,1.0,0.11248624,1.0,0.094644964,1,2.365125e-10
35,3,5,1,2,1,1,65,1.0,1.0,0.08199656,1.0,0.07903075,1,2.0444796e-07
46,2,7,1,5,1,1,40,0.0,1.0,0.37671393,1.0,0.46235168,1,0.07534465
36,3,7,0,3,1,0,35,0.0,0.0,0.9297294,0.0,0.9757078,0,0.9997142
20,2,7,3,0,1,0,40,0.0,0.0,0.996643,0.0,0.9807519,0,0.99970526
29,2,3,3,0,1,1,40,0.0,0.0,0.97218496,0.0,0.9943541,0,0.99959224
37,2,7,0,4,0,0,40,0.0,0.0,0.9787353,0.0,0.9772832,0,0.99977595
17,2,6,3,0,1,1,16,0.0,0.0,0.9999997,0.0,0.9951587,0,0.99955374
32,2,3,0,0,1,0,38,0.0,0.0,0.97924936,0.0,0.97275245,0,0.99971026
23,2,3,3,5,1,1,40,0.0,0.0,0.98486984,0.0,0.980524,0,0.9997193
45,3,4,0,3,1,0,42,1.0,0.0,0.5890684,0.0,0.9460163,0,0.99978584
26,2,3,3,0,1,1,40,0.0,0.0,0.98170954,0.0,0.9875889,0,0.99963355
31,2,3,0,4,1,0,99,1.0,0.0,0.9609609,0.0,0.65905476,0,0.9567358
79,2,7,1,2,1,1,20,0.0,0.0,0.5981015,0.0,0.5476061,1,0.19021891
49,2,3,0,4,1,0,40,0.0,0.0,0.9681123,0.0,0.92381245,0,0.9997733
