age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,AGbr,AGbr_proba,GL,GL_proba,GGbr,GGbr_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9449084,0.0,0.9558286759475785,0.0,0.9378304,0.0,0.9260920319906869,0,0.99983466
27,2,1,3,2,1,0,40,0.0,0.0,0.90764153,0.0,0.9556590131425386,0.0,0.9161351,0.0,0.9337294998277827,0,0.99311215
25,2,0,1,3,1,1,40,0.0,0.0,0.70245653,0.0,0.7670628651929939,0.0,0.7022034,0.0,0.657410800607733,1,0.29176497
46,2,6,1,0,0,1,40,0.0,0.0,0.9034673,0.0,0.86065181221261,0.0,0.8781736,0.0,0.9018002418804963,0,0.99546814
45,2,6,0,0,1,1,76,1.0,0.0,0.94956565,0.0,0.908180394438211,0.0,0.9862089,0.0,0.9852659801716098,0,0.999959
29,2,1,1,2,1,1,75,0.0,1.0,0.26061165,1.0,0.30744729396829185,1.0,0.2169888,1.0,0.4071449709425644,1,4.4690037e-07
42,0,3,2,4,0,0,60,0.0,0.0,0.9012467,0.0,0.951307712849119,0.0,0.9685262,0.0,0.984148152715429,0,0.9999356
34,2,7,0,5,1,0,50,0.0,0.0,0.9115431,0.0,0.947012967837151,0.0,0.8233401,0.0,0.9127936340208689,0,0.99952626
60,0,0,0,2,1,1,40,1.0,0.0,0.7712146,0.0,0.6041386820043493,0.0,0.75231594,0.0,0.7754145857935902,0,0.9931084
19,2,7,3,5,1,0,40,0.0,0.0,0.9895055,0.0,0.9886839775798411,0.0,0.98047364,0.0,0.9777912868521755,0,0.99992025
21,2,0,3,5,1,0,8,0.0,0.0,0.99575186,0.0,0.9823513674989599,0.0,0.9813347,0.0,0.9854960287045758,0,0.9999207
31,2,4,3,2,1,0,46,0.0,0.0,0.7561964,0.0,0.8644891221526771,0.0,0.80050975,0.0,0.7561218316510803,1,0.46413592
53,2,4,1,5,1,1,45,1.0,1.0,0.10299122,1.0,0.10024258165521516,1.0,0.15945363,1.0,0.1384408775693453,1,1.4296461e-06
35,1,3,1,1,1,0,25,0.0,0.0,0.8870063,0.0,0.9012103752356428,0.0,0.9208721,0.0,0.9250111614665883,0,0.9843231
51,0,4,0,5,1,0,40,0.0,0.0,0.7558605,0.0,0.641506467861738,0.0,0.7258236,0.0,0.6997771249507524,1,0.24745037
31,0,1,0,4,1,1,50,1.0,0.0,0.78824025,0.0,0.8782518053011,0.0,0.9145061,0.0,0.9158549922019044,0,0.99985564
37,2,7,1,0,1,1,52,0.0,0.0,0.542662,0.0,0.5570066470479662,0.0,0.534677,0.0,0.5475095739951101,1,0.049698345
29,2,2,1,2,0,1,60,0.0,1.0,0.20983458,1.0,0.32704322211808246,1.0,0.1533702,1.0,0.14417911633358393,1,1.415511e-06
68,1,3,1,1,1,1,15,0.0,0.0,0.77278703,0.0,0.8791914886341969,0.0,0.883465,0.0,0.8378175232014717,0,0.8591275
24,2,3,1,0,1,1,40,0.0,0.0,0.88005203,0.0,0.9423561131619395,0.0,0.92973304,0.0,0.9009298271130123,0,0.99087876
46,2,6,2,0,1,0,40,0.0,0.0,0.9874585,0.0,0.9529659795440947,0.0,0.983343,0.0,0.9862279179303535,0,0.99997675
53,2,7,1,0,0,1,40,1.0,0.0,0.6453233,0.0,0.6418686965471587,0.0,0.5330717,0.0,0.5928963521619338,1,0.12020979
54,2,7,1,2,1,1,40,1.0,1.0,0.3504095,1.0,0.2648189822890602,1.0,0.4534549,1.0,0.38508813713409795,1,7.262453e-06
21,2,7,3,0,1,1,55,0.0,0.0,0.97670186,0.0,0.9645097215332594,0.0,0.9800638,0.0,0.9777912868521755,0,0.9999207
56,2,2,1,2,1,1,50,0.0,1.0,0.099360645,1.0,0.12643799055118765,1.0,0.15164262,1.0,0.13390703521390668,1,1.4475085e-06
35,3,5,1,2,1,1,65,1.0,1.0,0.13773435,1.0,0.14500615531260563,1.0,0.13350958,1.0,0.15329834892832217,1,1.8808596e-06
46,2,7,1,5,1,1,40,0.0,1.0,0.40899205,1.0,0.4622350731990118,0.0,0.5095701,1.0,0.45911159246202604,1,0.0001007776
36,3,7,0,3,1,0,35,0.0,0.0,0.97393644,0.0,0.954371520568556,0.0,0.9616276,0.0,0.9614949646359721,0,0.99985397
20,2,7,3,0,1,0,40,0.0,0.0,0.99186707,0.0,0.9863696747648122,0.0,0.9909403,0.0,0.9850951886546176,0,0.9999219
29,2,3,3,0,1,1,40,0.0,0.0,0.98666775,0.0,0.9806113063845955,0.0,0.9907668,0.0,0.9857577805796416,0,0.99992085
