age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9259945,0.0,0.92387253,0,0.99970335
27,2,1,3,2,1,0,40,0.0,0.0,0.9309988,0.0,0.9558555,0,0.99966407
25,2,0,1,3,1,1,40,0.0,0.0,0.8020379,0.0,0.7647595,0,0.9986779
46,2,6,1,0,0,1,40,0.0,0.0,0.881135,0.0,0.9396665,0,0.9996995
45,2,6,0,0,1,1,76,1.0,0.0,0.9510603,0.0,0.92885804,0,0.99970216
29,2,1,1,2,1,1,75,0.0,1.0,0.35788298,1.0,0.25085133,1,7.762208e-15
42,0,3,2,4,0,0,60,0.0,0.0,0.9519228,0.0,0.9417276,0,0.999673
34,2,7,0,5,1,0,50,0.0,0.0,0.8729265,0.0,0.85826623,0,0.9996625
60,0,0,0,2,1,1,40,1.0,0.0,0.8648889,0.0,0.8888643,0,0.9994031
19,2,7,3,5,1,0,40,0.0,0.0,0.9961617,0.0,0.9868787,0,0.99969447
21,2,0,3,5,1,0,8,0.0,0.0,0.99876803,0.0,0.97522694,0,0.99968994
31,2,4,3,2,1,0,46,0.0,0.0,0.80050635,0.0,0.9550526,0,0.9995223
53,2,4,1,5,1,1,45,1.0,1.0,0.12881756,1.0,0.10159105,1,6.0056472e-18
35,1,3,1,1,1,0,25,0.0,0.0,0.8377584,0.0,0.7962425,0,0.9995493
51,0,4,0,5,1,0,40,0.0,0.0,0.69305944,0.0,0.81977665,0,0.998041
31,0,1,0,4,1,1,50,1.0,0.0,0.7814662,0.0,0.92897385,0,0.99964964
37,2,7,1,0,1,1,52,0.0,0.0,0.5602789,0.0,0.563063,0,0.9826131
29,2,2,1,2,0,1,60,0.0,1.0,0.20744544,1.0,0.11758512,1,1.0984642e-17
68,1,3,1,1,1,1,15,0.0,0.0,0.85414076,0.0,0.93919474,0,0.9992242
24,2,3,1,0,1,1,40,0.0,0.0,0.90758383,0.0,0.8687024,0,0.9991616
46,2,6,2,0,1,0,40,0.0,0.0,0.9952074,0.0,0.970976,0,0.99969816
53,2,7,1,0,0,1,40,1.0,0.0,0.6829062,1.0,0.46810114,0,0.9488667
54,2,7,1,2,1,1,40,1.0,1.0,0.3890592,1.0,0.42714626,1,0.004946345
21,2,7,3,0,1,1,55,0.0,0.0,0.9806945,0.0,0.9703309,0,0.99969983
56,2,2,1,2,1,1,50,0.0,1.0,0.11246258,1.0,0.135804,1,2.9022835e-16
35,3,5,1,2,1,1,65,1.0,1.0,0.08199102,1.0,0.18759042,1,1.2394878e-16
46,2,7,1,5,1,1,40,0.0,1.0,0.37676114,1.0,0.4268636,1,0.0050460435
36,3,7,0,3,1,0,35,0.0,0.0,0.9297041,0.0,0.97526836,0,0.999705
20,2,7,3,0,1,0,40,0.0,0.0,0.9966441,0.0,0.98226225,0,0.99970144
29,2,3,3,0,1,1,40,0.0,0.0,0.9721855,0.0,0.98643875,0,0.9997023
37,2,7,0,4,0,0,40,0.0,0.0,0.97874033,0.0,0.9529188,0,0.999699
17,2,6,3,0,1,1,16,0.0,0.0,0.9999997,0.0,0.9869202,0,0.99970406
32,2,3,0,0,1,0,38,0.0,0.0,0.97925985,0.0,0.9734799,0,0.99969757
23,2,3,3,5,1,1,40,0.0,0.0,0.98487216,0.0,0.97599375,0,0.99970835
45,3,4,0,3,1,0,42,1.0,0.0,0.5889399,0.0,0.60736847,0,0.9988502
26,2,3,3,0,1,1,40,0.0,0.0,0.9817101,0.0,0.9867186,0,0.9997025
31,2,3,0,4,1,0,99,1.0,0.0,0.9610446,0.0,0.8414438,0,0.9990823
79,2,7,1,2,1,1,20,0.0,0.0,0.59824634,1.0,0.49839365,1,0.025880452
49,2,3,0,4,1,0,40,0.0,0.0,0.9681223,0.0,0.9675472,0,0.9996606
42,2,1,1,3,1,1,40,1.0,1.0,0.25283515,1.0,0.17118281,1,1.5012395e-13
67,2,4,1,3,1,1,30,1.0,1.0,0.364116,1.0,0.3766135,1,1.936253e-16
35,2,2,1,5,1,1,45,1.0,1.0,0.11958927,1.0,0.12835252,1,1.6466806e-20
44,2,1,0,5,1,1,50,1.0,0.0,0.6370901,1.0,0.3133827,1,3.550334e-12
31,2,3,1,0,1,1,40,0.0,0.0,0.81121844,0.0,0.8685665,0,0.99916124
37,0,1,0,2,1,0,55,0.0,0.0,0.6878787,0.0,0.803024,0,0.99914694
22,0,0,3,5,1,1,40,0.0,0.0,0.98223823,0.0,0.9739093,0,0.99968815
34,2,7,1,0,1,1,40,0.0,0.0,0.6995931,0.0,0.7942724,0,0.9990883
45,2,3,0,0,1,1,40,0.0,0.0,0.9438663,0.0,0.8981707,0,0.999699
51,2,3,1,0,0,1,40,0.0,0.0,0.7837676,0.0,0.5681622,0,0.99829715
28,2,6,1,5,1,0,40,0.0,0.0,0.84267545,0.0,0.93588763,0,0.99960333
38,2,0,0,5,0,0,40,0.0,0.0,0.9075374,0.0,0.873441,0,0.9995703
40,2,6,0,0,1,0,40,0.0,0.0,0.9858953,0.0,0.971978,0,0.9996973
50,2,7,1,4,1,1,60,1.0,1.0,0.40628564,0.0,0.5258334,0,0.63783216
33,2,6,0,0,1,1,40,0.0,0.0,0.9864463,0.0,0.977798,0,0.9996997
49,2,1,1,5,1,1,40,0.0,1.0,0.21779299,1.0,0.24365574,1,7.078356e-17
44,2,0,0,0,1,0,45,0.0,0.0,0.9046204,0.0,0.9244303,0,0.99960107
23,2,3,1,4,1,1,50,0.0,0.0,0.8795011,0.0,0.8685653,0,0.99916124
20,2,3,3,0,1,1,40,0.0,0.0,0.9950604,0.0,0.9871043,0,0.9997031
32,2,3,1,4,1,0,20,0.0,0.0,0.9345569,0.0,0.968922,0,0.9996215
64,2,6,0,4,1,0,12,0.0,0.0,0.9959864,0.0,0.95568997,0,0.99969685
28,2,1,1,2,1,1,40,0.0,1.0,0.4383415,0.0,0.52579474,0,0.937674
47,0,6,1,0,1,1,40,0.0,0.0,0.898002,0.0,0.9390341,0,0.99969876
37,2,7,0,5,1,0,40,0.0,0.0,0.90418917,0.0,0.9863918,0,0.99969876
47,3,3,1,0,1,1,48,0.0,0.0,0.7110587,0.0,0.6636724,0,0.9985464
59,1,6,0,1,1,0,40,0.0,0.0,0.9680878,0.0,0.9557399,0,0.9996908
22,2,7,3,2,1,0,20,0.0,0.0,0.9964416,0.0,0.9870242,0,0.9996995
47,2,6,1,0,1,1,40,1.0,0.0,0.86317307,0.0,0.91814995,0,0.99969363
26,2,0,3,4,1,1,40,0.0,0.0,0.9791177,0.0,0.98233336,0,0.9997013
44,2,0,1,2,1,1,50,1.0,1.0,0.31568187,1.0,0.4071172,1,0.00018410746
33,2,3,3,0,1,0,40,0.0,0.0,0.97686243,0.0,0.98149014,0,0.9997008
46,2,7,0,5,1,0,40,0.0,0.0,0.8926139,0.0,0.8641178,0,0.9995833
50,2,1,1,0,1,1,40,0.0,1.0,0.41114432,0.0,0.5243583,0,0.66997546
44,2,5,1,2,1,1,50,1.0,1.0,0.059287846,1.0,0.1261102,1,2.728045e-16
21,2,3,3,0,1,1,40,0.0,0.0,0.9932862,0.0,0.9870327,0,0.999703
33,2,7,0,0,1,1,40,0.0,0.0,0.93939734,0.0,0.9641722,0,0.9997004
28,2,7,3,0,1,1,50,0.0,0.0,0.948857,0.0,0.9728495,0,0.9996983
29,2,1,1,5,1,1,50,1.0,1.0,0.33919734,1.0,0.15548962,1,2.0026911e-16
41,0,3,1,0,0,1,40,0.0,0.0,0.7158406,0.0,0.6859438,0,0.9988747
19,2,6,3,4,1,0,40,0.0,0.0,0.9996425,0.0,0.9827943,0,0.9997009
62,2,1,1,3,1,1,20,1.0,0.0,0.52100754,0.0,0.5007298,1,1.583039e-05
50,2,3,1,0,1,1,45,1.0,0.0,0.6250268,0.0,0.58463633,0,0.9857202
21,0,7,3,4,1,1,40,0.0,0.0,0.993857,0.0,0.9823147,0,0.9997013
60,2,3,1,3,1,1,40,1.0,0.0,0.5516492,0.0,0.5360197,0,0.6639373
30,2,7,1,0,1,1,40,0.0,0.0,0.7707238,0.0,0.84008074,0,0.9991235
47,2,3,1,3,1,1,50,1.0,1.0,0.47572613,1.0,0.3916772,1,0.47963202
52,0,1,4,5,1,0,55,0.0,0.0,0.6483357,0.0,0.58324337,0,0.97516483
36,2,5,3,5,1,1,50,1.0,1.0,0.3299687,1.0,0.15095139,1,2.3527012e-07
67,1,6,4,1,0,0,40,0.0,0.0,0.9815759,0.0,0.93665564,0,0.99966836
25,2,1,1,5,1,1,40,1.0,0.0,0.50205195,0.0,0.52858007,1,2.6508767e-10
22,2,6,2,4,1,0,35,0.0,0.0,0.9995981,0.0,0.98441726,0,0.9997011
49,2,6,2,0,1,1,38,0.0,0.0,0.9963613,0.0,0.95122606,0,0.9996997
38,2,4,1,0,0,1,40,1.0,1.0,0.30233425,0.0,0.52643776,0,0.66907436
54,3,3,1,3,0,1,40,0.0,0.0,0.69035065,0.0,0.64867824,0,0.99208343
63,2,1,1,5,1,1,40,0.0,1.0,0.23513794,1.0,0.20602244,1,8.6064715e-17
67,1,6,4,1,1,0,35,0.0,0.0,0.9730998,0.0,0.93887705,0,0.9996717
22,2,7,3,0,1,1,35,0.0,0.0,0.99548346,0.0,0.9855367,0,0.9997018
39,0,1,3,5,1,1,45,0.0,0.0,0.6516318,0.0,0.8688,0,0.9970131
31,2,1,1,3,1,1,60,0.0,1.0,0.3154443,1.0,0.19434494,1,1.9542335e-15
57,2,7,1,0,1,1,40,1.0,0.0,0.6052136,1.0,0.46668768,0,0.9427076
22,2,1,3,2,1,1,40,0.0,0.0,0.93691486,0.0,0.9580814,0,0.9996722
42,2,0,1,5,1,1,40,1.0,1.0,0.35357463,1.0,0.42464405,1,0.0005373148
19,2,3,3,4,1,0,20,0.0,0.0,0.99947655,0.0,0.9844336,0,0.9996995
17,0,6,3,4,1,1,30,0.0,0.0,0.9999989,0.0,0.9866571,0,0.9997024
28,3,7,1,0,1,1,55,0.0,0.0,0.7222043,0.0,0.79566777,0,0.99909127
46,0,3,0,2,1,0,40,0.0,0.0,0.84884137,0.0,0.9240398,0,0.99963117
45,2,7,0,0,1,1,56,1.0,0.0,0.8813343,0.0,0.8944222,0,0.99934524
20,2,7,2,3,0,0,40,0.0,0.0,0.99790514,0.0,0.97210944,0,0.9997003
32,2,3,3,4,0,0,40,0.0,0.0,0.98948324,0.0,0.9811318,0,0.999701
67,2,3,4,5,1,0,16,1.0,0.0,0.93089086,0.0,0.86996907,0,0.999627
52,2,3,1,0,0,1,40,1.0,0.0,0.78167945,0.0,0.5680194,0,0.99829763
35,2,3,1,3,1,1,44,0.0,0.0,0.60806024,0.0,0.565827,0,0.99445564
43,2,3,0,5,1,0,58,0.0,0.0,0.8803967,0.0,0.725847,0,0.9987721
29,2,0,3,0,1,1,40,0.0,0.0,0.9590716,0.0,0.98246884,0,0.9997013
42,2,7,1,2,1,1,40,1.0,1.0,0.42291808,1.0,0.4654981,1,0.027581101
68,1,3,4,1,1,1,32,0.0,0.0,0.92862386,0.0,0.96414876,0,0.99958175
29,2,3,2,4,0,0,30,0.0,0.0,0.99794793,0.0,0.9826876,0,0.999701
40,2,7,0,5,1,1,40,0.0,0.0,0.84474695,0.0,0.9687104,0,0.9997024
30,2,1,1,3,1,1,20,0.0,0.0,0.7386862,0.0,0.75696766,0,0.998672
61,3,7,1,5,1,1,50,1.0,1.0,0.36572284,1.0,0.4266503,1,0.0049408325
46,2,7,1,0,0,1,40,0.0,0.0,0.6979586,0.0,0.5806054,0,0.9850146
51,2,3,1,0,1,1,40,0.0,0.0,0.6535995,0.0,0.5681622,0,0.99829715
42,2,1,1,5,1,1,40,1.0,1.0,0.23664236,1.0,0.24104178,1,2.3111058e-16
25,2,6,3,0,0,1,40,0.0,0.0,0.9963224,0.0,0.9863798,0,0.9997023
49,2,1,1,3,1,1,50,1.0,1.0,0.18624502,1.0,0.19767463,1,1.2235861e-15
58,2,6,1,0,1,1,40,1.0,0.0,0.83974516,0.0,0.9323849,0,0.9995623
