age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,GL,GL_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.94463986,0.0,0.96902436,0,0.99967384
27,2,1,3,2,1,0,40,0.0,0.0,0.9074478,0.0,0.9730608,0,0.9996867
25,2,0,1,3,1,1,40,0.0,0.0,0.705938,0.0,0.80036765,1,0.33275563
46,2,6,1,0,0,1,40,0.0,0.0,0.90338737,0.0,0.8541988,0,0.9991116
45,2,6,0,0,1,1,76,1.0,0.0,0.95040715,0.0,0.95367694,0,0.9998807
29,2,1,1,2,1,1,75,0.0,1.0,0.26181847,1.0,0.19022489,1,7.909339e-06
42,0,3,2,4,0,0,60,0.0,0.0,0.90151405,0.0,0.97063553,0,0.99985814
34,2,7,0,5,1,0,50,0.0,0.0,0.9114894,0.0,0.88123816,0,0.99963593
60,0,0,0,2,1,1,40,1.0,0.0,0.7683501,0.0,0.80004835,0,0.9995365
19,2,7,3,5,1,0,40,0.0,0.0,0.9892963,0.0,0.9767046,0,0.9996624
21,2,0,3,5,1,0,8,0.0,0.0,0.9955898,0.0,0.9902017,0,0.9999232
31,2,4,3,2,1,0,46,0.0,0.0,0.7552008,0.0,0.7629229,0,0.9999511
53,2,4,1,5,1,1,45,1.0,1.0,0.10303575,1.0,0.13129997,1,7.726525e-06
35,1,3,1,1,1,0,25,0.0,0.0,0.88665867,0.0,0.8361634,0,0.971313
51,0,4,0,5,1,0,40,0.0,0.0,0.75186896,0.0,0.7636523,1,0.050512545
31,0,1,0,4,1,1,50,1.0,0.0,0.7895435,0.0,0.8969342,0,0.99949944
37,2,7,1,0,1,1,52,0.0,0.0,0.5436868,0.0,0.6103846,1,8.063885e-05
29,2,2,1,2,0,1,60,0.0,1.0,0.21010822,1.0,0.141797,1,1.4921453e-05
68,1,3,1,1,1,1,15,0.0,0.0,0.77429396,0.0,0.9462758,0,0.9362669
24,2,3,1,0,1,1,40,0.0,0.0,0.88092524,0.0,0.9173317,0,0.9719545
46,2,6,2,0,1,0,40,0.0,0.0,0.9875695,0.0,0.98047507,0,0.9999299
53,2,7,1,0,0,1,40,1.0,0.0,0.6468036,1.0,0.4637503,1,0.015567438
54,2,7,1,2,1,1,40,1.0,1.0,0.3501069,1.0,0.40222156,1,7.876227e-06
21,2,7,3,0,1,1,55,0.0,0.0,0.9769254,0.0,0.9420138,0,0.9996896
56,2,2,1,2,1,1,50,0.0,1.0,0.09858304,1.0,0.14708936,1,1.5678599e-05
35,3,5,1,2,1,1,65,1.0,1.0,0.13870478,1.0,0.13311774,1,1.5809042e-05
46,2,7,1,5,1,1,40,0.0,1.0,0.41002125,1.0,0.45029593,1,7.90998e-06
36,3,7,0,3,1,0,35,0.0,0.0,0.9736657,0.0,0.9654539,0,0.99970573
20,2,7,3,0,1,0,40,0.0,0.0,0.9917871,0.0,0.97200215,0,0.9997143
29,2,3,3,0,1,1,40,0.0,0.0,0.9867232,0.0,0.98831004,0,0.99992347
37,2,7,0,4,0,0,40,0.0,0.0,0.9700822,0.0,0.9447277,0,0.9996902
17,2,6,3,0,1,1,16,0.0,0.0,0.9999949,0.0,0.990249,0,0.9999237
32,2,3,0,0,1,0,38,0.0,0.0,0.9832197,0.0,0.9746693,0,0.99987805
23,2,3,3,5,1,1,40,0.0,0.0,0.98391414,0.0,0.98921865,0,0.99991345
45,3,4,0,3,1,0,42,1.0,0.0,0.7663414,0.0,0.6334492,0,0.52557987
26,2,3,3,0,1,1,40,0.0,0.0,0.9895175,0.0,0.9885645,0,0.9999229
31,2,3,0,4,1,0,99,1.0,0.0,0.8776797,1.0,0.38673443,1,0.072887205
79,2,7,1,2,1,1,20,0.0,1.0,0.39640522,0.0,0.5438555,1,2.1651509e-05
49,2,3,0,4,1,0,40,0.0,0.0,0.9544054,0.0,0.9495955,0,0.9998313
42,2,1,1,3,1,1,40,1.0,1.0,0.3028229,1.0,0.31724024,1,8.00422e-06
67,2,4,1,3,1,1,30,1.0,1.0,0.20604402,1.0,0.3830362,1,8.985948e-06
35,2,2,1,5,1,1,45,1.0,1.0,0.1310435,1.0,0.15764612,1,1.411602e-05
44,2,1,0,5,1,1,50,1.0,0.0,0.5573461,0.0,0.5004909,1,2.2471733e-05
31,2,3,1,0,1,1,40,0.0,0.0,0.8312728,0.0,0.81590605,0,0.9385687
37,0,1,0,2,1,0,55,0.0,0.0,0.7773503,1.0,0.47538137,1,5.861127e-05
22,0,0,3,5,1,1,40,0.0,0.0,0.9650642,0.0,0.9864825,0,0.99990547
34,2,7,1,0,1,1,40,0.0,0.0,0.7123802,0.0,0.6552446,0,0.5590874
45,2,3,0,0,1,1,40,0.0,0.0,0.9510573,0.0,0.93817806,0,0.9998209
51,2,3,1,0,0,1,40,0.0,0.0,0.7758688,0.0,0.62756526,1,0.32505897
28,2,6,1,5,1,0,40,0.0,0.0,0.9107679,0.0,0.91306514,0,0.9989197
38,2,0,0,5,0,0,40,0.0,0.0,0.93479705,0.0,0.9343796,0,0.9996995
40,2,6,0,0,1,0,40,0.0,0.0,0.99085397,0.0,0.98050785,0,0.9999298
50,2,7,1,4,1,1,60,1.0,1.0,0.3709972,1.0,0.38669133,1,7.845483e-06
33,2,6,0,0,1,1,40,0.0,0.0,0.987446,0.0,0.9808442,0,0.9999298
49,2,1,1,5,1,1,40,0.0,1.0,0.2138617,1.0,0.24789375,1,7.782048e-06
44,2,0,0,0,1,0,45,0.0,0.0,0.91904986,0.0,0.90820956,0,0.9997402
23,2,3,1,4,1,1,50,0.0,0.0,0.7931297,0.0,0.79632837,0,0.90182805
20,2,3,3,0,1,1,40,0.0,0.0,0.995071,0.0,0.9899235,0,0.99991107
32,2,3,1,4,1,0,20,0.0,0.0,0.9288206,0.0,0.8926476,0,0.9782535
64,2,6,0,4,1,0,12,0.0,0.0,0.99327743,0.0,0.9596286,0,0.9999105
28,2,1,1,2,1,1,40,0.0,1.0,0.3749367,1.0,0.41590393,1,7.736819e-06
47,0,6,1,0,1,1,40,0.0,0.0,0.88897777,0.0,0.83253264,0,0.99815136
37,2,7,0,5,1,0,40,0.0,0.0,0.9414112,0.0,0.9325894,0,0.9996928
47,3,3,1,0,1,1,48,0.0,0.0,0.6894094,0.0,0.6592211,1,0.04509928
59,1,6,0,1,1,0,40,0.0,0.0,0.9828682,0.0,0.94588506,0,0.99989736
22,2,7,3,2,1,0,20,0.0,0.0,0.99094886,0.0,0.99359363,0,0.99981886
47,2,6,1,0,1,1,40,1.0,0.0,0.8790211,0.0,0.8614757,0,0.99904627
26,2,0,3,4,1,1,40,0.0,0.0,0.9771054,0.0,0.98924315,0,0.9999106
44,2,0,1,2,1,1,50,1.0,1.0,0.28383672,1.0,0.23115951,1,7.3339534e-06
33,2,3,3,0,1,0,40,0.0,0.0,0.98514855,0.0,0.98743135,0,0.9999243
46,2,7,0,5,1,0,40,0.0,0.0,0.9228845,0.0,0.94307464,0,0.99969244
50,2,1,1,0,1,1,40,0.0,1.0,0.38156796,1.0,0.4449758,1,1.4281118e-05
44,2,5,1,2,1,1,50,1.0,1.0,0.10496122,1.0,0.13771647,1,1.4918764e-05
21,2,3,3,0,1,1,40,0.0,0.0,0.9941265,0.0,0.98964846,0,0.99991655
33,2,7,0,0,1,1,40,0.0,0.0,0.949335,0.0,0.9344196,0,0.9996828
28,2,7,3,0,1,1,50,0.0,0.0,0.9592474,0.0,0.96023417,0,0.99969554
29,2,1,1,5,1,1,50,1.0,1.0,0.27502406,1.0,0.25086612,1,7.458487e-06
41,0,3,1,0,0,1,40,0.0,0.0,0.75256336,0.0,0.6766399,1,0.49352196
19,2,6,3,4,1,0,40,0.0,0.0,0.9988151,0.0,0.98568326,0,0.9999341
62,2,1,1,3,1,1,20,1.0,1.0,0.33741772,1.0,0.46252447,1,1.7316575e-05
50,2,3,1,0,1,1,45,1.0,0.0,0.62540704,0.0,0.6342025,1,0.21638854
21,0,7,3,4,1,1,40,0.0,0.0,0.9861141,0.0,0.9905738,0,0.9999192
60,2,3,1,3,1,1,40,1.0,1.0,0.46318728,0.0,0.6580565,1,0.00015531405
30,2,7,1,0,1,1,40,0.0,0.0,0.75080615,0.0,0.77796507,0,0.7633194
47,2,3,1,3,1,1,50,1.0,1.0,0.427953,1.0,0.3892488,1,2.3833061e-05
52,0,1,4,5,1,0,55,0.0,0.0,0.7627122,0.0,0.5315934,1,8.535422e-06
36,2,5,3,5,1,1,50,1.0,0.0,0.5375297,0.0,0.54712176,1,0.003882193
67,1,6,4,1,0,0,40,0.0,0.0,0.9834544,0.0,0.94864094,0,0.9998859
25,2,1,1,5,1,1,40,1.0,1.0,0.45002246,1.0,0.39648002,1,7.5402763e-06
22,2,6,2,4,1,0,35,0.0,0.0,0.9980046,0.0,0.98422855,0,0.99993145
49,2,6,2,0,1,1,38,0.0,0.0,0.98730206,0.0,0.9813965,0,0.99993
38,2,4,1,0,0,1,40,1.0,1.0,0.44832784,0.0,0.55644226,1,3.2504955e-05
54,3,3,1,3,0,1,40,0.0,0.0,0.6580119,0.0,0.6618615,1,0.00010577014
63,2,1,1,5,1,1,40,0.0,1.0,0.1655634,1.0,0.3004989,1,7.505903e-06
67,1,6,4,1,1,0,35,0.0,0.0,0.9856542,0.0,0.9469507,0,0.9998869
22,2,7,3,0,1,1,35,0.0,0.0,0.9952761,0.0,0.9848024,0,0.9997888
39,0,1,3,5,1,1,45,0.0,0.0,0.77968216,0.0,0.85035324,0,0.9999553
31,2,1,1,3,1,1,60,0.0,1.0,0.28315467,1.0,0.24861377,1,7.4870645e-06
57,2,7,1,0,1,1,40,1.0,0.0,0.55645,1.0,0.4452867,1,0.00032224783
22,2,1,3,2,1,1,40,0.0,0.0,0.9269138,0.0,0.9735766,0,0.9996644
42,2,0,1,5,1,1,40,1.0,1.0,0.40880555,1.0,0.36943436,1,7.676693e-06
19,2,3,3,4,1,0,20,0.0,0.0,0.99854743,0.0,0.9894444,0,0.999926
17,0,6,3,4,1,1,30,0.0,0.0,0.9999749,0.0,0.9899428,0,0.999928
28,3,7,1,0,1,1,55,0.0,0.0,0.6874151,0.0,0.89729017,1,0.0026620154
46,0,3,0,2,1,0,40,0.0,0.0,0.9117923,0.0,0.9648723,0,0.9997905
45,2,7,0,0,1,1,56,1.0,0.0,0.8524793,0.0,0.9009799,0,0.9993543
20,2,7,2,3,0,0,40,0.0,0.0,0.9827598,0.0,0.9736181,0,0.99970764
32,2,3,3,4,0,0,40,0.0,0.0,0.9885345,0.0,0.9901666,0,0.99992585
67,2,3,4,5,1,0,16,1.0,0.0,0.9498494,0.0,0.95121014,0,0.999821
52,2,3,1,0,0,1,40,1.0,0.0,0.7712575,0.0,0.61894387,1,0.31320712
35,2,3,1,3,1,1,44,0.0,0.0,0.6131804,0.0,0.6594944,1,0.24808685
43,2,3,0,5,1,0,58,0.0,0.0,0.89196575,0.0,0.90818137,0,0.99978465
29,2,0,3,0,1,1,40,0.0,0.0,0.96276635,0.0,0.98613936,0,0.9998939
42,2,7,1,2,1,1,40,1.0,1.0,0.4285664,1.0,0.42378193,1,2.4426308e-05
68,1,3,4,1,1,1,32,0.0,0.0,0.9602106,0.0,0.9659373,0,0.99978834
