age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,AGbr,AGbr_proba,GL,GL_proba,GGbr,GGbr_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9442955,0.0,0.9558286759475785,0.0,0.9557852,0.0,0.9416263839942802,0,0.9995728
27,2,1,3,2,1,0,40,0.0,0.0,0.90772486,0.0,0.9556590131425386,0.0,0.90644073,0.0,0.9365620973017983,0,0.9951487
25,2,0,1,3,1,1,40,0.0,0.0,0.7041202,0.0,0.7670628651929939,0.0,0.638273,0.0,0.5885041790342416,1,0.08284363
46,2,6,1,0,0,1,40,0.0,0.0,0.90373766,0.0,0.86065181221261,0.0,0.8718354,0.0,0.883455857286485,0,0.98025995
45,2,6,0,0,1,1,76,1.0,0.0,0.95033985,0.0,0.908180394438211,0.0,0.91094625,0.0,0.9329858525382269,0,0.9993699
29,2,1,1,2,1,1,75,0.0,1.0,0.2639525,1.0,0.30744729396829185,1.0,0.22896981,1.0,0.20351136781708268,1,2.6196963e-07
42,0,3,2,4,0,0,60,0.0,0.0,0.90194964,0.0,0.951307712849119,0.0,0.9320034,0.0,0.945379104415349,0,0.99953854
34,2,7,0,5,1,0,50,0.0,0.0,0.9110008,0.0,0.947012967837151,0.0,0.93225396,0.0,0.9025532930856647,0,0.99853265
60,0,0,0,2,1,1,40,1.0,0.0,0.7679458,0.0,0.6041386820043493,0.0,0.7197809,0.0,0.6766096735667757,0,0.5847961
19,2,7,3,5,1,0,40,0.0,0.0,0.9892598,0.0,0.9886839775798411,0.0,0.97006756,0.0,0.9794088530036779,0,0.9998271
21,2,0,3,5,1,0,8,0.0,0.0,0.99559015,0.0,0.9823513674989599,0.0,0.9863131,0.0,0.9867428870886426,0,0.99990845
31,2,4,3,2,1,0,46,0.0,0.0,0.7559598,0.0,0.8644891221526771,0.0,0.8658831,0.0,0.8375334802061866,0,0.996985
53,2,4,1,5,1,1,45,1.0,1.0,0.102404,1.0,0.10024258165521516,1.0,0.11635184,1.0,0.13464252415809552,1,1.5164578e-06
35,1,3,1,1,1,0,25,0.0,0.0,0.8855092,0.0,0.9012103752356428,0.0,0.93232495,0.0,0.9464362420993229,0,0.99912935
51,0,4,0,5,1,0,40,0.0,0.0,0.7542577,0.0,0.641506467861738,0.0,0.5042215,0.0,0.5775909226939233,1,0.33610463
31,0,1,0,4,1,1,50,1.0,0.0,0.7898972,0.0,0.8782518053011,0.0,0.8161915,0.0,0.8075917222935147,0,0.99431264
37,2,7,1,0,1,1,52,0.0,0.0,0.5452955,0.0,0.5570066470479662,0.0,0.57268494,0.0,0.579559657712841,1,0.096935324
29,2,2,1,2,0,1,60,0.0,1.0,0.20945549,1.0,0.32704322211808246,1.0,0.12250805,1.0,0.19608077158029247,1,3.6864378e-07
68,1,3,1,1,1,1,15,0.0,0.0,0.7740012,0.0,0.8791914886341969,0.0,0.937788,0.0,0.894967080829474,0,0.9878037
24,2,3,1,0,1,1,40,0.0,0.0,0.88079834,0.0,0.9423561131619395,0.0,0.8839364,0.0,0.8849616723011641,0,0.9888664
46,2,6,2,0,1,0,40,0.0,0.0,0.9876937,0.0,0.9529659795440947,0.0,0.97509885,0.0,0.9729894558089449,0,0.99992275
53,2,7,1,0,0,1,40,1.0,0.0,0.6469047,0.0,0.6418686965471587,1.0,0.47616428,0.0,0.5585558192579281,1,0.10148456
54,2,7,1,2,1,1,40,1.0,1.0,0.35064906,1.0,0.2648189822890602,1.0,0.32367522,1.0,0.3878675244225833,1,6.669891e-07
21,2,7,3,0,1,1,55,0.0,0.0,0.97660464,0.0,0.9645097215332594,0.0,0.964128,0.0,0.9709490632312827,0,0.9997657
56,2,2,1,2,1,1,50,0.0,1.0,0.09824824,1.0,0.12643799055118765,1.0,0.13215727,1.0,0.12785408894047667,1,3.788001e-07
35,3,5,1,2,1,1,65,1.0,1.0,0.13898557,1.0,0.14500615531260563,1.0,0.16911912,1.0,0.09165398800922953,1,2.712357e-07
46,2,7,1,5,1,1,40,0.0,1.0,0.40962487,1.0,0.4622350731990118,1.0,0.4293952,1.0,0.46411194073331963,1,2.548331e-05
36,3,7,0,3,1,0,35,0.0,0.0,0.97380054,0.0,0.954371520568556,0.0,0.9695043,0.0,0.9758193751064783,0,0.9997845
20,2,7,3,0,1,0,40,0.0,0.0,0.9917473,0.0,0.9863696747648122,0.0,0.99026614,0.0,0.9874473148266426,0,0.9999136
29,2,3,3,0,1,1,40,0.0,0.0,0.9866293,0.0,0.9806113063845955,0.0,0.99258435,0.0,0.9888314557316082,0,0.99990296
37,2,7,0,4,0,0,40,0.0,0.0,0.96994,0.0,0.9780143749067721,0.0,0.9883113,0.0,0.9881705265833113,0,0.9999248
17,2,6,3,0,1,1,16,0.0,0.0,0.9999946,0.0,0.9920508658277523,0.0,0.98748416,0.0,0.9892156220757542,0,0.9999379
32,2,3,0,0,1,0,38,0.0,0.0,0.9832392,0.0,0.982625806811943,0.0,0.9913106,0.0,0.9890830235867308,0,0.9999069
23,2,3,3,5,1,1,40,0.0,0.0,0.983915,0.0,0.9863324772102614,0.0,0.97105503,0.0,0.9769834162270522,0,0.99983
45,3,4,0,3,1,0,42,1.0,0.0,0.7657194,0.0,0.7861577432059814,0.0,0.633016,0.0,0.5848769817897392,1,0.17885989
26,2,3,3,0,1,1,40,0.0,0.0,0.9894417,0.0,0.9828675849173878,0.0,0.99196845,0.0,0.9890830235867308,0,0.9999064
31,2,3,0,4,1,0,99,1.0,0.0,0.8777518,0.0,0.9122541269796558,0.0,0.82127327,0.0,0.7012371539709494,1,0.32924518
79,2,7,1,2,1,1,20,0.0,1.0,0.39838898,1.0,0.40166152602239147,1.0,0.32731652,0.0,0.5014535771119554,1,5.1137596e-07
49,2,3,0,4,1,0,40,0.0,0.0,0.95416206,0.0,0.9525852294428004,0.0,0.99224025,0.0,0.9840787890904575,0,0.99989414
42,2,1,1,3,1,1,40,1.0,1.0,0.30106682,1.0,0.2872751259941543,1.0,0.25127417,1.0,0.2538749208215614,1,2.6955775e-07
67,2,4,1,3,1,1,30,1.0,1.0,0.20318067,1.0,0.37795877886280393,1.0,0.42403728,1.0,0.41407234843684926,1,1.3212159e-06
35,2,2,1,5,1,1,45,1.0,1.0,0.13102216,1.0,0.1690181109647132,1.0,0.1139099,1.0,0.19369001302431954,1,3.8637887e-07
44,2,1,0,5,1,1,50,1.0,0.0,0.55562377,1.0,0.39754637690044436,0.0,0.5280335,0.0,0.6114224995599756,1,0.25376463
31,2,3,1,0,1,1,40,0.0,0.0,0.8308535,0.0,0.8260061073058818,0.0,0.83651274,0.0,0.8409516340709073,0,0.9507696
37,0,1,0,2,1,0,55,0.0,0.0,0.77810097,0.0,0.8130629588204693,0.0,0.73618627,0.0,0.66757168773795,1,0.39480582
22,0,0,3,5,1,1,40,0.0,0.0,0.9655771,0.0,0.9577075596952873,0.0,0.9514695,0.0,0.9538038226020567,0,0.9994305
34,2,7,1,0,1,1,40,0.0,0.0,0.7123672,0.0,0.7336674494282687,0.0,0.72715634,0.0,0.7174459457152446,0,0.6857602
45,2,3,0,0,1,1,40,0.0,0.0,0.9506352,0.0,0.9353442986767395,0.0,0.96586734,0.0,0.9583527904877551,0,0.99977475
51,2,3,1,0,0,1,40,0.0,0.0,0.7763695,0.0,0.7629594671366072,0.0,0.664201,0.0,0.6385759833133827,1,0.3191401
28,2,6,1,5,1,0,40,0.0,0.0,0.90929794,0.0,0.9171337786596333,0.0,0.900307,0.0,0.9121992708366032,0,0.99147135
38,2,0,0,5,0,0,40,0.0,0.0,0.9343105,0.0,0.9513835194920531,0.0,0.90045756,0.0,0.9098974732486071,0,0.99611545
40,2,6,0,0,1,0,40,0.0,0.0,0.99072546,0.0,0.969819984938962,0.0,0.9797307,0.0,0.9861585231725191,0,0.99991643
50,2,7,1,4,1,1,60,1.0,1.0,0.37009466,1.0,0.35833484736703813,1.0,0.26820838,1.0,0.37336234774393073,1,2.4537545e-07
33,2,6,0,0,1,1,40,0.0,0.0,0.9872899,0.0,0.9655577742763785,0.0,0.9856327,0.0,0.9869574018472929,0,0.9999213
