age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.926031,0.0,0.9299973,0,0.9999428
27,2,1,3,2,1,0,40,0.0,0.0,0.93095034,0.0,0.9749522,0,0.99994135
25,2,0,1,3,1,1,40,0.0,0.0,0.80201274,0.0,0.8739565,0,0.99506253
46,2,6,1,0,0,1,40,0.0,0.0,0.88131946,0.0,0.86949664,0,0.99991214
45,2,6,0,0,1,1,76,1.0,0.0,0.95105183,0.0,0.9021562,0,0.9999604
29,2,1,1,2,1,1,75,0.0,1.0,0.35742414,0.0,0.6203566,1,0.11752841
42,0,3,2,4,0,0,60,0.0,0.0,0.95202464,0.0,0.8996107,0,0.99984443
34,2,7,0,5,1,0,50,0.0,0.0,0.87297416,0.0,0.89730245,0,0.9997695
60,0,0,0,2,1,1,40,1.0,0.0,0.8647107,0.0,0.7846348,0,0.9965347
19,2,7,3,5,1,0,40,0.0,0.0,0.99615836,0.0,0.9980005,0,0.99999213
21,2,0,3,5,1,0,8,0.0,0.0,0.99876046,0.0,0.99800676,0,0.99999225
31,2,4,3,2,1,0,46,0.0,0.0,0.8006948,0.0,0.7559353,0,0.99938786
53,2,4,1,5,1,1,45,1.0,1.0,0.12890583,1.0,0.08257526,1,2.0634165e-05
35,1,3,1,1,1,0,25,0.0,0.0,0.83770704,0.0,0.87911034,0,0.999796
51,0,4,0,5,1,0,40,0.0,0.0,0.6930367,0.0,0.75617033,0,0.99784505
31,0,1,0,4,1,1,50,1.0,0.0,0.78192973,0.0,0.7885745,0,0.98896456
37,2,7,1,0,1,1,52,0.0,0.0,0.5603704,0.0,0.5177818,0,0.87870103
29,2,2,1,2,0,1,60,0.0,1.0,0.20749801,1.0,0.2879824,1,0.00021159928
68,1,3,1,1,1,1,15,0.0,0.0,0.85399896,0.0,0.97455645,0,0.9997179
24,2,3,1,0,1,1,40,0.0,0.0,0.90749705,0.0,0.894254,0,0.9998858
46,2,6,2,0,1,0,40,0.0,0.0,0.99519944,0.0,0.94320863,0,0.99996495
53,2,7,1,0,0,1,40,1.0,0.0,0.68289614,0.0,0.56145966,0,0.8632402
54,2,7,1,2,1,1,40,1.0,1.0,0.3894905,1.0,0.30271178,0,0.60217243
21,2,7,3,0,1,1,55,0.0,0.0,0.9806813,0.0,0.93163943,0,0.99996257
56,2,2,1,2,1,1,50,0.0,1.0,0.11261004,1.0,0.0833025,1,1.5347638e-05
35,3,5,1,2,1,1,65,1.0,1.0,0.08198613,1.0,0.0828588,1,0.0001399751
46,2,7,1,5,1,1,40,0.0,1.0,0.37654513,1.0,0.44054973,1,0.10109885
36,3,7,0,3,1,0,35,0.0,0.0,0.9298146,0.0,0.9617909,0,0.9999398
20,2,7,3,0,1,0,40,0.0,0.0,0.9966401,0.0,0.987252,0,0.99999154
29,2,3,3,0,1,1,40,0.0,0.0,0.9721961,0.0,0.97795177,0,0.999992
37,2,7,0,4,0,0,40,0.0,0.0,0.9787006,0.0,0.94890237,0,0.99989843
17,2,6,3,0,1,1,16,0.0,0.0,0.9999997,0.0,0.9941845,0,0.99999404
32,2,3,0,0,1,0,38,0.0,0.0,0.97918296,0.0,0.9804277,0,0.9999716
23,2,3,3,5,1,1,40,0.0,0.0,0.9848663,0.0,0.99632156,0,0.9999933
45,3,4,0,3,1,0,42,1.0,0.0,0.589635,0.0,0.7811292,0,0.9988141
26,2,3,3,0,1,1,40,0.0,0.0,0.98171616,0.0,0.9780061,0,0.9999919
31,2,3,0,4,1,0,99,1.0,0.0,0.96058077,0.0,0.80273867,0,0.9950104
79,2,7,1,2,1,1,20,0.0,0.0,0.5975336,0.0,0.56460744,0,0.8598581
49,2,3,0,4,1,0,40,0.0,0.0,0.9680565,0.0,0.95047045,0,0.9999218
42,2,1,1,3,1,1,40,1.0,1.0,0.25281465,1.0,0.15737128,1,0.00012258584
67,2,4,1,3,1,1,30,1.0,1.0,0.36337084,1.0,0.069954574,1,0.0011825958
35,2,2,1,5,1,1,45,1.0,1.0,0.11970955,1.0,0.06021303,1,0.00012386378
44,2,1,0,5,1,1,50,1.0,0.0,0.63751924,1.0,0.49486405,0,0.8430717
31,2,3,1,0,1,1,40,0.0,0.0,0.81113327,0.0,0.8724551,0,0.9998074
37,0,1,0,2,1,0,55,0.0,0.0,0.68787885,0.0,0.8647296,0,0.9996438
22,0,0,3,5,1,1,40,0.0,0.0,0.98222333,0.0,0.99588567,0,0.99999535
34,2,7,1,0,1,1,40,0.0,0.0,0.6994302,0.0,0.6506533,0,0.9637911
45,2,3,0,0,1,1,40,0.0,0.0,0.9438175,0.0,0.9337164,0,0.9999683
51,2,3,1,0,0,1,40,0.0,0.0,0.7838167,0.0,0.6087251,0,0.9527504
28,2,6,1,5,1,0,40,0.0,0.0,0.84308505,0.0,0.9725653,0,0.99998164
38,2,0,0,5,0,0,40,0.0,0.0,0.90743935,0.0,0.95679706,0,0.99991107
40,2,6,0,0,1,0,40,0.0,0.0,0.98587835,0.0,0.9696522,0,0.99995935
50,2,7,1,4,1,1,60,1.0,1.0,0.40583694,1.0,0.4718392,0,0.6670154
33,2,6,0,0,1,1,40,0.0,0.0,0.9864239,0.0,0.9642744,0,0.99998236
49,2,1,1,5,1,1,40,0.0,1.0,0.217736,1.0,0.23294431,1,0.0001953889
44,2,0,0,0,1,0,45,0.0,0.0,0.9045671,0.0,0.854388,0,0.99981695
23,2,3,1,4,1,1,50,0.0,0.0,0.87933004,0.0,0.84175706,0,0.9992204
20,2,3,3,0,1,1,40,0.0,0.0,0.99505717,0.0,0.9813593,0,0.9999883
32,2,3,1,4,1,0,20,0.0,0.0,0.9344262,0.0,0.7169185,0,0.9996081
64,2,6,0,4,1,0,12,0.0,0.0,0.99597347,0.0,0.966777,0,0.9999651
28,2,1,1,2,1,1,40,0.0,1.0,0.4382558,0.0,0.6708884,0,0.8259428
47,0,6,1,0,1,1,40,0.0,0.0,0.8979813,0.0,0.868726,0,0.9999125
37,2,7,0,5,1,0,40,0.0,0.0,0.90413696,0.0,0.95650697,0,0.99991214
47,3,3,1,0,1,1,48,0.0,0.0,0.7112506,0.0,0.563107,0,0.9440001
59,1,6,0,1,1,0,40,0.0,0.0,0.968209,0.0,0.9615604,0,0.9999671
22,2,7,3,2,1,0,20,0.0,0.0,0.9964267,0.0,0.992286,0,0.99999404
47,2,6,1,0,1,1,40,1.0,0.0,0.863267,0.0,0.86976,0,0.99990857
26,2,0,3,4,1,1,40,0.0,0.0,0.9791409,0.0,0.9850598,0,0.99999297
44,2,0,1,2,1,1,50,1.0,1.0,0.3158942,1.0,0.3690458,0,0.6279706
33,2,3,3,0,1,0,40,0.0,0.0,0.9768262,0.0,0.9775003,0,0.99998057
46,2,7,0,5,1,0,40,0.0,0.0,0.8925636,0.0,0.95529604,0,0.999884
50,2,1,1,0,1,1,40,0.0,1.0,0.41131014,0.0,0.509202,0,0.8099794
44,2,5,1,2,1,1,50,1.0,1.0,0.05925989,1.0,0.11755061,1,3.3907658e-05
21,2,3,3,0,1,1,40,0.0,0.0,0.9932838,0.0,0.9813592,0,0.9999883
33,2,7,0,0,1,1,40,0.0,0.0,0.9393909,0.0,0.90537256,0,0.99997723
28,2,7,3,0,1,1,50,0.0,0.0,0.94888633,0.0,0.953923,0,0.9999713
29,2,1,1,5,1,1,50,1.0,1.0,0.3391348,0.0,0.54140353,1,0.03228226
41,0,3,1,0,0,1,40,0.0,0.0,0.71607375,0.0,0.68028736,0,0.9720659
19,2,6,3,4,1,0,40,0.0,0.0,0.9996417,0.0,0.99775624,0,0.9999939
62,2,1,1,3,1,1,20,1.0,0.0,0.5208866,1.0,0.338219,1,0.3655115
50,2,3,1,0,1,1,45,1.0,0.0,0.6252941,0.0,0.5585408,0,0.8951621
21,0,7,3,4,1,1,40,0.0,0.0,0.9938542,0.0,0.97829056,0,0.9999919
60,2,3,1,3,1,1,40,1.0,0.0,0.55170333,0.0,0.53166515,0,0.7724847
30,2,7,1,0,1,1,40,0.0,0.0,0.7705832,0.0,0.8055233,0,0.99864525
47,2,3,1,3,1,1,50,1.0,1.0,0.47580194,1.0,0.46770084,0,0.6650947
52,0,1,4,5,1,0,55,0.0,0.0,0.6483679,0.0,0.5631531,0,0.9717619
36,2,5,3,5,1,1,50,1.0,1.0,0.32976532,1.0,0.272721,0,0.7938161
67,1,6,4,1,0,0,40,0.0,0.0,0.9816009,0.0,0.96156055,0,0.9999671
25,2,1,1,5,1,1,40,1.0,0.0,0.50193775,1.0,0.35902745,0,0.51005775
22,2,6,2,4,1,0,35,0.0,0.0,0.9995963,0.0,0.9941247,0,0.9999871
49,2,6,2,0,1,1,38,0.0,0.0,0.9963476,0.0,0.95229053,0,0.99996126
38,2,4,1,0,0,1,40,1.0,1.0,0.30270034,0.0,0.6168242,0,0.9116313
54,3,3,1,3,0,1,40,0.0,0.0,0.69079065,1.0,0.46055454,0,0.93944573
63,2,1,1,5,1,1,40,0.0,1.0,0.23495239,1.0,0.18414009,1,0.00033041908
67,1,6,4,1,1,0,35,0.0,0.0,0.9731303,0.0,0.95426106,0,0.9999664
22,2,7,3,0,1,1,35,0.0,0.0,0.9954733,0.0,0.9756923,0,0.9999938
39,0,1,3,5,1,1,45,0.0,0.0,0.65215284,0.0,0.53920287,0,0.9966324
31,2,1,1,3,1,1,60,0.0,1.0,0.31540996,1.0,0.46306753,1,0.0029020936
57,2,7,1,0,1,1,40,1.0,0.0,0.6049105,0.0,0.56145966,0,0.8632402
22,2,1,3,2,1,1,40,0.0,0.0,0.93697554,0.0,0.97835565,0,0.9999887
42,2,0,1,5,1,1,40,1.0,1.0,0.3534,1.0,0.30746192,1,0.056834906
19,2,3,3,4,1,0,20,0.0,0.0,0.99947387,0.0,0.9991649,0,0.99999464
17,0,6,3,4,1,1,30,0.0,0.0,0.99999887,0.0,0.99818754,0,0.9999933
28,3,7,1,0,1,1,55,0.0,0.0,0.72204065,0.0,0.6424552,0,0.9980667
46,0,3,0,2,1,0,40,0.0,0.0,0.84879154,0.0,0.86814344,0,0.9998733
45,2,7,0,0,1,1,56,1.0,0.0,0.8814382,0.0,0.57685924,0,0.9507621
20,2,7,2,3,0,0,40,0.0,0.0,0.9979017,0.0,0.9825922,0,0.99999094
32,2,3,3,4,0,0,40,0.0,0.0,0.98947483,0.0,0.99229294,0,0.9999782
67,2,3,4,5,1,0,16,1.0,0.0,0.93073934,0.0,0.9246054,0,0.99978465
52,2,3,1,0,0,1,40,1.0,0.0,0.7817264,0.0,0.608583,0,0.95271945
35,2,3,1,3,1,1,44,0.0,0.0,0.60807264,0.0,0.5614397,0,0.9317528
43,2,3,0,5,1,0,58,0.0,0.0,0.8803014,0.0,0.85471904,0,0.99944454
29,2,0,3,0,1,1,40,0.0,0.0,0.95906085,0.0,0.97963816,0,0.99999297
42,2,7,1,2,1,1,40,1.0,1.0,0.42334795,1.0,0.3807782,0,0.7225309
68,1,3,4,1,1,1,32,0.0,0.0,0.9287299,0.0,0.91991043,0,0.9998271
29,2,3,2,4,0,0,30,0.0,0.0,0.9979439,0.0,0.9900411,0,0.9999776
40,2,7,0,5,1,1,40,0.0,0.0,0.84464025,0.0,0.8665194,0,0.99964786
30,2,1,1,3,1,1,20,0.0,0.0,0.73861915,0.0,0.9264572,0,0.99910307
61,3,7,1,5,1,1,50,1.0,1.0,0.36574823,1.0,0.2695158,1,0.1864436
46,2,7,1,0,0,1,40,0.0,0.0,0.69798917,0.0,0.56145966,0,0.8632402
51,2,3,1,0,1,1,40,0.0,0.0,0.653757,0.0,0.6087251,0,0.9527504
42,2,1,1,5,1,1,40,1.0,1.0,0.23656988,1.0,0.2875744,1,0.00012726917
25,2,6,3,0,0,1,40,0.0,0.0,0.99631983,0.0,0.98615956,0,0.9999927
49,2,1,1,3,1,1,50,1.0,1.0,0.18622017,1.0,0.16948116,1,0.000112291586
58,2,6,1,0,1,1,40,1.0,0.0,0.83984137,0.0,0.8791771,0,0.9998927
56,3,1,1,3,1,1,50,1.0,1.0,0.22602588,1.0,0.13417202,1,0.00034838018
51,3,1,0,0,1,1,50,0.0,0.0,0.8622052,0.0,0.78850687,0,0.99042994
66,1,6,3,1,1,1,30,0.0,0.0,0.98579174,0.0,0.9880034,0,0.99997675
38,2,3,1,3,1,1,55,1.0,0.0,0.5299275,0.0,0.6131643,0,0.70780075
53,3,7,4,3,1,0,60,0.0,0.0,0.83349395,0.0,0.8927571,0,0.9994716
17,2,6,3,4,1,0,30,0.0,0.0,0.9999997,0.0,0.9985496,0,0.9999943
28,0,0,1,5,1,1,60,0.0,0.0,0.5549074,0.0,0.6366731,0,0.70937246
37,3,5,1,2,1,1,50,1.0,1.0,0.07441813,1.0,0.11382848,1,0.001059694
29,2,3,1,0,1,1,40,0.0,0.0,0.84377044,0.0,0.8724537,0,0.99980766
57,2,0,4,2,1,0,40,0.0,0.0,0.840786,0.0,0.8328875,0,0.99930596
27,0,4,3,2,1,0,40,0.0,0.0,0.9545039,0.0,0.88664955,0,0.99988246
28,2,3,1,0,1,1,40,0.0,0.0,0.8582471,0.0,0.8730129,0,0.9998111
31,2,6,3,4,1,1,40,0.0,0.0,0.9903797,0.0,0.9881027,0,0.99997926
37,2,7,1,0,0,1,40,0.0,0.0,0.7283106,0.0,0.54092884,0,0.8591791
