age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9504302687608978,0.0,0.9528466903523523,0,0.9997534
27,2,1,3,2,1,0,40,0.0,0.0,0.927166498812644,0.0,0.926584210069411,0,0.9912607
25,2,0,1,3,1,1,40,0.0,0.0,0.7587983449242155,0.0,0.8218735922003839,1,6.670108e-08
46,2,6,1,0,0,1,40,0.0,0.0,0.888485416108816,0.0,0.8878390532073303,0,0.9991836
45,2,6,0,0,1,1,76,1.0,0.0,0.9176606084996782,0.0,0.9681053636619907,0,0.9997843
29,2,1,1,2,1,1,75,0.0,1.0,0.40388338428368287,1.0,0.49554053917183993,1,5.072029e-08
42,0,3,2,4,0,0,60,0.0,0.0,0.8635046898282176,0.0,0.9626064795159386,0,0.9918298
34,2,7,0,5,1,0,50,0.0,0.0,0.9145122986592082,0.0,0.9147252289851785,0,0.9995999
60,0,0,0,2,1,1,40,1.0,0.0,0.6751087616568958,0.0,0.6280344925348963,0,0.6543633
19,2,7,3,5,1,0,40,0.0,0.0,0.9919201086617314,0.0,0.9789883259149248,0,0.9997155
21,2,0,3,5,1,0,8,0.0,0.0,0.9973563503243875,0.0,0.9716611047082593,0,0.9997377
31,2,4,3,2,1,0,46,0.0,0.0,0.7602770135775617,0.0,0.852756674677398,0,0.62104326
53,2,4,1,5,1,1,45,1.0,1.0,0.11725680718355702,1.0,0.19602680447826115,1,6.2700394e-08
35,1,3,1,1,1,0,25,0.0,0.0,0.7307751946314003,0.0,0.8149228727746332,0,0.9927367
51,0,4,0,5,1,0,40,0.0,0.0,0.7659022655750849,0.0,0.8641762220266807,0,0.71227175
31,0,1,0,4,1,1,50,1.0,0.0,0.8070252792698362,0.0,0.9662492241635189,0,0.9990107
37,2,7,1,0,1,1,52,0.0,0.0,0.5638606683097034,1.0,0.4916071567094582,1,0.04340857
29,2,2,1,2,0,1,60,0.0,1.0,0.2794812385056512,1.0,0.13794414053881787,1,4.2913847e-08
68,1,3,1,1,1,1,15,0.0,0.0,0.7336869792031298,0.0,0.8882683345608396,0,0.9307997
24,2,3,1,0,1,1,40,0.0,0.0,0.8864240011794478,0.0,0.930907491336139,0,0.96878314
46,2,6,2,0,1,0,40,0.0,0.0,0.9918658335487129,0.0,0.9794359283727532,0,0.99971575
53,2,7,1,0,0,1,40,1.0,0.0,0.6801631083511825,1.0,0.39528388193476505,1,0.18091226
