age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,GL,GL_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9441603,0.0,0.9337827,0,0.9997588
27,2,1,3,2,1,0,40,0.0,0.0,0.9081809,0.0,0.9173961,0,0.999433
25,2,0,1,3,1,1,40,0.0,0.0,0.70881903,0.0,0.7441725,0,0.52606255
46,2,6,1,0,0,1,40,0.0,0.0,0.90398866,0.0,0.87299997,0,0.99528116
45,2,6,0,0,1,1,76,1.0,0.0,0.95056194,0.0,0.9367216,0,0.9996455
29,2,1,1,2,1,1,75,0.0,1.0,0.26484537,1.0,0.18506843,1,6.1652366e-07
42,0,3,2,4,0,0,60,0.0,0.0,0.90132934,0.0,0.9622913,0,0.9994708
34,2,7,0,5,1,0,50,0.0,0.0,0.9108047,0.0,0.92908955,0,0.98848766
60,0,0,0,2,1,1,40,1.0,0.0,0.7688751,0.0,0.83136725,0,0.9943857
19,2,7,3,5,1,0,40,0.0,0.0,0.98921084,0.0,0.99147874,0,0.99998987
21,2,0,3,5,1,0,8,0.0,0.0,0.99562955,0.0,0.99318576,0,0.99995327
31,2,4,3,2,1,0,46,0.0,0.0,0.75596285,0.0,0.79925776,0,0.85661983
53,2,4,1,5,1,1,45,1.0,1.0,0.10278094,1.0,0.17335367,1,1.0944872e-06
35,1,3,1,1,1,0,25,0.0,0.0,0.88463086,0.0,0.9678501,0,0.9983291
51,0,4,0,5,1,0,40,0.0,0.0,0.75384545,1.0,0.44373304,1,0.007113281
31,0,1,0,4,1,1,50,1.0,0.0,0.79131484,0.0,0.69490826,0,0.9922361
37,2,7,1,0,1,1,52,0.0,0.0,0.544309,0.0,0.61283064,1,0.15018308
29,2,2,1,2,0,1,60,0.0,1.0,0.20924109,1.0,0.12099707,1,1.3810036e-06
68,1,3,1,1,1,1,15,0.0,0.0,0.77141243,0.0,0.7955475,0,0.9437095
24,2,3,1,0,1,1,40,0.0,0.0,0.88113683,0.0,0.92785555,0,0.9945856
46,2,6,2,0,1,0,40,0.0,0.0,0.9876154,0.0,0.98719585,0,0.9999256
53,2,7,1,0,0,1,40,1.0,0.0,0.6450398,1.0,0.4940942,1,0.13486275
54,2,7,1,2,1,1,40,1.0,1.0,0.34975654,1.0,0.42820936,1,6.76865e-06
21,2,7,3,0,1,1,55,0.0,0.0,0.9771125,0.0,0.9808766,0,0.9999088
56,2,2,1,2,1,1,50,0.0,1.0,0.09922749,1.0,0.1265648,1,1.3362725e-06
35,3,5,1,2,1,1,65,1.0,1.0,0.13781184,1.0,0.17407036,1,1.7787154e-06
46,2,7,1,5,1,1,40,0.0,1.0,0.41040534,0.0,0.59282404,1,0.009137425
36,3,7,0,3,1,0,35,0.0,0.0,0.97375906,0.0,0.96833247,0,0.99998665
20,2,7,3,0,1,0,40,0.0,0.0,0.9917533,0.0,0.9862957,0,0.999923
29,2,3,3,0,1,1,40,0.0,0.0,0.9867765,0.0,0.98680866,0,0.9999014
37,2,7,0,4,0,0,40,0.0,0.0,0.969883,0.0,0.96727806,0,0.9999871
17,2,6,3,0,1,1,16,0.0,0.0,0.99999446,0.0,0.9920367,0,0.99993896
32,2,3,0,0,1,0,38,0.0,0.0,0.9834557,0.0,0.9865953,0,0.9999057
23,2,3,3,5,1,1,40,0.0,0.0,0.9841405,0.0,0.9874067,0,0.99993205
45,3,4,0,3,1,0,42,1.0,0.0,0.76406723,0.0,0.508428,1,0.003943372
26,2,3,3,0,1,1,40,0.0,0.0,0.98956233,0.0,0.98691034,0,0.99990225
31,2,3,0,4,1,0,99,1.0,0.0,0.87592953,0.0,0.5389116,1,0.0697668
79,2,7,1,2,1,1,20,0.0,1.0,0.39674985,1.0,0.48387885,1,1.2616231e-05
49,2,3,0,4,1,0,40,0.0,0.0,0.95426506,0.0,0.9696862,0,0.9998517
42,2,1,1,3,1,1,40,1.0,1.0,0.3013233,1.0,0.3581624,1,1.1104863e-06
67,2,4,1,3,1,1,30,1.0,1.0,0.20673329,1.0,0.2052952,1,1.1500707e-06
35,2,2,1,5,1,1,45,1.0,1.0,0.1296435,1.0,0.21196526,1,1.4622517e-06
44,2,1,0,5,1,1,50,1.0,0.0,0.55863136,0.0,0.58423173,1,0.008316786
31,2,3,1,0,1,1,40,0.0,0.0,0.83138067,0.0,0.8317614,0,0.92653257
37,0,1,0,2,1,0,55,0.0,0.0,0.778698,0.0,0.79058176,0,0.7337052
22,0,0,3,5,1,1,40,0.0,0.0,0.9659186,0.0,0.96889436,0,0.9996321
34,2,7,1,0,1,1,40,0.0,0.0,0.7125999,0.0,0.64816,0,0.6600215
45,2,3,0,0,1,1,40,0.0,0.0,0.9509376,0.0,0.9791825,0,0.9998549
51,2,3,1,0,0,1,40,0.0,0.0,0.7745577,0.0,0.6117884,1,0.41875583
28,2,6,1,5,1,0,40,0.0,0.0,0.9095079,0.0,0.91620564,0,0.99979657
38,2,0,0,5,0,0,40,0.0,0.0,0.9344582,0.0,0.973957,0,0.99974865
40,2,6,0,0,1,0,40,0.0,0.0,0.99086285,0.0,0.98430586,0,0.9999249
50,2,7,1,4,1,1,60,1.0,1.0,0.36865735,1.0,0.4005633,1,6.711341e-06
33,2,6,0,0,1,1,40,0.0,0.0,0.98737156,0.0,0.9844624,0,0.9999267
49,2,1,1,5,1,1,40,0.0,1.0,0.21518266,1.0,0.20179445,1,1.1033744e-06
44,2,0,0,0,1,0,45,0.0,0.0,0.91868967,0.0,0.9361031,0,0.9993994
23,2,3,1,4,1,1,50,0.0,0.0,0.7936667,0.0,0.7074533,0,0.6842411
20,2,3,3,0,1,1,40,0.0,0.0,0.99507964,0.0,0.9870893,0,0.99990535
32,2,3,1,4,1,0,20,0.0,0.0,0.9284933,0.0,0.92564034,0,0.9966222
64,2,6,0,4,1,0,12,0.0,0.0,0.99340385,0.0,0.9950893,0,0.9999461
28,2,1,1,2,1,1,40,0.0,1.0,0.37633282,0.0,0.5994768,1,2.3813522e-05
47,0,6,1,0,1,1,40,0.0,0.0,0.8895738,0.0,0.85716,0,0.99242
37,2,7,0,5,1,0,40,0.0,0.0,0.94140744,0.0,0.92370033,0,0.99949646
47,3,3,1,0,1,1,48,0.0,0.0,0.6887717,0.0,0.6444517,1,0.26366434
59,1,6,0,1,1,0,40,0.0,0.0,0.98286706,0.0,0.9890209,0,0.99991345
22,2,7,3,2,1,0,20,0.0,0.0,0.99096584,0.0,0.9857871,0,0.9999716
47,2,6,1,0,1,1,40,1.0,0.0,0.8789407,0.0,0.8691549,0,0.99470407
26,2,0,3,4,1,1,40,0.0,0.0,0.9778075,0.0,0.9593952,0,0.9998468
44,2,0,1,2,1,1,50,1.0,1.0,0.28424418,0.0,0.5474936,1,2.8657416e-05
33,2,3,3,0,1,0,40,0.0,0.0,0.9852997,0.0,0.98666656,0,0.9999001
46,2,7,0,5,1,0,40,0.0,0.0,0.9229494,0.0,0.9353692,0,0.99280506
50,2,1,1,0,1,1,40,0.0,1.0,0.38173765,0.0,0.53944236,1,0.014918468
44,2,5,1,2,1,1,50,1.0,1.0,0.10554755,1.0,0.18267441,1,1.6922921e-06
21,2,3,3,0,1,1,40,0.0,0.0,0.9941439,0.0,0.9870587,0,0.9999044
33,2,7,0,0,1,1,40,0.0,0.0,0.9491141,0.0,0.97257173,0,0.99991846
28,2,7,3,0,1,1,50,0.0,0.0,0.9595672,0.0,0.9719857,0,0.99990535
29,2,1,1,5,1,1,50,1.0,1.0,0.27613425,1.0,0.25320566,1,1.1591505e-06
41,0,3,1,0,0,1,40,0.0,0.0,0.752458,0.0,0.71969545,0,0.56881076
19,2,6,3,4,1,0,40,0.0,0.0,0.998792,0.0,0.9954723,0,0.99995196
62,2,1,1,3,1,1,20,1.0,1.0,0.3367104,1.0,0.35263807,1,1.4299678e-06
50,2,3,1,0,1,1,45,1.0,0.0,0.6249032,0.0,0.59226865,1,0.2104271
21,0,7,3,4,1,1,40,0.0,0.0,0.9861689,0.0,0.9929229,0,0.99995756
60,2,3,1,3,1,1,40,1.0,1.0,0.46297795,1.0,0.38338703,1,0.00387129
30,2,7,1,0,1,1,40,0.0,0.0,0.75122374,0.0,0.7408555,0,0.7530124
47,2,3,1,3,1,1,50,1.0,1.0,0.42935932,0.0,0.6398791,1,4.190806e-05
52,0,1,4,5,1,0,55,0.0,0.0,0.7641808,0.0,0.56407404,1,1.5373918e-05
36,2,5,3,5,1,1,50,1.0,0.0,0.5388247,0.0,0.5057224,1,0.0014772324
67,1,6,4,1,0,0,40,0.0,0.0,0.98363936,0.0,0.98291934,0,0.99987936
25,2,1,1,5,1,1,40,1.0,1.0,0.45166105,0.0,0.5666233,1,7.59002e-05
22,2,6,2,4,1,0,35,0.0,0.0,0.99795276,0.0,0.9957388,0,0.99995327
49,2,6,2,0,1,1,38,0.0,0.0,0.98731166,0.0,0.9874042,0,0.9999269
38,2,4,1,0,0,1,40,1.0,1.0,0.45019627,0.0,0.6284201,1,0.00092575216
54,3,3,1,3,0,1,40,0.0,0.0,0.65905666,0.0,0.5972185,1,0.11366958
63,2,1,1,5,1,1,40,0.0,1.0,0.1661638,1.0,0.16398907,1,1.0620797e-06
67,1,6,4,1,1,0,35,0.0,0.0,0.9857304,0.0,0.9875022,0,0.99992335
22,2,7,3,0,1,1,35,0.0,0.0,0.9952731,0.0,0.9854431,0,0.99992526
39,0,1,3,5,1,1,45,0.0,0.0,0.7830534,0.0,0.7666167,0,0.65563196
31,2,1,1,3,1,1,60,0.0,1.0,0.28239888,1.0,0.24763471,1,1.0700779e-06
57,2,7,1,0,1,1,40,1.0,0.0,0.5549818,1.0,0.47592682,1,0.12617676
22,2,1,3,2,1,1,40,0.0,0.0,0.9276371,0.0,0.9365182,0,0.99976224
42,2,0,1,5,1,1,40,1.0,1.0,0.4111191,1.0,0.41476202,1,0.0050364197
19,2,3,3,4,1,0,20,0.0,0.0,0.99851876,0.0,0.991431,0,0.99993515
17,0,6,3,4,1,1,30,0.0,0.0,0.99997413,0.0,0.99535835,0,0.9999542
28,3,7,1,0,1,1,55,0.0,0.0,0.68939435,0.0,0.6439308,1,0.2967692
46,0,3,0,2,1,0,40,0.0,0.0,0.91233915,0.0,0.99274415,0,0.99995804
45,2,7,0,0,1,1,56,1.0,0.0,0.85132915,0.0,0.8911175,0,0.9881194
20,2,7,2,3,0,0,40,0.0,0.0,0.9824413,0.0,0.9759545,0,0.9999839
