age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,AGbr,AGbr_proba,GL,GL_proba,GGbr,GGbr_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9449075,0.0,0.9554073626231645,0.0,0.971007,0.0,0.9482608609822447,0,0.99988854
27,2,1,3,2,1,0,40,0.0,0.0,0.9075802,0.0,0.9535041452474841,0.0,0.9295726,0.0,0.9218900834490775,0,0.99847525
25,2,0,1,3,1,1,40,0.0,0.0,0.7040655,0.0,0.7669354402406641,0.0,0.57232183,0.0,0.6097726867308616,1,0.12495074
46,2,6,1,0,0,1,40,0.0,0.0,0.90347373,0.0,0.8615446071594304,0.0,0.8659687,0.0,0.8797211175357702,0,0.99088484
45,2,6,0,0,1,1,76,1.0,0.0,0.9501784,0.0,0.9091852256096543,0.0,0.9301406,0.0,0.9429838289434761,0,0.99860483
29,2,1,1,2,1,1,75,0.0,1.0,0.2616529,1.0,0.31009734083845464,1.0,0.12363505,1.0,0.1636860372076191,1,2.992346e-08
42,0,3,2,4,0,0,60,0.0,0.0,0.9029779,0.0,0.950115297987765,0.0,0.9387873,0.0,0.9452549307094431,0,0.99948406
34,2,7,0,5,1,0,50,0.0,0.0,0.9116846,0.0,0.9452849020887134,0.0,0.9484375,0.0,0.9318961724101107,0,0.9984195
60,0,0,0,2,1,1,40,1.0,0.0,0.76715374,0.0,0.6013537006545755,0.0,0.73325175,0.0,0.8491682956473174,0,0.9940183
19,2,7,3,5,1,0,40,0.0,0.0,0.9893922,0.0,0.9878610877514932,0.0,0.9867477,0.0,0.9912907460120679,0,0.9999181
21,2,0,3,5,1,0,8,0.0,0.0,0.99573445,0.0,0.9824228387862516,0.0,0.97155946,0.0,0.9868925269691421,0,0.9998467
31,2,4,3,2,1,0,46,0.0,0.0,0.75337535,0.0,0.8573478394063869,0.0,0.79938316,0.0,0.7282014059252738,0,0.9898011
53,2,4,1,5,1,1,45,1.0,1.0,0.10348964,1.0,0.10882892731837979,1.0,0.12699056,1.0,0.12578144889308485,1,2.5392657e-08
