age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.92602146,0.0,0.9088956,0,0.9999995
27,2,1,3,2,1,0,40,0.0,0.0,0.93096054,0.0,0.8832675,0,0.9999987
25,2,0,1,3,1,1,40,0.0,0.0,0.8020286,0.0,0.8093424,0,0.8261329
46,2,6,1,0,0,1,40,0.0,0.0,0.8812746,0.0,0.8969788,0,0.99945503
45,2,6,0,0,1,1,76,1.0,0.0,0.951053,0.0,0.93073446,0,0.9999989
29,2,1,1,2,1,1,75,0.0,1.0,0.3574587,1.0,0.3085742,1,0.0012090317
42,0,3,2,4,0,0,60,0.0,0.0,0.9520097,0.0,0.98474425,0,0.9999993
34,2,7,0,5,1,0,50,0.0,0.0,0.8729626,0.0,0.9709256,0,0.99999464
60,0,0,0,2,1,1,40,1.0,0.0,0.8647395,0.0,0.6493088,0,0.9971827
19,2,7,3,5,1,0,40,0.0,0.0,0.9961587,0.0,0.9874309,0,0.9999999
21,2,0,3,5,1,0,8,0.0,0.0,0.9987614,0.0,0.98010147,0,0.9999999
31,2,4,3,2,1,0,46,0.0,0.0,0.8006627,0.0,0.8339566,0,0.9999572
53,2,4,1,5,1,1,45,1.0,1.0,0.12888747,1.0,0.122323036,1,0.0007069999
35,1,3,1,1,1,0,25,0.0,0.0,0.8377019,0.0,0.9127646,0,0.99950016
51,0,4,0,5,1,0,40,0.0,0.0,0.6930518,0.0,0.81141186,0,0.9934877
31,0,1,0,4,1,1,50,1.0,0.0,0.78185815,0.0,0.6984823,0,0.9999881
37,2,7,1,0,1,1,52,0.0,0.0,0.56035185,0.0,0.5777595,0,0.66988724
29,2,2,1,2,0,1,60,0.0,1.0,0.20749891,1.0,0.2053861,1,0.0009112187
68,1,3,1,1,1,1,15,0.0,0.0,0.8540157,0.0,0.8658066,0,0.99931717
24,2,3,1,0,1,1,40,0.0,0.0,0.9075169,0.0,0.9133478,0,0.9995167
46,2,6,2,0,1,0,40,0.0,0.0,0.9951995,0.0,0.9870695,0,0.9999994
53,2,7,1,0,0,1,40,1.0,0.0,0.68289196,0.0,0.5791477,0,0.7005661
54,2,7,1,2,1,1,40,1.0,1.0,0.38940412,1.0,0.4299826,1,0.0030479059
21,2,7,3,0,1,1,55,0.0,0.0,0.9806842,0.0,0.98149383,0,0.9999999
56,2,2,1,2,1,1,50,0.0,1.0,0.112584054,1.0,0.20532691,1,0.00091111363
35,3,5,1,2,1,1,65,1.0,1.0,0.08199012,1.0,0.1034143,1,0.0012226612
