age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9504302687608978,0.0,0.9247312688894872,0,0.997658
27,2,1,3,2,1,0,40,0.0,0.0,0.927166498812644,0.0,0.9875127189310966,0,0.99803466
25,2,0,1,3,1,1,40,0.0,0.0,0.7587983449242155,0.0,0.5260495416169659,1,0.006503293
46,2,6,1,0,0,1,40,0.0,0.0,0.888485416108816,0.0,0.9068118911749944,0,0.9654201
45,2,6,0,0,1,1,76,1.0,0.0,0.9176606084996782,0.0,0.7519664076829817,0,0.9991134
29,2,1,1,2,1,1,75,0.0,1.0,0.40388338428368287,1.0,0.3240934707563099,1,4.9114706e-06
42,0,3,2,4,0,0,60,0.0,0.0,0.8635046898282176,0.0,0.922086462897864,0,0.9996338
34,2,7,0,5,1,0,50,0.0,0.0,0.9145122986592082,0.0,0.8263895693576953,0,0.9948265
60,0,0,0,2,1,1,40,1.0,0.0,0.6751087616568958,0.0,0.9738796084459508,1,0.00037411982
19,2,7,3,5,1,0,40,0.0,0.0,0.9919201086617314,0.0,0.9856828373829927,0,0.9993926
21,2,0,3,5,1,0,8,0.0,0.0,0.9973563503243875,0.0,0.9576575014945743,0,0.99973875
31,2,4,3,2,1,0,46,0.0,0.0,0.7602770135775617,0.0,0.8717449086595005,0,0.61993617
53,2,4,1,5,1,1,45,1.0,1.0,0.11725680718355702,1.0,0.19231233371680612,1,4.338934e-06
35,1,3,1,1,1,0,25,0.0,0.0,0.7307751946314003,0.0,0.9379175178289428,0,0.99999523
51,0,4,0,5,1,0,40,0.0,0.0,0.7659022655750849,0.0,0.7753649603981397,0,0.88170165
31,0,1,0,4,1,1,50,1.0,0.0,0.8070252792698362,0.0,0.7659074941203337,0,0.9998574
37,2,7,1,0,1,1,52,0.0,0.0,0.5638606683097034,1.0,0.4968420614308393,1,0.0105339
29,2,2,1,2,0,1,60,0.0,1.0,0.2794812385056512,1.0,0.21573537698548584,1,5.453323e-06
68,1,3,1,1,1,1,15,0.0,0.0,0.7336869792031298,0.0,0.9261960740762275,0,0.99300027
24,2,3,1,0,1,1,40,0.0,0.0,0.8864240011794478,0.0,0.7805780534889047,0,0.99529904
46,2,6,2,0,1,0,40,0.0,0.0,0.9918658335487129,0.0,0.9853247677900195,0,0.9999763
53,2,7,1,0,0,1,40,1.0,0.0,0.6801631083511825,1.0,0.4984426695690919,1,0.02424457
54,2,7,1,2,1,1,40,1.0,1.0,0.30634269941539993,0.0,0.5963706938683486,1,0.00032244847
21,2,7,3,0,1,1,55,0.0,0.0,0.9695933669574133,0.0,0.9711614874102377,0,0.9999206
56,2,2,1,2,1,1,50,0.0,1.0,0.15058549011270383,1.0,0.3218150120026986,1,5.7944444e-06
35,3,5,1,2,1,1,65,1.0,1.0,0.08471926458720169,1.0,0.10064843395329137,1,4.3714804e-06
46,2,7,1,5,1,1,40,0.0,1.0,0.41278798843573317,1.0,0.30611528191445236,1,0.00035669236
36,3,7,0,3,1,0,35,0.0,0.0,0.9799143390481946,0.0,0.9673490480760225,0,0.9990453
20,2,7,3,0,1,0,40,0.0,0.0,0.9915206687816281,0.0,0.9862828352200791,0,0.9998945
29,2,3,3,0,1,1,40,0.0,0.0,0.9789106925412776,0.0,0.9851653703321444,0,0.9999895
37,2,7,0,4,0,0,40,0.0,0.0,0.9754678503785901,0.0,0.9872594220315496,0,0.9994254
17,2,6,3,0,1,1,16,0.0,0.0,0.9999974487162572,0.0,0.9845998187766166,0,0.99999714
32,2,3,0,0,1,0,38,0.0,0.0,0.9798595313556447,0.0,0.9798930587483247,0,0.999951
23,2,3,3,5,1,1,40,0.0,0.0,0.9741980179080345,0.0,0.9575894560943569,0,0.99991524
45,3,4,0,3,1,0,42,1.0,0.0,0.7167788777706776,0.0,0.619050793131737,0,0.8398517
26,2,3,3,0,1,1,40,0.0,0.0,0.984187009098921,0.0,0.9848475182180757,0,0.9999913
31,2,3,0,4,1,0,99,1.0,0.0,0.8407800452818057,0.0,0.958943972160307,0,0.93949497
79,2,7,1,2,1,1,20,0.0,1.0,0.33162784810100665,1.0,0.4340030697751094,1,0.0013933808
49,2,3,0,4,1,0,40,0.0,0.0,0.9421748709468597,0.0,0.9489361550192498,0,0.9998584
42,2,1,1,3,1,1,40,1.0,1.0,0.237848249207671,1.0,0.21743270789601865,1,4.4636636e-06
67,2,4,1,3,1,1,30,1.0,1.0,0.18197382279943874,1.0,0.23287688705427356,1,3.889107e-06
35,2,2,1,5,1,1,45,1.0,1.0,0.12176404581786937,1.0,0.20633470615532956,1,3.446224e-06
44,2,1,0,5,1,1,50,1.0,0.0,0.5029235406105048,1.0,0.3769324733756291,1,0.0005950938
31,2,3,1,0,1,1,40,0.0,0.0,0.8375188913870317,0.0,0.8931481587099525,0,0.95513785
37,0,1,0,2,1,0,55,0.0,0.0,0.8152016061983842,0.0,0.6774770022016166,0,0.9112131
22,0,0,3,5,1,1,40,0.0,0.0,0.9605637007884034,0.0,0.929653232885927,0,0.99949217
34,2,7,1,0,1,1,40,0.0,0.0,0.7049590369014377,0.0,0.695060737002076,1,0.23427731
45,2,3,0,0,1,1,40,0.0,0.0,0.9419066773839716,0.0,0.991281437549001,0,0.99970055
51,2,3,1,0,0,1,40,0.0,0.0,0.8315666777308353,0.0,0.5559443903915191,0,0.58616006
28,2,6,1,5,1,0,40,0.0,0.0,0.8527108104221784,0.0,0.8368187409224644,0,0.99863017
38,2,0,0,5,0,0,40,0.0,0.0,0.9423229336666885,0.0,0.8945564405115024,0,0.99351406
40,2,6,0,0,1,0,40,0.0,0.0,0.9866344759222694,0.0,0.9732336760759734,0,0.9999689
50,2,7,1,4,1,1,60,1.0,1.0,0.4454007271374021,0.0,0.5369671524525039,1,0.004270247
33,2,6,0,0,1,1,40,0.0,0.0,0.9784408644285242,0.0,0.9777851132548041,0,0.99999046
49,2,1,1,5,1,1,40,0.0,1.0,0.21823458795209238,1.0,0.2760895060583921,1,3.5479088e-06
44,2,0,0,0,1,0,45,0.0,0.0,0.8768594736466786,0.0,0.9697853217599085,0,0.99883217
