age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,AGbr,AGbr_proba,GL,GL_proba,GGbr,GGbr_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9445817,0.0,0.9558286759475785,0.0,0.96267396,0.0,0.9694046761383912,0,0.9998864
27,2,1,3,2,1,0,40,0.0,0.0,0.90683883,0.0,0.9556590131425386,0.0,0.93706554,0.0,0.9045961436019422,0,0.99920017
25,2,0,1,3,1,1,40,0.0,0.0,0.7059643,0.0,0.7670628651929939,0.0,0.57736856,0.0,0.6396713507714844,1,0.024198119
46,2,6,1,0,0,1,40,0.0,0.0,0.9029362,0.0,0.86065181221261,0.0,0.8545079,0.0,0.8861590205894346,0,0.99923253
45,2,6,0,0,1,1,76,1.0,0.0,0.949352,0.0,0.908180394438211,0.0,0.95694196,0.0,0.9381306394600444,0,0.9998796
29,2,1,1,2,1,1,75,0.0,1.0,0.26288468,1.0,0.30744729396829185,1.0,0.1628623,1.0,0.3784792964467951,1,4.886811e-07
42,0,3,2,4,0,0,60,0.0,0.0,0.90261656,0.0,0.951307712849119,0.0,0.93349564,0.0,0.9332165155358843,0,0.9998287
34,2,7,0,5,1,0,50,0.0,0.0,0.91119844,0.0,0.947012967837151,0.0,0.7978565,0.0,0.9222165310566567,0,0.99985194
60,0,0,0,2,1,1,40,1.0,0.0,0.763283,0.0,0.6041386820043493,0.0,0.8821975,0.0,0.8724393296116886,0,0.9872
19,2,7,3,5,1,0,40,0.0,0.0,0.9893974,0.0,0.9886839775798411,0.0,0.97541606,0.0,0.9847504800931854,0,0.999863
21,2,0,3,5,1,0,8,0.0,0.0,0.9956198,0.0,0.9823513674989599,0.0,0.9847728,0.0,0.9890049225788046,0,0.9998934
31,2,4,3,2,1,0,46,0.0,0.0,0.75344,0.0,0.8644891221526771,1.0,0.40610236,0.0,0.5897148838632025,1,2.4828854e-05
53,2,4,1,5,1,1,45,1.0,1.0,0.102179706,1.0,0.10024258165521516,1.0,0.1687913,1.0,0.17461079027406678,1,8.213844e-07
35,1,3,1,1,1,0,25,0.0,0.0,0.884605,0.0,0.9012103752356428,0.0,0.8783525,0.0,0.8836493277381244,0,0.9964185
51,0,4,0,5,1,0,40,0.0,0.0,0.7527215,0.0,0.641506467861738,0.0,0.5813312,0.0,0.642594987699168,1,0.18259633
31,0,1,0,4,1,1,50,1.0,0.0,0.78781134,0.0,0.8782518053011,0.0,0.83376783,0.0,0.8865382037440864,0,0.9995005
37,2,7,1,0,1,1,52,0.0,0.0,0.54194415,0.0,0.5570066470479662,0.0,0.55952877,1.0,0.4923088194328551,1,4.271225e-06
29,2,2,1,2,0,1,60,0.0,1.0,0.20773786,1.0,0.32704322211808246,1.0,0.16016918,1.0,0.3001959422819216,1,4.73487e-07
68,1,3,1,1,1,1,15,0.0,0.0,0.7711407,0.0,0.8791914886341969,0.0,0.8658019,0.0,0.8566919932342444,0,0.8929123
24,2,3,1,0,1,1,40,0.0,0.0,0.88053346,0.0,0.9423561131619395,0.0,0.89443517,0.0,0.9000078007170558,0,0.99442816
46,2,6,2,0,1,0,40,0.0,0.0,0.9874935,0.0,0.9529659795440947,0.0,0.98212665,0.0,0.9802853162222976,0,0.9999113
53,2,7,1,0,0,1,40,1.0,0.0,0.64511615,0.0,0.6418686965471587,1.0,0.39271998,0.0,0.5144108499502054,1,0.011670823
54,2,7,1,2,1,1,40,1.0,1.0,0.34710264,1.0,0.2648189822890602,1.0,0.32190698,1.0,0.3555861872444884,1,7.4750074e-05
21,2,7,3,0,1,1,55,0.0,0.0,0.9766406,0.0,0.9645097215332594,0.0,0.9771995,0.0,0.9681325172463412,0,0.9995395
56,2,2,1,2,1,1,50,0.0,1.0,0.098260164,1.0,0.12643799055118765,1.0,0.15978897,1.0,0.13696729238901373,1,4.496745e-07
35,3,5,1,2,1,1,65,1.0,1.0,0.1378625,1.0,0.14500615531260563,1.0,0.1466037,1.0,0.11758534918184227,1,4.357082e-07
46,2,7,1,5,1,1,40,0.0,1.0,0.40705281,1.0,0.4622350731990118,1.0,0.44555408,1.0,0.4606723512940949,1,0.00020960231
36,3,7,0,3,1,0,35,0.0,0.0,0.9740737,0.0,0.954371520568556,0.0,0.9757776,0.0,0.9545732566487751,0,0.99991107
20,2,7,3,0,1,0,40,0.0,0.0,0.9917716,0.0,0.9863696747648122,0.0,0.988629,0.0,0.978233328164051,0,0.9998816
29,2,3,3,0,1,1,40,0.0,0.0,0.98666984,0.0,0.9806113063845955,0.0,0.98647034,0.0,0.9894918333945123,0,0.99990475
37,2,7,0,4,0,0,40,0.0,0.0,0.969962,0.0,0.9780143749067721,0.0,0.9733967,0.0,0.9558457700368743,0,0.99990964
17,2,6,3,0,1,1,16,0.0,0.0,0.9999951,0.0,0.9920508658277523,0.0,0.9870806,0.0,0.9899821864242151,0,0.99990904
32,2,3,0,0,1,0,38,0.0,0.0,0.9830539,0.0,0.982625806811943,0.0,0.9877398,0.0,0.9890258332277786,0,0.9998971
23,2,3,3,5,1,1,40,0.0,0.0,0.98393047,0.0,0.9863324772102614,0.0,0.98982346,0.0,0.9861216512178599,0,0.9999107
45,3,4,0,3,1,0,42,1.0,0.0,0.7656324,0.0,0.7861577432059814,0.0,0.7497678,0.0,0.7752013776724687,1,6.3484826e-05
26,2,3,3,0,1,1,40,0.0,0.0,0.98948985,0.0,0.9828675849173878,0.0,0.98653513,0.0,0.9894918333945123,0,0.9999052
