age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,AGbr,AGbr_proba,GL,GL_proba,GGbr,GGbr_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9445938,0.0,0.9554073626231645,0.0,0.9601401,0.0,0.9646235537555686,0,0.99978703
27,2,1,3,2,1,0,40,0.0,0.0,0.907695,0.0,0.9535041452474841,0.0,0.9435686,0.0,0.8940616636761801,0,0.99927515
25,2,0,1,3,1,1,40,0.0,0.0,0.7060884,0.0,0.7669354402406641,0.0,0.5550375,0.0,0.8430196962652422,1,3.8509537e-05
46,2,6,1,0,0,1,40,0.0,0.0,0.90292907,0.0,0.8615446071594304,0.0,0.90379095,0.0,0.8960065774607898,0,0.99963343
45,2,6,0,0,1,1,76,1.0,0.0,0.9500704,0.0,0.9091852256096543,0.0,0.96470624,0.0,0.9828831385460524,0,0.99994504
29,2,1,1,2,1,1,75,0.0,1.0,0.26215333,1.0,0.31009734083845464,1.0,0.12484759,1.0,0.29119072835869997,1,8.896406e-07
42,0,3,2,4,0,0,60,0.0,0.0,0.9021981,0.0,0.950115297987765,0.0,0.9526158,0.0,0.9726055500434504,0,0.99995124
34,2,7,0,5,1,0,50,0.0,0.0,0.9113804,0.0,0.9452849020887134,0.0,0.8821417,0.0,0.9314353364348513,0,0.9996687
60,0,0,0,2,1,1,40,1.0,0.0,0.7721932,0.0,0.6013537006545755,0.0,0.51607966,0.0,0.6966286538599058,0,0.9904103
19,2,7,3,5,1,0,40,0.0,0.0,0.98926973,0.0,0.9878610877514932,0.0,0.98721653,0.0,0.9845066994261173,0,0.9999453
21,2,0,3,5,1,0,8,0.0,0.0,0.9954994,0.0,0.9824228387862516,0.0,0.99186677,0.0,0.9827096878634898,0,0.99999344
31,2,4,3,2,1,0,46,0.0,0.0,0.7567261,0.0,0.8573478394063869,0.0,0.55606365,0.0,0.7363433026474037,1,0.04464189
53,2,4,1,5,1,1,45,1.0,1.0,0.102550566,1.0,0.10882892731837979,1.0,0.19836468,1.0,0.1500286821075526,1,1.2173633e-06
35,1,3,1,1,1,0,25,0.0,0.0,0.88814676,0.0,0.9012581641653584,0.0,0.91815877,0.0,0.9219940796825451,0,0.9955343
51,0,4,0,5,1,0,40,0.0,0.0,0.75763273,0.0,0.6199982994391109,1.0,0.30718386,0.0,0.6349371816798446,1,0.09571643
31,0,1,0,4,1,1,50,1.0,0.0,0.79045314,0.0,0.8743933639927456,0.0,0.8982644,0.0,0.8675125484122481,0,0.99917847
37,2,7,1,0,1,1,52,0.0,0.0,0.54299164,0.0,0.5564997632147324,0.0,0.60388196,0.0,0.5349938957131044,1,0.06049614
29,2,2,1,2,0,1,60,0.0,1.0,0.2097928,1.0,0.3136736274152645,1.0,0.1557411,1.0,0.22326140981918796,1,1.1557022e-06
68,1,3,1,1,1,1,15,0.0,0.0,0.771468,0.0,0.8708045829308098,0.0,0.91745245,0.0,0.8433760637808817,0,0.9286554
24,2,3,1,0,1,1,40,0.0,0.0,0.88101125,0.0,0.9415740339953014,0.0,0.9059813,0.0,0.8982839791900052,0,0.9869912
