age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,GL,GL_proba,GD,GD_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9445222,0.0,0.9694378,0,0.99987173
27,2,1,3,2,1,0,40,0.0,0.0,0.9079184,0.0,0.9443824,0,0.98821485
25,2,0,1,3,1,1,40,0.0,0.0,0.7076937,0.0,0.668924,1,0.00057092076
46,2,6,1,0,0,1,40,0.0,0.0,0.90294594,0.0,0.8729301,0,0.9975479
45,2,6,0,0,1,1,76,1.0,0.0,0.9500264,0.0,0.98039055,0,0.9999155
29,2,1,1,2,1,1,75,0.0,1.0,0.2614994,1.0,0.26340437,1,6.3524243e-07
42,0,3,2,4,0,0,60,0.0,0.0,0.90330476,0.0,0.9534402,0,0.99995637
34,2,7,0,5,1,0,50,0.0,0.0,0.9112688,0.0,0.84963834,0,0.99978656
60,0,0,0,2,1,1,40,1.0,0.0,0.76836187,0.0,0.85935897,0,0.9997942
19,2,7,3,5,1,0,40,0.0,0.0,0.9892699,0.0,0.9909225,0,0.9999293
21,2,0,3,5,1,0,8,0.0,0.0,0.9955812,0.0,0.9780632,0,0.9999397
31,2,4,3,2,1,0,46,0.0,0.0,0.75549364,0.0,0.74510753,1,0.13001315
53,2,4,1,5,1,1,45,1.0,1.0,0.10296947,1.0,0.15690982,1,7.53785e-07
35,1,3,1,1,1,0,25,0.0,0.0,0.8868307,0.0,0.9590502,0,0.99603915
51,0,4,0,5,1,0,40,0.0,0.0,0.7526709,0.0,0.65465826,0,0.8538169
31,0,1,0,4,1,1,50,1.0,0.0,0.7926622,0.0,0.75538385,0,0.9670852
37,2,7,1,0,1,1,52,0.0,0.0,0.5431091,1.0,0.48589838,1,4.353215e-07
29,2,2,1,2,0,1,60,0.0,1.0,0.20782179,1.0,0.18699896,1,4.6479457e-07
68,1,3,1,1,1,1,15,0.0,0.0,0.77143484,0.0,0.90913105,0,0.9697753
24,2,3,1,0,1,1,40,0.0,0.0,0.88042295,0.0,0.8978994,0,0.9879711
46,2,6,2,0,1,0,40,0.0,0.0,0.9876179,0.0,0.97532505,0,0.99989605
53,2,7,1,0,0,1,40,1.0,0.0,0.6453743,1.0,0.49259263,1,0.031200405
54,2,7,1,2,1,1,40,1.0,1.0,0.349872,1.0,0.37058157,1,5.8195288e-05
21,2,7,3,0,1,1,55,0.0,0.0,0.9766107,0.0,0.9962809,0,0.99995756
56,2,2,1,2,1,1,50,0.0,1.0,0.09852141,1.0,0.21441507,1,5.4790155e-07
35,3,5,1,2,1,1,65,1.0,1.0,0.13884711,1.0,0.17169225,1,4.7577558e-07
46,2,7,1,5,1,1,40,0.0,1.0,0.41029954,1.0,0.39286315,1,1.630726e-05
36,3,7,0,3,1,0,35,0.0,0.0,0.9734124,0.0,0.98045856,0,0.99990475
20,2,7,3,0,1,0,40,0.0,0.0,0.99180704,0.0,0.988212,0,0.9999393
29,2,3,3,0,1,1,40,0.0,0.0,0.986664,0.0,0.9823809,0,0.9999281
