Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,full_prediction,full_prediction_proba,unaware_prediction,unaware_prediction_proba
9058,-0.01946952838319354,7,1,3,no,-0.4466213715848385,1,0,cellular,11,may,-0.7691500588786012,1,336,0.5093540286626357,0,0,0,0.6767171846494963,0,0.6647557899552412
3279,1.2396201344975095,9,1,1,no,0.12694852878050966,0,1,cellular,26,feb,-0.41193352141761624,1,192,1.3819516294503482,2,1,0,0.5317929325751578,0,0.538017766333089
6502,-0.9428019478290424,7,2,1,no,-0.3979454394997792,0,1,cellular,8,jul,-0.5329262195898854,2,-1,-0.36324357212507663,3,0,0,0.7597549169467535,0,0.7789541109325366
9327,-0.6070447043941882,4,2,2,no,-0.041091950137338275,1,0,cellular,17,jul,0.7432586682747625,1,-1,-0.36324357212507663,3,0,1,0.30157905064609325,1,0.3287721752693553
9965,-1.026741258687756,9,2,1,no,-0.47793518776694666,1,0,cellular,14,may,0.40332680198124454,3,-1,-0.36324357212507663,3,0,0,0.5058068918485592,0,0.532075494637881
3212,-1.2785591912638965,10,2,1,no,-0.277960817099028,0,0,cellular,12,feb,-0.44362208522463914,1,-1,-0.36324357212507663,3,1,0,0.570535286250109,0,0.5870668333886198
3032,1.49143806707365,5,1,0,no,0.1691136674019623,0,0,cellular,21,dec,0.27369176822524194,1,186,0.5093540286626357,2,1,1,0.23650636369203581,1,0.24367917632254976
10620,0.4002270259103741,4,1,2,no,-0.47297458322324637,0,0,cellular,18,aug,-0.8066001797414464,4,-1,-0.36324357212507663,3,0,0,0.698258134825668,0,0.6919798655757905
4606,1.659316688791077,5,1,1,no,-0.297493197489848,0,0,cellular,4,aug,-0.44074130669672795,1,-1,-0.36324357212507663,3,1,0,0.586844033039472,0,0.5984334785694367
1978,-0.5231053935354747,1,0,1,no,-0.36973200115748367,1,0,cellular,14,may,-0.5214031054782406,1,346,0.5093540286626357,0,1,0,0.7544179603605214,0,0.7047570429270795
2669,0.8199235802039417,10,1,1,no,-0.03489119445771289,0,0,cellular,9,sep,-0.07776321217992066,1,-1,-0.36324357212507663,3,1,1,0.42068675663060984,1,0.4191080340698605
6137,-0.7749233261116153,9,2,2,no,-0.297493197489848,0,1,cellular,29,jan,-0.06912087659618715,1,-1,-0.36324357212507663,3,0,0,0.5100537838620745,0,0.5368454710679817
3125,1.2396201344975095,5,0,0,no,-0.2587384744921893,0,0,cellular,29,jan,-0.6567996962900656,1,102,0.07305522826877954,1,1,0,0.6492744515867787,0,0.6104654455450961
4548,2.582649108236926,5,1,0,no,-0.23734586739748173,0,0,cellular,24,apr,0.03458715040861494,2,-1,-0.36324357212507663,3,1,1,0.430863218819863,1,0.4576147327610417
6327,-0.27128746095933415,1,0,1,no,0.4555885798006551,1,0,unknown,11,jun,-0.8094809582693576,1,-1,-0.36324357212507663,3,0,0,0.9205607595616049,0,0.9018701150169471
8466,1.2396201344975095,5,1,1,no,-0.34523901622296344,0,0,cellular,22,aug,-0.6164687968993092,2,-1,-0.36324357212507663,3,0,0,0.6654461019166913,0,0.6708226577514089
1218,-1.026741258687756,9,2,2,no,-0.26524926795579595,1,0,cellular,9,feb,1.333818266496552,3,-1,-0.36324357212507663,3,1,1,0.13323856959008784,1,0.14489124759650573
9213,-0.27128746095933415,4,1,2,no,-0.6283035129978622,0,0,cellular,14,aug,-0.8267656294368246,6,-1,-0.36324357212507663,3,0,0,0.7182045044209806,0,0.7044231870874846
4145,0.48416633676908766,3,1,1,no,0.30863067019353346,0,0,cellular,12,oct,-0.7691500588786012,1,-1,-0.36324357212507663,3,1,0,0.7205254782287601,0,0.7167478565935103
125,-0.5231053935354747,1,1,0,no,-0.16572713929780852,1,0,unknown,23,may,2.814538429842893,8,-1,-0.36324357212507663,3,1,1,0.024981673900081547,1,0.024021619376164538
1550,-1.026741258687756,1,0,1,no,-0.4797954144708343,1,0,cellular,20,apr,0.9794825075634783,4,-1,-0.36324357212507663,3,1,1,0.381037078089401,1,0.3197889073403185
8554,-0.27128746095933415,1,1,0,no,-0.2667994568757023,0,0,unknown,8,may,-0.3860065146664157,1,-1,-0.36324357212507663,3,0,0,0.6653374300212491,0,0.654415669084246
1461,-0.6909840152529018,4,1,2,no,-0.4739046965751902,1,0,cellular,14,apr,0.46958470812320147,3,328,0.07305522826877954,0,1,1,0.2846417888560092,1,0.2691345789130166
8751,-1.1106805695464694,7,2,1,no,-0.455302429536314,0,1,cellular,29,jan,-0.35719872938730407,1,-1,-0.36324357212507663,3,0,0,0.7036704026345754,0,0.7239083251708249
10882,0.48416633676908766,4,1,1,no,-0.11922147170061813,0,1,cellular,29,jan,-0.1382595612660552,1,-1,-0.36324357212507663,3,0,0,0.6398754736328769,0,0.63976127408797
4030,-0.7749233261116153,9,2,3,no,-0.32167614464038696,0,0,cellular,8,oct,-0.34855639380357056,2,91,2.6908480306319165,2,1,1,0.1666226303529822,1,0.17601149011566575
10073,0.14840909333423352,4,0,2,no,-0.4627433363518645,0,0,cellular,13,feb,-0.8959043141066927,1,193,0.07305522826877954,0,0,0,0.597578355561498,0,0.537731945941883
5924,0.48416633676908766,1,1,1,no,0.671994953019581,1,0,cellular,19,nov,0.7576625609143184,3,170,0.5093540286626357,0,0,1,0.1862972072676221,1,0.18548549828391492
6581,0.23234840419294706,0,1,1,no,-0.23703582961350045,1,0,cellular,3,sep,-0.40329118583388274,1,213,0.07305522826877954,0,0,0,0.6927422884482537,0,0.6897711124066288
6523,0.3162877150516606,4,1,2,no,-0.45716265624020164,1,0,telephone,13,may,-0.7633885018227788,3,-1,-0.36324357212507663,3,0,0,0.8756427792230672,0,0.8741141376253282
4987,-0.7749233261116153,9,1,1,no,-0.3272568247520498,0,1,cellular,10,aug,1.9935165493882099,1,95,0.945652829056492,2,1,1,0.02381441710548915,1,0.021950604863720913
159,-1.1106805695464694,4,1,1,no,-0.38337366365265957,1,0,unknown,28,may,0.3889229093416887,1,-1,-0.36324357212507663,3,1,0,0.5742767840158436,0,0.5530546412868711
3344,-1.026741258687756,4,2,2,no,-0.20293167337556084,1,0,cellular,16,mar,-0.4061719643617939,1,181,0.5093540286626357,2,1,0,0.667209683820281,0,0.6881767711252726
5877,-0.27128746095933415,7,1,0,no,-0.41964808437846807,0,0,unknown,17,jun,-0.6913690386249997,2,-1,-0.36324357212507663,3,0,0,0.7607255498598992,0,0.75041870877311
3350,0.4002270259103741,4,1,2,no,-0.3892643815483037,1,0,cellular,18,mar,1.5498766560898898,2,184,1.3819516294503482,2,1,1,0.05498444036786154,1,0.05408577750329069
221,-1.3624985021226101,4,1,0,no,-0.42181834886633696,1,0,unknown,3,jun,1.2358717965475723,1,-1,-0.36324357212507663,3,1,1,0.2919025074241758,1,0.27328488410819307
1343,1.9950739322259312,3,1,0,no,-0.2522276810285826,0,0,cellular,11,mar,-0.14114033979396637,1,-1,-0.36324357212507663,3,1,0,0.5227295868937535,0,0.5420135045381655
4503,-0.8588626369703288,9,1,2,no,0.19763714352823908,0,0,cellular,13,jul,0.5905774062954705,6,182,0.5093540286626357,2,1,1,0.10482693400056087,1,0.09456286491705401
4488,-0.9428019478290424,0,2,1,no,-0.0680652373437087,0,0,cellular,28,jan,0.7202124400514731,1,-1,-0.36324357212507663,3,1,1,0.1613826578440497,1,0.1753048861522415
7009,0.14840909333423352,4,1,2,no,-0.47142439430334004,0,0,cellular,11,aug,-0.7979578441577129,4,-1,-0.36324357212507663,3,0,0,0.6984566756769445,0,0.6891312415297133
42,0.3162877150516606,2,0,2,no,-0.5963696212477916,1,0,unknown,13,may,0.28233410380897545,1,-1,-0.36324357212507663,3,1,0,0.5931852797196951,0,0.5434987825976609
5599,-0.6909840152529018,1,1,1,no,0.0038635285399457727,1,0,unknown,23,may,0.14693751299715052,2,-1,-0.36324357212507663,3,0,0,0.6644809372814142,0,0.650874413914341
5563,-0.7749233261116153,4,2,2,no,-0.4332897468736439,1,0,cellular,11,aug,-0.7489846091832231,1,81,0.07305522826877954,1,0,0,0.7716329126006174,0,0.7906125773652098
5034,-0.7749233261116153,1,1,1,no,2.715453987240127,1,0,cellular,27,may,-0.2621330379662355,4,188,0.07305522826877954,0,1,0,0.5655308156508148,0,0.5449663576921473
6691,3.3381029059653478,5,0,3,no,-0.4739046965751902,0,0,telephone,16,oct,-0.7028921527366443,1,-1,-0.36324357212507663,3,0,0,0.5967620935246516,0,0.5810895392521473
9946,0.9038628910626553,1,1,1,no,-0.15549589242642664,0,0,cellular,23,jul,-0.901665871162515,1,-1,-0.36324357212507663,3,0,0,0.7740768423467208,0,0.7756880948015643
2573,0.06446978247551999,4,1,0,no,1.1723959363653496,1,0,cellular,20,aug,-0.2851792661895248,1,90,0.945652829056492,2,1,0,0.6949436016989268,0,0.6893675939285036
6191,-0.8588626369703288,4,1,2,no,-0.30462406652141716,0,0,cellular,7,aug,-0.6481573607063321,2,-1,-0.36324357212507663,3,0,0,0.6513318646023819,0,0.6279420968196453
5858,-0.3552267718180477,1,1,1,no,-0.4946772281019352,0,0,cellular,2,feb,-0.6193495754272205,1,-1,-0.36324357212507663,3,0,0,0.7035441474487549,0,0.6907470194992715
3402,-0.8588626369703288,0,1,1,no,-0.09286826006221024,0,0,cellular,12,apr,-0.5646147833969082,1,-1,-0.36324357212507663,3,1,0,0.6826716282545531,0,0.6629981418765503
4240,-0.6909840152529018,9,2,2,no,0.03331711801816635,1,0,cellular,27,feb,-0.5963033472039311,1,-1,-0.36324357212507663,3,1,0,0.8038492605543144,0,0.8211530846572367
7790,0.48416633676908766,9,1,1,no,0.01316466205938385,1,0,cellular,11,may,-0.31974860852445885,1,369,0.5093540286626357,0,0,0,0.5906748233715697,0,0.5873472717484738
