LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.9684011,0.98653984,0.41966942
46.0,3.2,1,1,-0.3,0.38697827,0.5045605,0.3658688
25.0,3.6,1,1,-0.64,-0.5531138,-0.5851536,-0.2282699
37.0,2.9,1,1,-0.75,0.036869153,0.06352043,0.12491052
35.0,3.7,0,1,-0.49,0.33244526,0.28123283,0.24646398
37.0,3.8,1,1,0.72,0.4509393,0.4531231,0.30715466
44.0,3.9,1,1,-1.08,0.17790042,0.2691021,0.42448178
39.0,3.1,1,1,-0.63,0.2090951,0.23269463,0.21784572
36.0,3.6,1,1,0.75,0.32382977,0.28042412,0.23975411
33.0,3.2,1,1,0.89,0.057651624,-0.012300491,-0.0035604239
35.0,3.4,0,1,0.99,-0.053314105,0.07766533,0.18669695
43.0,3.1,1,1,0.49,0.39135563,0.25724602,0.29132348
31.0,3.8,1,1,-0.17,0.17379771,0.2249279,0.18566796
33.0,3.3,0,1,-0.2,-0.016031161,0.015264511,0.048894785
40.0,3.2,1,1,0.87,0.27105153,0.19344902,0.25809836
44.0,3.3,1,1,0.23,0.38471425,0.2954998,0.35067403
38.0,2.9,1,1,-0.36,0.058080778,0.13627434,0.16779606
33.0,3.8,0,1,-0.28,0.24742518,0.29275322,0.22488508
40.0,3.6,0,1,0.93,0.5043756,0.4491253,0.322538
41.0,3.7,1,1,-0.44,0.5069829,0.48382378,0.36496788
33.0,2.9,1,1,0.69,0.03221713,-0.12563515,-0.1311593
45.0,3.8,1,1,0.31,0.025507078,0.11114311,0.4283114
24.0,3.3,0,0,-1.24,-1.0463427,-0.9071064,-0.3743841
39.0,2.6,1,1,-0.34,0.188305,0.14084816,0.13276349
36.0,3.5,1,1,0.91,0.2655183,0.22887993,0.22926152
35.0,3.1,1,1,-1.04,0.06925593,-0.021432877,0.07093019
38.0,3.5,1,1,1.04,0.31229985,0.37374687,0.27425563
29.0,3.6,0,0,-0.22,-0.50045764,-0.2306385,-0.052409917
45.0,3.6,1,1,1.58,0.3097669,0.37664604,0.40345955
36.0,3.7,0,1,-0.73,0.46027958,0.34464836,0.26787645
39.0,3.5,1,1,0.34,0.32015812,0.40699577,0.29401842
40.0,3.2,1,1,0.94,0.27105153,0.19344902,0.25809836
36.0,3.5,1,1,0.7,0.2655183,0.22887993,0.22926152
33.5,3.5,0,1,0.19,0.044990644,0.11498833,0.16356851
34.0,3.7,1,1,-0.37,0.2050725,0.25021172,0.22563577
48.0,3.4,1,1,0.88,0.6502801,0.89263725,0.4580229
44.0,3.6,1,1,0.48,0.3883916,0.35421562,0.39116666
24.0,3.2,1,1,-0.56,-0.32095516,-0.89901924,-0.40627772
31.0,2.7,1,1,-1.6,-0.084161654,-0.39056587,-0.2876502
40.0,3.8,0,1,1.16,0.52053845,0.6625042,0.36209399
29.0,3.3,0,1,0.03,-0.042171374,-0.14170265,-0.2038835
36.0,3.1,1,1,0.27,0.12573443,0.032735825,0.124921836
40.0,3.0,0,1,2.24,0.35958874,0.28195763,0.22900371
47.0,4.0,0,1,0.2,0.6850797,0.73516655,0.45539162
27.5,3.1,0,1,-0.79,-0.07890119,-0.35490608,-0.35874876
38.0,3.2,1,1,-0.38,0.25519955,0.19561577,0.22321665
45.0,3.0,1,1,0.57,0.32743275,0.4357586,0.31378663
41.0,3.7,1,1,1.09,0.5069829,0.48382378,0.36496788
24.0,3.4,0,0,-0.37,-0.8384932,-0.8641987,-0.33522895
46.0,4.0,0,1,0.86,0.8159772,0.6299114,0.44630924
36.0,2.5,1,1,-1.1,0.3216039,0.056325912,-0.038035586
39.0,3.6,1,1,1.61,0.3333131,0.46191216,0.30387533
42.0,3.2,1,1,1.52,0.2588464,0.13445854,0.3004747
35.0,3.5,1,1,0.17,0.16575252,0.17048454,0.20723861
27.0,2.4,1,1,-0.96,0.04387103,-0.66246223,-0.4338981
27.0,2.7,1,1,0.31,0.14190875,-0.3911457,-0.4258868
42.0,3.1,1,1,1.42,0.34991276,0.23783684,0.27196613
36.0,3.0,1,1,-0.5,0.109253034,0.021966934,0.10857576
