LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.91236126,1.5113525,0.47794753
46.0,3.2,1,1,-0.3,0.3738042,0.15808105,0.42322707
25.0,3.6,1,1,-0.64,-0.5443934,-0.34655762,-0.13149731
37.0,2.9,1,1,-0.75,0.033950925,0.28771973,0.14789276
35.0,3.7,0,1,-0.49,0.3060981,-0.015991211,0.27262476
37.0,3.8,1,1,0.72,0.45185673,0.3206787,0.36993736
44.0,3.9,1,1,-1.08,0.27090275,-0.0030517578,0.47761148
39.0,3.1,1,1,-0.63,0.2336446,0.22521973,0.20365359
36.0,3.6,1,1,0.75,0.29160893,0.35925293,0.26530167
33.0,3.2,1,1,0.89,0.063186765,-0.12390137,0.048537508
35.0,3.4,0,1,0.99,-0.067684054,0.3704834,0.17855106
43.0,3.1,1,1,0.49,0.36026776,0.44030762,0.34791666
31.0,3.8,1,1,-0.17,0.15502179,0.041137695,0.19048171
33.0,3.3,0,1,-0.2,-0.010167003,-0.17956543,0.09032744
40.0,3.2,1,1,0.87,0.27918637,0.29406738,0.27542114
44.0,3.3,1,1,0.23,0.3662759,0.15844727,0.40735704
38.0,2.9,1,1,-0.36,0.046476483,0.34973145,0.15926397
33.0,3.8,0,1,-0.28,0.2275821,0.27087402,0.24657732
40.0,3.6,0,1,0.93,0.5342094,0.36193848,0.3856905
41.0,3.7,1,1,-0.44,0.487198,0.3914795,0.42170924
33.0,2.9,1,1,0.69,0.045318723,0.033325195,-0.06819713
45.0,3.8,1,1,0.31,0.033800244,0.0513916,0.4784283
24.0,3.3,0,0,-1.24,-1.0658778,-1.2889404,-0.29050648
39.0,2.6,1,1,-0.34,0.18040669,-0.0423584,0.14570828
36.0,3.5,1,1,0.91,0.2545339,0.47717285,0.22794881
35.0,3.1,1,1,-1.04,0.08971608,-0.13659668,0.12865521
38.0,3.5,1,1,1.04,0.2937795,0.23791504,0.30468547
29.0,3.6,0,0,-0.22,-0.55216587,-0.27038574,0.015986368
45.0,3.6,1,1,1.58,0.25130856,0.44348145,0.46031356
36.0,3.7,0,1,-0.73,0.4663564,0.16223145,0.31168032
39.0,3.5,1,1,0.34,0.2986127,0.22717285,0.33518904
40.0,3.2,1,1,0.94,0.27918637,0.29406738,0.27542114
36.0,3.5,1,1,0.7,0.2545339,0.47717285,0.22794881
33.5,3.5,0,1,0.19,0.061164975,0.13952637,0.1678045
34.0,3.7,1,1,-0.37,0.2289201,-0.10827637,0.23726049
48.0,3.4,1,1,0.88,0.6780244,0.8204346,0.5048676
44.0,3.6,1,1,0.48,0.31738675,0.5218506,0.44931102
24.0,3.2,1,1,-0.56,-0.2693652,-1.2957764,-0.32147157
31.0,2.7,1,1,-1.6,-0.08326328,-0.63464355,-0.22595875
40.0,3.8,0,1,1.16,0.5152446,0.9193115,0.4219485
29.0,3.3,0,1,0.03,-0.054172397,-0.030151367,-0.13401319
