LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.91236126,1.2915039,0.5056088
46.0,3.2,1,1,-0.3,0.3738042,0.27490234,0.43714577
25.0,3.6,1,1,-0.64,-0.5443934,-0.25732422,-0.22415423
37.0,2.9,1,1,-0.75,0.033950925,-0.09082031,0.09021512
35.0,3.7,0,1,-0.49,0.3060981,0.6269531,0.25671953
37.0,3.8,1,1,0.72,0.45185673,0.44970703,0.34919196
44.0,3.9,1,1,-1.08,0.27090275,0.28710938,0.50902843
39.0,3.1,1,1,-0.63,0.2336446,0.3076172,0.20445678
36.0,3.6,1,1,0.75,0.29160893,0.3779297,0.25970554
33.0,3.2,1,1,0.89,0.063186765,-0.06347656,-0.06300901
35.0,3.4,0,1,0.99,-0.067684054,0.088378906,0.14745939
43.0,3.1,1,1,0.49,0.36026776,0.18017578,0.3364794
31.0,3.8,1,1,-0.17,0.15502179,0.13085938,0.13566403
33.0,3.3,0,1,-0.2,-0.010167003,-0.26123047,-0.012133852
40.0,3.2,1,1,0.87,0.27918637,0.24853516,0.27178562
44.0,3.3,1,1,0.23,0.3662759,0.6401367,0.41907063
38.0,2.9,1,1,-0.36,0.046476483,-0.020507812,0.13059762
33.0,3.8,0,1,-0.28,0.2275821,-0.018554688,0.22369576
40.0,3.6,0,1,0.93,0.5342094,0.53808594,0.38773677
41.0,3.7,1,1,-0.44,0.487198,0.5415039,0.4349196
33.0,2.9,1,1,0.69,0.045318723,-0.123046875,-0.19725719
45.0,3.8,1,1,0.31,0.033800244,0.34423828,0.5117477
24.0,3.3,0,0,-1.24,-1.0658778,-1.2143555,-0.3821383
39.0,2.6,1,1,-0.34,0.18040669,0.25683594,0.094971985
36.0,3.5,1,1,0.91,0.2545339,0.1171875,0.22682045
35.0,3.1,1,1,-1.04,0.08971608,-0.01953125,0.032838248
38.0,3.5,1,1,1.04,0.2937795,0.051757812,0.296795
29.0,3.6,0,0,-0.22,-0.55216587,-0.7163086,-0.07517433
45.0,3.6,1,1,1.58,0.25130856,0.17822266,0.48877934
36.0,3.7,0,1,-0.73,0.4663564,0.57470703,0.28976196
39.0,3.5,1,1,0.34,0.2986127,0.25,0.3297357
40.0,3.2,1,1,0.94,0.27918637,0.24853516,0.27178562
36.0,3.5,1,1,0.7,0.2545339,0.1171875,0.22682045
33.5,3.5,0,1,0.19,0.061164975,0.107421875,0.11350401
34.0,3.7,1,1,-0.37,0.2289201,0.6621094,0.22335498
48.0,3.4,1,1,0.88,0.6780244,0.46435547,0.5369294
44.0,3.6,1,1,0.48,0.31738675,0.063964844,0.473909
24.0,3.2,1,1,-0.56,-0.2693652,-1.0449219,-0.4167214
31.0,2.7,1,1,-1.6,-0.08326328,-0.4897461,-0.35280055
40.0,3.8,0,1,1.16,0.5152446,0.62939453,0.43092656
29.0,3.3,0,1,0.03,-0.054172397,0.3232422,-0.24338037
36.0,3.1,1,1,0.27,0.13885891,-0.020507812,0.10065025
40.0,3.0,0,1,2.24,0.38940632,0.26220703,0.21011455
