LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.9684011,0.91282654,0.433774
46.0,3.2,1,1,-0.3,0.38697827,0.42286682,0.39143664
25.0,3.6,1,1,-0.64,-0.5531138,-0.6376343,-0.06459357
37.0,2.9,1,1,-0.75,0.036869153,0.06506348,0.1526422
35.0,3.7,0,1,-0.49,0.33244526,0.25831604,0.25210893
37.0,3.8,1,1,0.72,0.4509393,0.5480194,0.32161537
44.0,3.9,1,1,-1.08,0.17790042,0.35176086,0.4420361
39.0,3.1,1,1,-0.63,0.2090951,0.2333374,0.23620127
36.0,3.6,1,1,0.75,0.32382977,0.24952698,0.2491191
33.0,3.2,1,1,0.89,0.057651624,0.00022888184,0.07655693
35.0,3.4,0,1,0.99,-0.053314105,0.08909607,0.20287451
43.0,3.1,1,1,0.49,0.39135563,0.22602844,0.31369
31.0,3.8,1,1,-0.17,0.17379771,0.22120667,0.21051812
33.0,3.3,0,1,-0.2,-0.016031161,0.013702393,0.122838214
40.0,3.2,1,1,0.87,0.27105153,0.16841125,0.28067937
44.0,3.3,1,1,0.23,0.38471425,0.3715973,0.37493208
38.0,2.9,1,1,-0.36,0.058080778,0.17164612,0.18085352
33.0,3.8,0,1,-0.28,0.24742518,0.26417542,0.23681787
40.0,3.6,0,1,0.93,0.5043756,0.42433167,0.34343833
41.0,3.7,1,1,-0.44,0.5069829,0.4405365,0.38284314
33.0,2.9,1,1,0.69,0.03221713,-0.09686279,-0.045112938
45.0,3.8,1,1,0.31,0.025507078,0.2288971,0.4481774
24.0,3.3,0,0,-1.24,-1.0463427,-0.89204407,-0.20933713
39.0,2.6,1,1,-0.34,0.188305,0.12501526,0.14112349
36.0,3.5,1,1,0.91,0.2655183,0.22798157,0.24195805
35.0,3.1,1,1,-1.04,0.06925593,-0.023452759,0.117525056
38.0,3.5,1,1,1.04,0.31229985,0.39704895,0.28748408
29.0,3.6,0,0,-0.22,-0.50045764,-0.23506165,0.07485024
45.0,3.6,1,1,1.58,0.3097669,0.34687805,0.42564434
36.0,3.7,0,1,-0.73,0.46027958,0.3360443,0.27467632
39.0,3.5,1,1,0.34,0.32015812,0.4202423,0.31172806
40.0,3.2,1,1,0.94,0.27105153,0.16841125,0.28067937
36.0,3.5,1,1,0.7,0.2655183,0.22798157,0.24195805
33.5,3.5,0,1,0.19,0.044990644,0.10333252,0.19250675
34.0,3.7,1,1,-0.37,0.2050725,0.21372986,0.23621869
48.0,3.4,1,1,0.88,0.6502801,0.9233551,0.47080398
44.0,3.6,1,1,0.48,0.3883916,0.33113098,0.41391504
24.0,3.2,1,1,-0.56,-0.32095516,-0.85523987,-0.245789
31.0,2.7,1,1,-1.6,-0.084161654,-0.40193176,-0.19533278
40.0,3.8,0,1,1.16,0.52053845,0.6091461,0.3770464
29.0,3.3,0,1,0.03,-0.042171374,-0.13121033,-0.063327044
36.0,3.1,1,1,0.27,0.12573443,0.0046081543,0.15990369
40.0,3.0,0,1,2.24,0.35958874,0.29301453,0.2489493
47.0,4.0,0,1,0.2,0.6850797,0.7666168,0.47415817
27.5,3.1,0,1,-0.79,-0.07890119,-0.32066345,-0.21816407
38.0,3.2,1,1,-0.38,0.25519955,0.1796112,0.24063732
45.0,3.0,1,1,0.57,0.32743275,0.45942688,0.33998004
41.0,3.7,1,1,1.09,0.5069829,0.4405365,0.38284314
24.0,3.4,0,0,-0.37,-0.8384932,-0.88835144,-0.16942437
46.0,4.0,0,1,0.86,0.8159772,0.54078674,0.4640509
36.0,2.5,1,1,-1.1,0.3216039,0.01979065,-0.005035326
39.0,3.6,1,1,1.61,0.3333131,0.4480133,0.32203743
42.0,3.2,1,1,1.52,0.2588464,0.14271545,0.32076544
35.0,3.5,1,1,0.17,0.16575252,0.15652466,0.2212249
27.0,2.4,1,1,-0.96,0.04387103,-0.57029724,-0.32857484
27.0,2.7,1,1,0.31,0.14190875,-0.40948486,-0.3048308
42.0,3.1,1,1,1.42,0.34991276,0.1860199,0.29600492
36.0,3.0,1,1,-0.5,0.109253034,0.007171631,0.14283134
47.0,3.6,1,1,-0.89,0.48882115,0.31843567,0.44666785
30.5,2.9,0,1,-0.37,-0.26510227,-0.23954773,-0.1666056
31.5,3.5,0,1,0.89,0.069002256,0.007980347,0.1428872
29.0,3.0,1,0,-0.04,-0.6854571,-0.22392273,-0.18844162
33.5,3.2,1,1,-0.89,0.090793714,-0.015182495,0.105108045
32.0,3.1,1,1,-0.37,0.03985034,-0.032592773,-0.039046615
36.0,3.7,0,1,-0.05,0.46027958,0.3360443,0.27467632
45.0,3.8,1,1,-1.31,0.025507078,0.2288971,0.4481774
34.0,3.6,0,1,0.46,0.1252595,0.14277649,0.21187693
36.0,3.9,0,1,0.45,0.59451306,0.46983337,0.31909996
38.0,2.8,0,1,-0.91,0.094368085,0.13317871,0.1585863
39.0,3.1,1,1,1.82,0.2090951,0.2333374,0.23620127
33.0,3.8,1,1,-0.14,0.2720834,0.26417542,0.23681787
43.0,2.9,0,1,0.21,0.38098538,0.37702942,0.28750008
34.5,2.9,0,1,0.13,-0.14068212,-0.04748535,0.03246443
40.0,3.1,0,1,-0.36,0.3181783,0.2422638,0.25742713
37.0,3.6,1,1,1.54,0.38409245,0.34446716,0.27349168
35.0,3.5,1,1,0.75,0.16575252,0.15652466,0.2212249
35.0,3.7,0,1,-1.35,0.33244526,0.25831604,0.25210893
38.0,2.4,1,1,1.38,0.2517568,0.08628845,0.05769328
37.0,3.5,1,1,-0.33,0.29828084,0.323761,0.26538658
36.0,3.3,1,1,1.28,0.13190852,0.076293945,0.20732465
31.0,3.1,0,1,-0.36,-0.19880284,-0.06288147,-0.087008774
18.0,3.0,0,0,-0.04,-0.9146594,-0.888504,-0.382937
32.0,3.2,1,1,1.15,0.026783094,0.022232056,0.02536945
31.0,3.7,1,1,-0.73,0.24646579,0.11387634,0.1871027
35.0,3.5,1,1,0.89,0.16575252,0.15652466,0.2212249
31.5,2.8,1,1,-0.31,-0.052078143,-0.28108215,-0.15297239
35.0,3.3,0,1,-1.29,-0.01304616,0.01171875,0.18841408
33.0,3.0,0,1,0.24,-0.03856267,-0.03694153,-0.006736994
37.0,3.2,0,1,1.36,0.15369044,0.10298157,0.21519667
41.0,2.3,1,1,0.64,0.27886593,0.07725525,0.13689423
41.0,3.4,0,1,1.04,0.17889415,0.27088928,0.33639628
32.0,3.5,0,1,0.37,0.07715808,0.04147339,0.15965006
41.0,3.2,0,1,0.92,0.040414914,0.12788391,0.30120462
32.5,2.8,1,1,-0.45,0.0068131536,-0.21231079,-0.10718204
40.0,3.5,1,1,1.34,0.30959523,0.39183044,0.33460337
41.0,3.8,0,1,0.12,0.50618756,0.53160095,0.39361548
35.5,2.9,1,1,0.06,0.051313505,-0.024002075,0.08494466
36.0,2.6,1,1,0.15,0.29950726,-0.026763916,0.021693394
32.0,2.9,1,1,-0.75,0.0057412237,-0.15414429,-0.09967673
39.0,3.3,1,1,1.06,0.227316,0.2568817,0.27472556
37.0,2.9,0,1,-0.18,0.08782016,0.06506348,0.1526422
44.0,3.2,1,1,2.33,0.37750828,0.3152008,0.35599142
34.0,3.1,1,1,-0.4,0.041019544,-0.021881104,0.06638669
41.0,3.7,0,1,0.74,0.5229665,0.4405365,0.38284314
37.0,3.3,1,1,0.41,0.13920031,0.17376709,0.2333377
31.0,3.6,0,1,0.58,0.05120097,-0.013290405,0.14914733
38.0,3.4,1,1,-0.3,0.2191106,0.33137512,0.27050772
43.0,2.5,1,1,0.05,0.53286946,0.29559326,0.23256525
46.0,3.0,0,1,0.52,0.5056821,0.5891571,0.36007744
33.0,3.4,1,1,0.28,0.116619214,0.044784546,0.1605902
39.0,3.5,1,1,2.36,0.32015812,0.4202423,0.31172806
42.0,2.4,0,1,-0.25,0.15498553,0.1879425,0.19395249
40.0,3.2,0,1,0.29,0.13983928,0.16841125,0.28067937
38.0,3.7,1,1,0.47,0.45252812,0.5053253,0.3255962
34.0,2.8,1,1,-0.03,0.027793989,-0.11016846,-0.024832785
28.0,2.1,1,0,-1.32,-1.0703486,-0.44230652,-0.31176525
43.0,3.1,1,1,1.59,0.39135563,0.22602844,0.31369
33.0,3.6,0,1,0.89,0.11517154,0.11265564,0.19342469
31.0,3.5,0,1,0.41,0.04206477,-0.029403687,0.123802334
44.0,3.7,1,1,1.42,0.134575,0.25209045,0.42925328
41.0,3.8,1,1,-0.28,0.5113832,0.53160095,0.39361548
28.0,2.3,1,1,0.75,-0.12754239,-0.6946411,-0.3128441
44.0,3.8,0,1,0.78,0.4628297,0.26591492,0.43693066
45.0,3.6,0,1,-0.78,0.37355244,0.34687805,0.42564434
37.0,4.0,1,1,0.48,0.7939855,0.35472107,0.35563117
32.5,2.0,1,1,-1.06,-0.4867648,-0.9266205,-0.21391432
34.0,3.2,1,1,1.97,0.09974299,-0.028717041,0.1315268
41.0,3.4,0,1,-0.11,0.17889415,0.27088928,0.33639628
38.0,2.9,1,1,0.4,0.058080778,0.17164612,0.18085352
36.0,2.9,1,1,0.1,0.033887967,-0.0049591064,0.10655766
42.0,3.7,0,1,-1.52,0.3960744,0.35935974,0.40180343
32.0,2.7,0,1,0.74,-0.36427677,-0.33343506,-0.15614118
44.0,3.0,0,1,-0.72,0.3516332,0.3419037,0.3227388
37.0,3.4,0,1,0.4,0.33060658,0.26142883,0.2512578
48.0,3.8,0,1,-0.18,0.3538686,0.40296936,0.48688155
39.0,3.8,1,1,-0.46,0.6354619,0.6448822,0.35971913
35.0,3.1,1,1,-0.03,0.06925593,-0.023452759,0.117525056
40.0,3.5,1,1,0.06,0.30959523,0.39183044,0.33460337
30.0,3.2,1,1,0.71,-0.04647626,-0.027648926,-0.06948809
43.0,3.9,1,1,-0.46,0.35697377,0.45610046,0.43150383
42.0,3.8,0,1,0.57,0.41796505,0.42866516,0.4114927
34.0,3.1,0,1,-1.27,0.057045087,-0.021881104,0.06638669
39.0,2.9,1,1,-0.17,0.08625804,0.28318787,0.20612289
33.0,3.5,1,1,0.57,0.18602763,0.08811951,0.18191968
38.0,3.6,0,1,0.74,0.5723878,0.41966248,0.2987176
40.0,3.3,1,1,-0.24,0.26149,0.21598816,0.2959102
36.0,3.1,0,1,-0.83,-0.00031460822,0.0046081543,0.15990369
35.0,3.5,0,1,-0.05,0.051555738,0.15652466,0.2212249
38.0,2.9,1,1,0.65,0.058076963,0.17167664,0.18085352
34.5,3.1,1,1,0.8,0.057916746,-0.024612427,0.09060337
42.0,3.8,0,1,-0.16,0.41796696,0.4287262,0.4114927
40.0,3.1,1,1,1.62,0.2060567,0.2422638,0.25742713
44.0,4.0,1,1,3.17,0.8474046,0.800827,0.4437217
