LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.9684011,1.0243759,0.4596115
46.0,3.2,1,1,-0.3,0.38697827,0.4619522,0.39209518
25.0,3.6,1,1,-0.64,-0.5531138,-0.7402115,-0.104192555
37.0,2.9,1,1,-0.75,0.036869153,0.06235504,0.14297013
35.0,3.7,0,1,-0.49,0.33244526,0.27379608,0.24215202
37.0,3.8,1,1,0.72,0.4509393,0.5203934,0.33482966
44.0,3.9,1,1,-1.08,0.17790042,0.31893158,0.45745367
39.0,3.1,1,1,-0.63,0.2090951,0.19155121,0.2160486
36.0,3.6,1,1,0.75,0.32382977,0.29758453,0.23488653
33.0,3.2,1,1,0.89,0.057651624,-0.02709198,0.07873721
35.0,3.4,0,1,0.99,-0.053314105,0.09043121,0.17842503
43.0,3.1,1,1,0.49,0.39135563,0.2796402,0.30767357
31.0,3.8,1,1,-0.17,0.17379771,0.23986053,0.16073124
33.0,3.3,0,1,-0.2,-0.016031161,-0.027542114,0.10570109
40.0,3.2,1,1,0.87,0.27105153,0.20240021,0.26150826
44.0,3.3,1,1,0.23,0.38471425,0.27854156,0.37922123
38.0,2.9,1,1,-0.36,0.058080778,0.1274643,0.1676976
33.0,3.8,0,1,-0.28,0.24742518,0.25920868,0.20996876
40.0,3.6,0,1,0.93,0.5043756,0.4008026,0.35207278
41.0,3.7,1,1,-0.44,0.5069829,0.48722076,0.3987511
33.0,2.9,1,1,0.69,0.03221713,-0.14318085,-0.044441015
45.0,3.8,1,1,0.31,0.025507078,0.12580109,0.45789912
24.0,3.3,0,0,-1.24,-1.0463427,-0.91165924,-0.23444697
39.0,2.6,1,1,-0.34,0.188305,0.20661163,0.13930897
36.0,3.5,1,1,0.91,0.2655183,0.2547226,0.22371463
35.0,3.1,1,1,-1.04,0.06925593,0.0027694702,0.112562135
38.0,3.5,1,1,1.04,0.31229985,0.35063934,0.28110248
29.0,3.6,0,0,-0.22,-0.50045764,-0.17317963,0.035282366
45.0,3.6,1,1,1.58,0.3097669,0.3575287,0.42898884
36.0,3.7,0,1,-0.73,0.46027958,0.3777542,0.27155763
39.0,3.5,1,1,0.34,0.32015812,0.352623,0.3146252
40.0,3.2,1,1,0.94,0.27105153,0.20240021,0.26150826
36.0,3.5,1,1,0.7,0.2655183,0.2547226,0.22371463
33.5,3.5,0,1,0.19,0.044990644,0.07309723,0.15289152
34.0,3.7,1,1,-0.37,0.2050725,0.21399689,0.21246916
48.0,3.4,1,1,0.88,0.6502801,0.96813965,0.48404786
44.0,3.6,1,1,0.48,0.3883916,0.37145233,0.41769004
24.0,3.2,1,1,-0.56,-0.32095516,-0.93462753,-0.26839897
31.0,2.7,1,1,-1.6,-0.084161654,-0.38806915,-0.21213782
40.0,3.8,0,1,1.16,0.52053845,0.6424942,0.39581537
29.0,3.3,0,1,0.03,-0.042171374,-0.09314728,-0.07476853
36.0,3.1,1,1,0.27,0.12573443,0.0542984,0.14243424
40.0,3.0,0,1,2.24,0.35958874,0.24962616,0.22541746
47.0,4.0,0,1,0.2,0.6850797,0.6763077,0.48888636
27.5,3.1,0,1,-0.79,-0.07890119,-0.31694794,-0.23131469
38.0,3.2,1,1,-0.38,0.25519955,0.19690704,0.2207461
45.0,3.0,1,1,0.57,0.32743275,0.43946075,0.3371722
41.0,3.7,1,1,1.09,0.5069829,0.48722076,0.3987511
24.0,3.4,0,0,-0.37,-0.8384932,-0.88436127,-0.19685271
46.0,4.0,0,1,0.86,0.8159772,0.6914444,0.48223844
36.0,2.5,1,1,-1.1,0.3216039,0.013313293,-0.005403742
39.0,3.6,1,1,1.61,0.3333131,0.4111557,0.32814664
42.0,3.2,1,1,1.52,0.2588464,0.18878937,0.3197353
35.0,3.5,1,1,0.17,0.16575252,0.1714859,0.19679953
27.0,2.4,1,1,-0.96,0.04387103,-0.6474991,-0.37928066
27.0,2.7,1,1,0.31,0.14190875,-0.3935547,-0.3347502
42.0,3.1,1,1,1.42,0.34991276,0.26280975,0.2839021
36.0,3.0,1,1,-0.5,0.109253034,0.040534973,0.1324744
47.0,3.6,1,1,-0.89,0.48882115,0.33602142,0.45041484
30.5,2.9,0,1,-0.37,-0.26510227,-0.21980286,-0.17358655
31.5,3.5,0,1,0.89,0.069002256,0.011276245,0.10856475
29.0,3.0,1,0,-0.04,-0.6854571,-0.171875,-0.197916
33.5,3.2,1,1,-0.89,0.090793714,-0.03465271,0.10064559
32.0,3.1,1,1,-0.37,0.03985034,-0.043182373,-0.03747268
36.0,3.7,0,1,-0.05,0.46027958,0.3777542,0.27155763
45.0,3.8,1,1,-1.31,0.025507078,0.12580109,0.45789912
34.0,3.6,0,1,0.46,0.1252595,0.13895416,0.18235645
36.0,3.9,0,1,0.45,0.59451306,0.41057587,0.33039165
38.0,2.8,0,1,-0.91,0.094368085,0.12709808,0.15166178
39.0,3.1,1,1,1.82,0.2090951,0.19155121,0.2160486
33.0,3.8,1,1,-0.14,0.2720834,0.25920868,0.20996876
43.0,2.9,0,1,0.21,0.38098538,0.39478302,0.27385235
34.5,2.9,0,1,0.13,-0.14068212,-0.070762634,0.04214286
40.0,3.1,0,1,-0.36,0.3181783,0.22794342,0.23256811
37.0,3.6,1,1,1.54,0.38409245,0.3710556,0.26188695
35.0,3.5,1,1,0.75,0.16575252,0.1714859,0.19679953
35.0,3.7,0,1,-1.35,0.33244526,0.27379608,0.24215202
38.0,2.4,1,1,1.38,0.2517568,0.099845886,0.06013547
37.0,3.5,1,1,-0.33,0.29828084,0.321373,0.25135523
