LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.91236126,1.5056152,0.39553428
46.0,3.2,1,1,-0.3,0.3738042,0.09301758,0.352268
25.0,3.6,1,1,-0.64,-0.5443934,0.32348633,-0.18784834
37.0,2.9,1,1,-0.75,0.033950925,-0.028076172,0.086041085
35.0,3.7,0,1,-0.49,0.3060981,0.42504883,0.21397042
37.0,3.8,1,1,0.72,0.45185673,0.32739258,0.28286928
44.0,3.9,1,1,-1.08,0.27090275,-0.7897949,0.3985076
39.0,3.1,1,1,-0.63,0.2336446,0.31420898,0.18308645
36.0,3.6,1,1,0.75,0.29160893,0.4855957,0.20765185
33.0,3.2,1,1,0.89,0.063186765,0.1809082,-0.02498798
35.0,3.4,0,1,0.99,-0.067684054,0.13793945,0.13928057
43.0,3.1,1,1,0.49,0.36026776,0.5031738,0.2711985
31.0,3.8,1,1,-0.17,0.15502179,0.055908203,0.13219596
33.0,3.3,0,1,-0.2,-0.010167003,0.13598633,0.012308031
40.0,3.2,1,1,0.87,0.27918637,0.54174805,0.21614546
44.0,3.3,1,1,0.23,0.3662759,0.038330078,0.33167827
38.0,2.9,1,1,-0.36,0.046476483,0.004638672,0.12016349
33.0,3.8,0,1,-0.28,0.2275821,0.49145508,0.19919406
40.0,3.6,0,1,0.93,0.5342094,0.40795898,0.2989441
41.0,3.7,1,1,-0.44,0.487198,0.6315918,0.33911583
33.0,2.9,1,1,0.69,0.045318723,-0.3425293,-0.123056546
45.0,3.8,1,1,0.31,0.033800244,0.05493164,0.40247643
24.0,3.3,0,0,-1.24,-1.0658778,-1.2272949,-0.3232956
39.0,2.6,1,1,-0.34,0.18040669,0.6984863,0.099736914
36.0,3.5,1,1,0.91,0.2545339,0.3293457,0.18953001
35.0,3.1,1,1,-1.04,0.08971608,-0.01928711,0.042136803
38.0,3.5,1,1,1.04,0.2937795,0.19750977,0.2295194
29.0,3.6,0,0,-0.22,-0.55216587,-0.10620117,-0.05125317
45.0,3.6,1,1,1.58,0.25130856,0.6633301,0.38733685
36.0,3.7,0,1,-0.73,0.4663564,0.46801758,0.23415199
39.0,3.5,1,1,0.34,0.2986127,0.25683594,0.25453144
40.0,3.2,1,1,0.94,0.27918637,0.54174805,0.21614546
36.0,3.5,1,1,0.7,0.2545339,0.3293457,0.18953001
33.5,3.5,0,1,0.19,0.061164975,-0.043701172,0.10908676
34.0,3.7,1,1,-0.37,0.2289201,0.20239258,0.19539148
48.0,3.4,1,1,0.88,0.6780244,0.5422363,0.44054252
44.0,3.6,1,1,0.48,0.31738675,0.6750488,0.3735078
