LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.91236126,1.1402588,0.45728984
46.0,3.2,1,1,-0.3,0.3738042,0.20837402,0.4107385
25.0,3.6,1,1,-0.64,-0.5443934,-0.48303223,-0.15244085
37.0,2.9,1,1,-0.75,0.033950925,0.13903809,0.11842442
35.0,3.7,0,1,-0.49,0.3060981,0.28063965,0.27567732
37.0,3.8,1,1,0.72,0.45185673,0.47595215,0.35194135
44.0,3.9,1,1,-1.08,0.27090275,0.13146973,0.45778063
39.0,3.1,1,1,-0.63,0.2336446,0.26989746,0.23063628
36.0,3.6,1,1,0.75,0.29160893,0.3284912,0.27293184
33.0,3.2,1,1,0.89,0.063186765,0.013061523,0.007544458
35.0,3.4,0,1,0.99,-0.067684054,0.14782715,0.19162098
43.0,3.1,1,1,0.49,0.36026776,0.22644043,0.33203351
31.0,3.8,1,1,-0.17,0.15502179,0.32165527,0.20963803
33.0,3.3,0,1,-0.2,-0.010167003,-0.049438477,0.058106944
40.0,3.2,1,1,0.87,0.27918637,0.32641602,0.27560145
44.0,3.3,1,1,0.23,0.3662759,0.35144043,0.3907522
38.0,2.9,1,1,-0.36,0.046476483,0.16296387,0.15617679
33.0,3.8,0,1,-0.28,0.2275821,0.36071777,0.25381455
40.0,3.6,0,1,0.93,0.5342094,0.4281006,0.3723231
41.0,3.7,1,1,-0.44,0.487198,0.52575684,0.40294978
33.0,2.9,1,1,0.69,0.045318723,-0.16662598,-0.113355756
45.0,3.8,1,1,0.31,0.033800244,0.20056152,0.46089083
24.0,3.3,0,0,-1.24,-1.0658778,-1.0181885,-0.3014062
39.0,2.6,1,1,-0.34,0.18040669,0.22253418,0.1293698
36.0,3.5,1,1,0.91,0.2545339,0.21716309,0.24549234
35.0,3.1,1,1,-1.04,0.08971608,-0.03967285,0.090591624
38.0,3.5,1,1,1.04,0.2937795,0.33239746,0.30005917
29.0,3.6,0,0,-0.22,-0.55216587,-0.28771973,0.0006816834
45.0,3.6,1,1,1.58,0.25130856,0.4407959,0.44383568
36.0,3.7,0,1,-0.73,0.4663564,0.41052246,0.30166727
39.0,3.5,1,1,0.34,0.2986127,0.3392334,0.32603896
40.0,3.2,1,1,0.94,0.27918637,0.32641602,0.27560145
36.0,3.5,1,1,0.7,0.2545339,0.21716309,0.24549234
33.5,3.5,0,1,0.19,0.061164975,0.07946777,0.1667374
34.0,3.7,1,1,-0.37,0.2289201,0.18103027,0.24850583
48.0,3.4,1,1,0.88,0.6780244,0.9661865,0.50538814
44.0,3.6,1,1,0.48,0.31738675,0.33337402,0.43173984
24.0,3.2,1,1,-0.56,-0.2693652,-0.5963135,-0.3310031
31.0,2.7,1,1,-1.6,-0.08326328,-0.4185791,-0.25016358
40.0,3.8,0,1,1.16,0.5152446,0.6444092,0.40306383
29.0,3.3,0,1,0.03,-0.054172397,0.05407715,-0.16447216
36.0,3.1,1,1,0.27,0.13885891,-0.020141602,0.13409045
40.0,3.0,0,1,2.24,0.38940632,0.17492676,0.23675057
47.0,4.0,0,1,0.2,0.77492344,0.630249,0.4871322
27.5,3.1,0,1,-0.79,-0.05901134,-0.31896973,-0.28551283
38.0,3.2,1,1,-0.38,0.25218403,0.17419434,0.22843379
45.0,3.0,1,1,0.57,0.31349385,0.4827881,0.36125535
41.0,3.7,1,1,1.09,0.487198,0.52575684,0.40294978
24.0,3.4,0,0,-0.37,-0.8526782,-1.4927979,-0.26720098
46.0,4.0,0,1,0.86,0.87544835,0.18933105,0.47930178
36.0,2.5,1,1,-1.1,0.32289135,-0.22424316,-0.043272525
39.0,3.6,1,1,1.61,0.35318577,0.44274902,0.35166544
42.0,3.2,1,1,1.52,0.2731496,0.0657959,0.32941115
35.0,3.5,1,1,0.17,0.16199505,0.12438965,0.21844451
27.0,2.4,1,1,-0.96,0.07174313,-0.7388916,-0.3833611
27.0,2.7,1,1,0.31,0.110500455,-0.39123535,-0.36694884
42.0,3.1,1,1,1.42,0.32574666,0.12731934,0.3035657
36.0,3.0,1,1,-0.5,0.11265385,-0.060180664,0.103809774
47.0,3.6,1,1,-0.89,0.48495495,0.36462402,0.46598053
30.5,2.9,0,1,-0.37,-0.2901839,-0.1920166,-0.23566613
31.5,3.5,0,1,0.89,0.07533085,0.059936523,0.0721265
29.0,3.0,1,0,-0.04,-0.6604556,-0.35021973,-0.26636884
33.5,3.2,1,1,-0.89,0.0863229,0.032592773,0.042827405
32.0,3.1,1,1,-0.37,0.030901074,0.08728027,-0.10456261
36.0,3.7,0,1,-0.05,0.4663564,0.41052246,0.30166727
45.0,3.8,1,1,-1.31,0.033800244,0.20056152,0.46089083
34.0,3.6,0,1,0.46,0.13757718,0.07946777,0.21917593
36.0,3.9,0,1,0.45,0.60324585,0.3626709,0.35158673
38.0,2.8,0,1,-0.91,0.12526524,0.15124512,0.13326707
39.0,3.1,1,1,1.82,0.2336446,0.26989746,0.23063628
33.0,3.8,1,1,-0.14,0.30056202,0.36071777,0.25381455
43.0,2.9,0,1,0.21,0.40879643,0.43200684,0.28468114
34.5,2.9,0,1,0.13,-0.16285884,-0.19006348,-0.02251394
40.0,3.1,0,1,-0.36,0.29272568,0.2529297,0.25415862
37.0,3.6,1,1,1.54,0.4310342,0.45251465,0.30095762
35.0,3.5,1,1,0.75,0.16199505,0.12438965,0.21844451
35.0,3.7,0,1,-1.35,0.3060981,0.28063965,0.27567732
38.0,2.4,1,1,1.38,0.2425462,0.21276855,0.041121922
37.0,3.5,1,1,-0.33,0.28686345,0.30212402,0.27299517
36.0,3.3,1,1,1.28,0.125723,0.1048584,0.19637871
31.0,3.1,0,1,-0.36,-0.13026226,-0.014282227,-0.15414605
18.0,3.0,0,0,-0.04,-0.92096317,-0.45373535,-0.45494008
32.0,3.2,1,1,1.15,0.04084599,-0.08068848,-0.060812533
31.0,3.7,1,1,-0.73,0.23240864,0.08532715,0.15384755
35.0,3.5,1,1,0.89,0.16199505,0.12438965,0.21844451
31.5,2.8,1,1,-0.31,-0.04898441,-0.34631348,-0.21448475
35.0,3.3,0,1,-1.29,-0.011636615,0.13024902,0.15791023
33.0,3.0,0,1,0.24,-0.04863727,0.022827148,-0.08120796
37.0,3.2,0,1,1.36,0.14884007,0.07751465,0.20427266
41.0,2.3,1,1,0.64,0.28696263,-0.54992676,0.1414582
41.0,3.4,0,1,1.04,0.20011437,0.2730713,0.34933597
32.0,3.5,0,1,0.37,0.082632184,0.08532715,0.09524392
41.0,3.2,0,1,0.92,0.050617337,0.19836426,0.30133674
32.5,2.8,1,1,-0.45,0.0021420717,-0.31115723,-0.17004108
40.0,3.5,1,1,1.34,0.30451024,0.3314209,0.3501923
41.0,3.8,0,1,0.12,0.49617302,0.62854004,0.41578084
35.5,2.9,1,1,0.06,0.059503675,-0.064086914,0.04788719
36.0,2.6,1,1,0.15,0.2939664,-0.06604004,-0.019282445
32.0,2.9,1,1,-0.75,0.009447217,-0.0904541,-0.17005426
39.0,3.3,1,1,1.06,0.21341908,0.29919434,0.27316886
37.0,2.9,0,1,-0.18,0.0730077,0.13903809,0.11842442
44.0,3.2,1,1,2.33,0.346305,0.3812256,0.37540793
34.0,3.1,1,1,-0.4,0.062496305,0.022827148,0.030777618
41.0,3.7,0,1,0.74,0.4893571,0.52575684,0.40294978
37.0,3.3,1,1,0.41,0.13186848,0.08728027,0.22617091
31.0,3.6,0,1,0.58,0.022718549,0.022827148,0.10054494
38.0,3.4,1,1,-0.3,0.21318829,0.20593262,0.27250087
43.0,2.5,1,1,0.05,0.54436123,0.09020996,0.22681296
46.0,3.0,0,1,0.52,0.45937073,0.5130615,0.38275504
33.0,3.4,1,1,0.28,0.127823,0.024780273,0.10244307
39.0,3.5,1,1,2.36,0.2986127,0.3392334,0.32603896
42.0,2.4,0,1,-0.25,0.17275059,-0.24523926,0.19187535
40.0,3.2,0,1,0.29,0.12634099,0.32641602,0.27560145
38.0,3.7,1,1,0.47,0.43818867,0.5423584,0.35255253
34.0,2.8,1,1,-0.03,0.024032712,-0.19006348,-0.08230245
28.0,2.1,1,0,-1.32,-1.1292552,-1.2056885,-0.35911334
43.0,3.1,1,1,1.59,0.36026776,0.22644043,0.33203351
33.0,3.6,0,1,0.89,0.15988934,0.0970459,0.19117492
31.0,3.5,0,1,0.41,0.040530324,0.0423584,0.046559
44.0,3.7,1,1,1.42,0.180174,0.19030762,0.44237798
41.0,3.8,1,1,-0.28,0.48786747,0.62854004,0.41578084
28.0,2.3,1,1,0.75,-0.0872401,-0.75061035,-0.3635525
44.0,3.8,0,1,0.78,0.45508587,0.19665527,0.4505709
45.0,3.6,0,1,-0.78,0.3258325,0.4407959,0.44383568
37.0,4.0,1,1,0.48,0.8112947,0.6019287,0.39111322
32.5,2.0,1,1,-1.06,-0.5290526,-0.53674316,-0.24898747
34.0,3.2,1,1,1.97,0.09871495,0.052124023,0.07538504
41.0,3.4,0,1,-0.11,0.20011437,0.2730713,0.34933597
38.0,2.9,1,1,0.4,0.046476483,0.16296387,0.15617679
36.0,2.9,1,1,0.1,0.043821454,0.019897461,0.07751813
42.0,3.7,0,1,-1.52,0.37370598,0.42565918,0.41901368
32.0,2.7,0,1,0.74,-0.3744849,-0.35998535,-0.21155685
44.0,3.0,0,1,-0.72,0.34953892,0.4124756,0.33393523
37.0,3.4,0,1,0.4,0.28228486,0.15759277,0.24698845
48.0,3.8,0,1,-0.18,0.3635198,0.21228027,0.520243
39.0,3.8,1,1,-0.46,0.61872685,0.57751465,0.38750005
35.0,3.1,1,1,-0.03,0.08971608,-0.03967285,0.090591624
40.0,3.5,1,1,0.06,0.30451024,0.3314209,0.3501923
30.0,3.2,1,1,0.71,-0.023292422,-0.1138916,-0.16470632
43.0,3.9,1,1,-0.46,0.46351063,0.21936035,0.44944778
42.0,3.8,0,1,0.57,0.3923818,0.47912598,0.4298514
34.0,3.1,0,1,-1.27,0.07248223,0.022827148,0.030777618
39.0,2.9,1,1,-0.17,0.08498013,0.13024902,0.19167617
33.0,3.5,1,1,0.57,0.18051922,0.07946777,0.1411296
38.0,3.6,0,1,0.74,0.5232755,0.4827881,0.32834172
40.0,3.3,1,1,-0.24,0.26529324,0.32873535,0.30126637
36.0,3.1,0,1,-0.83,0.054081082,-0.020141602,0.13409045
35.0,3.5,0,1,-0.05,0.038781285,0.12438965,0.21844451
38.0,2.9,1,1,0.65,0.04647267,0.16345215,0.15617679
34.5,3.1,1,1,0.8,0.09231579,-0.014282227,0.06255638
42.0,3.8,0,1,-0.16,0.3923837,0.47473145,0.4298514
40.0,3.1,1,1,1.62,0.26446736,0.2529297,0.25415862
44.0,4.0,1,1,3.17,0.78341496,0.9793701,0.46426108
37.7,3.3,1,1,-0.92,0.16156018,0.12243652,0.23974067
42.0,2.6,1,1,0.7,0.48669064,0.46643066,0.22039166
32.0,3.6,0,1,0.41,0.1331054,0.10681152,0.13865776
40.0,3.0,1,1,-0.29,0.14046681,0.17492676,0.23675057
35.0,2.7,1,1,0.39,0.13921368,-0.0064697266,-0.052248567
40.0,3.0,0,1,-0.11,0.38940632,0.17492676,0.23675057
38.0,3.0,0,1,0.73,0.16139042,0.18054199,0.18202138
35.0,3.4,1,1,0.26,0.09662449,0.14782715,0.19162098
34.0,3.4,0,1,0.13,-0.076306224,0.09509277,0.15022595
36.0,2.9,1,1,-0.63,0.043821454,0.019897461,0.07751813
38.0,3.4,1,1,-1.55,0.21318829,0.20593262,0.27250087
41.0,3.5,0,1,0.46,0.31709683,0.3125,0.37088084
31.0,2.2,1,1,-0.46,-0.32160938,-0.4810791,-0.2864791
47.0,3.8,1,1,-0.58,0.527382,-0.118774414,0.47893274
44.0,3.5,0,1,1.06,0.28092206,0.4407959,0.41896066
32.0,3.3,1,1,-0.56,0.10321438,-0.12561035,-0.011121228
40.0,3.2,1,1,-0.14,0.27918637,0.32641602,0.27560145
