LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.91236126,1.0705566,0.4872741
46.0,3.2,1,1,-0.3,0.3738042,0.32836914,0.42814726
25.0,3.6,1,1,-0.64,-0.5443934,-0.52124023,-0.17994882
37.0,2.9,1,1,-0.75,0.033950925,0.14868164,0.13414298
35.0,3.7,0,1,-0.49,0.3060981,0.32983398,0.28444195
37.0,3.8,1,1,0.72,0.45185673,0.32055664,0.3580702
44.0,3.9,1,1,-1.08,0.27090275,-0.025146484,0.49057692
39.0,3.1,1,1,-0.63,0.2336446,0.19628906,0.22898662
36.0,3.6,1,1,0.75,0.29160893,0.36938477,0.27997363
33.0,3.2,1,1,0.89,0.063186765,0.09790039,0.0139788985
35.0,3.4,0,1,0.99,-0.067684054,0.103759766,0.18758373
43.0,3.1,1,1,0.49,0.36026776,0.27075195,0.3471437
31.0,3.8,1,1,-0.17,0.15502179,0.0871582,0.21651427
33.0,3.3,0,1,-0.2,-0.010167003,0.01977539,0.06161371
40.0,3.2,1,1,0.87,0.27918637,0.25024414,0.29202414
44.0,3.3,1,1,0.23,0.3662759,0.19165039,0.40821278
38.0,2.9,1,1,-0.36,0.046476483,0.09790039,0.16363138
33.0,3.8,0,1,-0.28,0.2275821,0.29345703,0.27075917
40.0,3.6,0,1,0.93,0.5342094,0.38305664,0.3800645
41.0,3.7,1,1,-0.44,0.487198,0.45532227,0.4209869
33.0,2.9,1,1,0.69,0.045318723,-0.18139648,-0.101984784
45.0,3.8,1,1,0.31,0.033800244,0.111572266,0.49392045
24.0,3.3,0,0,-1.24,-1.0658778,-1.3649902,-0.3475967
39.0,2.6,1,1,-0.34,0.18040669,0.31030273,0.13712469
36.0,3.5,1,1,0.91,0.2545339,0.23242188,0.24484909
35.0,3.1,1,1,-1.04,0.08971608,-0.04663086,0.100229174
38.0,3.5,1,1,1.04,0.2937795,0.27856445,0.30921346
29.0,3.6,0,0,-0.22,-0.55216587,-0.36206055,-0.010476977
45.0,3.6,1,1,1.58,0.25130856,0.35961914,0.4720418
36.0,3.7,0,1,-0.73,0.4663564,0.39770508,0.3084032
39.0,3.5,1,1,0.34,0.2986127,0.28833008,0.33343643
40.0,3.2,1,1,0.94,0.27918637,0.25024414,0.29202414
36.0,3.5,1,1,0.7,0.2545339,0.23242188,0.24484909
33.5,3.5,0,1,0.19,0.061164975,0.01586914,0.17062126
34.0,3.7,1,1,-0.37,0.2289201,0.28979492,0.2590696
48.0,3.4,1,1,0.88,0.6780244,0.9025879,0.53064907
44.0,3.6,1,1,0.48,0.31738675,0.2775879,0.45784557
24.0,3.2,1,1,-0.56,-0.2693652,-1.0915527,-0.37775588
31.0,2.7,1,1,-1.6,-0.08326328,-0.38256836,-0.25372875
40.0,3.8,0,1,1.16,0.5152446,0.65649414,0.41932505
29.0,3.3,0,1,0.03,-0.054172397,0.10571289,-0.1777081
36.0,3.1,1,1,0.27,0.13885891,0.05053711,0.14784439
40.0,3.0,0,1,2.24,0.38940632,0.09399414,0.23679101
47.0,4.0,0,1,0.2,0.77492344,0.46899414,0.5237505
27.5,3.1,0,1,-0.79,-0.05901134,-0.22827148,-0.31184572
38.0,3.2,1,1,-0.38,0.25218403,0.21801758,0.22379121
45.0,3.0,1,1,0.57,0.31349385,0.36938477,0.37139475
41.0,3.7,1,1,1.09,0.487198,0.45532227,0.4209869
24.0,3.4,0,0,-0.37,-0.8526782,-1.4353027,-0.3114488
46.0,4.0,0,1,0.86,0.87544835,0.5197754,0.5150278
36.0,2.5,1,1,-1.1,0.32289135,-0.15698242,-0.030027136
39.0,3.6,1,1,1.61,0.35318577,0.46020508,0.35452712
42.0,3.2,1,1,1.52,0.2731496,0.2854004,0.3449864
35.0,3.5,1,1,0.17,0.16199505,0.14941406,0.21535172
27.0,2.4,1,1,-0.96,0.07174313,-0.845459,-0.4034772
27.0,2.7,1,1,0.31,0.110500455,-0.28686523,-0.39149076
42.0,3.1,1,1,1.42,0.32574666,0.2541504,0.32540584
36.0,3.0,1,1,-0.5,0.11265385,0.026611328,0.11778928
47.0,3.6,1,1,-0.89,0.48495495,0.14477539,0.4958278
30.5,2.9,0,1,-0.37,-0.2901839,-0.28295898,-0.2400936
31.5,3.5,0,1,0.89,0.07533085,-0.068115234,0.06715879
29.0,3.0,1,0,-0.04,-0.6604556,-0.24584961,-0.28046566
33.5,3.2,1,1,-0.89,0.0863229,0.10571289,0.050202653
32.0,3.1,1,1,-0.37,0.030901074,0.06665039,-0.09633711
36.0,3.7,0,1,-0.05,0.4663564,0.39770508,0.3084032
45.0,3.8,1,1,-1.31,0.033800244,0.111572266,0.49392045
34.0,3.6,0,1,0.46,0.13757718,0.20239258,0.22232398
36.0,3.9,0,1,0.45,0.60324585,0.37329102,0.36296737
38.0,2.8,0,1,-0.91,0.12526524,0.08081055,0.14696836
39.0,3.1,1,1,1.82,0.2336446,0.19628906,0.22898662
33.0,3.8,1,1,-0.14,0.30056202,0.29345703,0.27075917
43.0,2.9,0,1,0.21,0.40879643,0.36450195,0.30662096
34.5,2.9,0,1,0.13,-0.16285884,-0.12670898,-0.0025475025
40.0,3.1,0,1,-0.36,0.29272568,0.19897461,0.26643318
37.0,3.6,1,1,1.54,0.4310342,0.4543457,0.3096422
35.0,3.5,1,1,0.75,0.16199505,0.14941406,0.21535172
35.0,3.7,0,1,-1.35,0.3060981,0.32983398,0.28444195
38.0,2.4,1,1,1.38,0.2425462,0.34301758,0.041670598
37.0,3.5,1,1,-0.33,0.28686345,0.27514648,0.28104526
36.0,3.3,1,1,1.28,0.125723,0.10644531,0.19193593
31.0,3.1,0,1,-0.36,-0.13026226,0.008056641,-0.15296431
18.0,3.0,0,0,-0.04,-0.92096317,-0.62475586,-0.5249496
32.0,3.2,1,1,1.15,0.04084599,0.06274414,-0.054006577
31.0,3.7,1,1,-0.73,0.23240864,0.056884766,0.16116802
35.0,3.5,1,1,0.89,0.16199505,0.14941406,0.21535172
31.5,2.8,1,1,-0.31,-0.04898441,-0.35717773,-0.21433793
35.0,3.3,0,1,-1.29,-0.011636615,0.13110352,0.16373648
33.0,3.0,0,1,0.24,-0.04863727,-0.103271484,-0.06660491
37.0,3.2,0,1,1.36,0.14884007,0.16625977,0.19590633
41.0,2.3,1,1,0.64,0.28696263,-0.19604492,0.13661112
41.0,3.4,0,1,1.04,0.20011437,0.27270508,0.3606529
32.0,3.5,0,1,0.37,0.082632184,-0.04711914,0.09641743
