LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.9684011,0.9696884,0.4072097
46.0,3.2,1,1,-0.3,0.38697827,0.5260849,0.34300652
25.0,3.6,1,1,-0.64,-0.5531138,-0.68227386,-0.098353595
37.0,2.9,1,1,-0.75,0.036869153,0.10526276,0.115364656
35.0,3.7,0,1,-0.49,0.33244526,0.2795639,0.26325494
37.0,3.8,1,1,0.72,0.4509393,0.534935,0.3286547
44.0,3.9,1,1,-1.08,0.17790042,0.22975922,0.40396947
39.0,3.1,1,1,-0.63,0.2090951,0.17020416,0.21349013
36.0,3.6,1,1,0.75,0.32382977,0.26210785,0.2501538
33.0,3.2,1,1,0.89,0.057651624,-0.032714844,0.044042923
35.0,3.4,0,1,0.99,-0.053314105,0.14473724,0.16908965
43.0,3.1,1,1,0.49,0.39135563,0.27877045,0.28982842
31.0,3.8,1,1,-0.17,0.17379771,0.23308563,0.17213804
33.0,3.3,0,1,-0.2,-0.016031161,-0.008506775,0.065828115
40.0,3.2,1,1,0.87,0.27105153,0.22936249,0.26816934
44.0,3.3,1,1,0.23,0.38471425,0.28191376,0.33464253
38.0,2.9,1,1,-0.36,0.058080778,0.1678009,0.15515965
33.0,3.8,0,1,-0.28,0.24742518,0.3106308,0.23308551
40.0,3.6,0,1,0.93,0.5043756,0.43264008,0.32886958
41.0,3.7,1,1,-0.44,0.5069829,0.5113144,0.360291
33.0,2.9,1,1,0.69,0.03221713,-0.13584137,-0.04045847
45.0,3.8,1,1,0.31,0.025507078,0.23079681,0.39999872
24.0,3.3,0,0,-1.24,-1.0463427,-0.96354675,-0.20777676
39.0,2.6,1,1,-0.34,0.188305,0.1576767,0.13063142
36.0,3.5,1,1,0.91,0.2655183,0.2493515,0.23520043
35.0,3.1,1,1,-1.04,0.06925593,-0.0012588501,0.07484591
38.0,3.5,1,1,1.04,0.31229985,0.35286713,0.28881758
29.0,3.6,0,0,-0.22,-0.50045764,-0.18987274,0.022491358
45.0,3.6,1,1,1.58,0.3097669,0.39046478,0.37385118
36.0,3.7,0,1,-0.73,0.46027958,0.36605072,0.29015002
39.0,3.5,1,1,0.34,0.32015812,0.37612152,0.306041
40.0,3.2,1,1,0.94,0.27105153,0.22936249,0.26816934
36.0,3.5,1,1,0.7,0.2655183,0.2493515,0.23520043
33.5,3.5,0,1,0.19,0.044990644,0.07408905,0.14199741
34.0,3.7,1,1,-0.37,0.2050725,0.21517181,0.23211549
48.0,3.4,1,1,0.88,0.6502801,0.8887253,0.40437657
44.0,3.6,1,1,0.48,0.3883916,0.3455429,0.36573032
24.0,3.2,1,1,-0.56,-0.32095516,-0.9281845,-0.23421448
31.0,2.7,1,1,-1.6,-0.084161654,-0.40976715,-0.16115999
40.0,3.8,0,1,1.16,0.52053845,0.607872,0.36396337
29.0,3.3,0,1,0.03,-0.042171374,-0.05732727,-0.081554174
36.0,3.1,1,1,0.27,0.12573443,0.02998352,0.1100437
40.0,3.0,0,1,2.24,0.35958874,0.23693085,0.22635359
47.0,4.0,0,1,0.2,0.6850797,0.8819809,0.42390394
27.5,3.1,0,1,-0.79,-0.07890119,-0.28795624,-0.20163956
38.0,3.2,1,1,-0.38,0.25519955,0.15291595,0.22010936
45.0,3.0,1,1,0.57,0.32743275,0.44054413,0.30491358
41.0,3.7,1,1,1.09,0.5069829,0.5113144,0.360291
24.0,3.4,0,0,-0.37,-0.8384932,-0.9638748,-0.17674127
46.0,4.0,0,1,0.86,0.8159772,0.6662216,0.4203392
36.0,2.5,1,1,-1.1,0.3216039,0.0006637573,0.008525401
39.0,3.6,1,1,1.61,0.3333131,0.4330063,0.31586367
42.0,3.2,1,1,1.52,0.2588464,0.22362518,0.29646063
35.0,3.5,1,1,0.17,0.16575252,0.18080902,0.20048201
27.0,2.4,1,1,-0.96,0.04387103,-0.6015396,-0.2815641
27.0,2.7,1,1,0.31,0.14190875,-0.35108185,-0.2667499
42.0,3.1,1,1,1.42,0.34991276,0.25380707,0.2758094
36.0,3.0,1,1,-0.5,0.109253034,0.04322052,0.09753843
47.0,3.6,1,1,-0.89,0.48882115,0.26525116,0.3860473
30.5,2.9,0,1,-0.37,-0.26510227,-0.23029327,-0.14556941
31.5,3.5,0,1,0.89,0.069002256,-0.031684875,0.07721487
29.0,3.0,1,0,-0.04,-0.6854571,-0.18465424,-0.17187276
33.5,3.2,1,1,-0.89,0.090793714,-0.033348083,0.057749853
32.0,3.1,1,1,-0.37,0.03985034,-0.060417175,-0.044015303
36.0,3.7,0,1,-0.05,0.46027958,0.36605072,0.29015002
45.0,3.8,1,1,-1.31,0.025507078,0.23079681,0.39999872
34.0,3.6,0,1,0.46,0.1252595,0.118003845,0.18315306
36.0,3.9,0,1,0.45,0.59451306,0.37319183,0.32999718
38.0,2.8,0,1,-0.91,0.094368085,0.16216278,0.13459942
39.0,3.1,1,1,1.82,0.2090951,0.17020416,0.21349013
33.0,3.8,1,1,-0.14,0.2720834,0.3106308,0.23308551
43.0,2.9,0,1,0.21,0.38098538,0.36534882,0.26690742
34.5,2.9,0,1,0.13,-0.14068212,-0.04207611,0.027293257
40.0,3.1,0,1,-0.36,0.3181783,0.21694183,0.23592031
37.0,3.6,1,1,1.54,0.38409245,0.3363266,0.2801183
35.0,3.5,1,1,0.75,0.16575252,0.18080902,0.20048201
35.0,3.7,0,1,-1.35,0.33244526,0.2795639,0.26325494
38.0,2.4,1,1,1.38,0.2517568,0.06493378,0.060723267
37.0,3.5,1,1,-0.33,0.29828084,0.30904388,0.266556
36.0,3.3,1,1,1.28,0.13190852,0.12859344,0.18013516
31.0,3.1,0,1,-0.36,-0.19880284,-0.06674957,-0.08581667
18.0,3.0,0,0,-0.04,-0.9146594,-0.64624786,-0.35893542
32.0,3.2,1,1,1.15,0.026783094,-0.011550903,0.0031752586
31.0,3.7,1,1,-0.73,0.24646579,0.08040619,0.13107263
35.0,3.5,1,1,0.89,0.16575252,0.18080902,0.20048201
31.5,2.8,1,1,-0.31,-0.052078143,-0.31087494,-0.1282993
35.0,3.3,0,1,-1.29,-0.01304616,0.069236755,0.13970153
33.0,3.0,0,1,0.24,-0.03856267,-0.06676483,-0.013490573
37.0,3.2,0,1,1.36,0.15369044,0.09981537,0.19093147
41.0,2.3,1,1,0.64,0.27886593,0.0026474,0.14140528
41.0,3.4,0,1,1.04,0.17889415,0.2698593,0.31402937
32.0,3.5,0,1,0.37,0.07715808,-0.010658264,0.087799355
41.0,3.2,0,1,0.92,0.040414914,0.23149872,0.2834356
32.5,2.8,1,1,-0.45,0.0068131536,-0.2664566,-0.08791521
40.0,3.5,1,1,1.34,0.30959523,0.37160492,0.3204102
41.0,3.8,0,1,0.12,0.50618756,0.51070404,0.3731181
35.5,2.9,1,1,0.06,0.051313505,0.018806458,0.06319259
36.0,2.6,1,1,0.15,0.29950726,-0.04639435,0.024822526
32.0,2.9,1,1,-0.75,0.0057412237,-0.18708038,-0.08655973
39.0,3.3,1,1,1.06,0.227316,0.25045013,0.2678353
37.0,2.9,0,1,-0.18,0.08782016,0.10526276,0.115364656
44.0,3.2,1,1,2.33,0.37750828,0.29470062,0.32083628
34.0,3.1,1,1,-0.4,0.041019544,-0.028121948,0.04494591
41.0,3.7,0,1,0.74,0.5229665,0.5113144,0.360291
37.0,3.3,1,1,0.41,0.13920031,0.18321991,0.21532306
31.0,3.6,0,1,0.58,0.05120097,-0.05027008,0.08039484
38.0,3.4,1,1,-0.3,0.2191106,0.2901535,0.26741004
