LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.91236126,1.1694336,0.48874116
46.0,3.2,1,1,-0.3,0.3738042,0.063964844,0.39997998
25.0,3.6,1,1,-0.64,-0.5443934,-0.5834961,-0.24062455
37.0,2.9,1,1,-0.75,0.033950925,0.1821289,0.129145
35.0,3.7,0,1,-0.49,0.3060981,0.21923828,0.24607578
37.0,3.8,1,1,0.72,0.45185673,0.36083984,0.3279374
44.0,3.9,1,1,-1.08,0.27090275,0.2368164,0.48923644
39.0,3.1,1,1,-0.63,0.2336446,0.26416016,0.21652178
36.0,3.6,1,1,0.75,0.29160893,0.33642578,0.24436721
33.0,3.2,1,1,0.89,0.063186765,-0.001953125,-0.028832927
35.0,3.4,0,1,0.99,-0.067684054,0.1743164,0.17575818
43.0,3.1,1,1,0.49,0.36026776,0.30615234,0.30245215
31.0,3.8,1,1,-0.17,0.15502179,0.1381836,0.18487199
33.0,3.3,0,1,-0.2,-0.010167003,-0.05517578,0.027568534
40.0,3.2,1,1,0.87,0.27918637,0.41259766,0.2549085
44.0,3.3,1,1,0.23,0.3662759,0.33740234,0.37693015
38.0,2.9,1,1,-0.36,0.046476483,0.13183594,0.16738117
33.0,3.8,0,1,-0.28,0.2275821,0.46728516,0.22679529
40.0,3.6,0,1,0.93,0.5342094,0.43701172,0.34848905
41.0,3.7,1,1,-0.44,0.487198,0.5073242,0.40005744
33.0,2.9,1,1,0.69,0.045318723,-0.1772461,-0.15780976
45.0,3.8,1,1,0.31,0.033800244,0.18896484,0.49005678
24.0,3.3,0,0,-1.24,-1.0658778,-1.0024414,-0.40939832
39.0,2.6,1,1,-0.34,0.18040669,0.13330078,0.14348282
36.0,3.5,1,1,0.91,0.2545339,0.23876953,0.22232834
35.0,3.1,1,1,-1.04,0.08971608,-0.07910156,0.0819501
38.0,3.5,1,1,1.04,0.2937795,0.3017578,0.26825783
29.0,3.6,0,0,-0.22,-0.55216587,-0.22998047,-0.061844274
