LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.9684011,1.0738297,0.4452649
46.0,3.2,1,1,-0.3,0.38697827,0.45764923,0.3785813
25.0,3.6,1,1,-0.64,-0.5531138,-0.63777924,-0.13271904
37.0,2.9,1,1,-0.75,0.036869153,0.10874176,0.12989281
35.0,3.7,0,1,-0.49,0.33244526,0.27625275,0.24500158
37.0,3.8,1,1,0.72,0.4509393,0.5156326,0.31289035
44.0,3.9,1,1,-1.08,0.17790042,0.24378204,0.44954863
39.0,3.1,1,1,-0.63,0.2090951,0.17472076,0.21726887
36.0,3.6,1,1,0.75,0.32382977,0.27191925,0.23948546
33.0,3.2,1,1,0.89,0.057651624,-0.014762878,0.03198597
35.0,3.4,0,1,0.99,-0.053314105,0.11715698,0.1717626
43.0,3.1,1,1,0.49,0.39135563,0.26413727,0.3076019
31.0,3.8,1,1,-0.17,0.17379771,0.24741364,0.1737063
33.0,3.3,0,1,-0.2,-0.016031161,-0.0109939575,0.070956275
40.0,3.2,1,1,0.87,0.27105153,0.19431305,0.27395922
44.0,3.3,1,1,0.23,0.38471425,0.3172989,0.36774564
38.0,2.9,1,1,-0.36,0.058080778,0.17923737,0.16369724
33.0,3.8,0,1,-0.28,0.24742518,0.27570343,0.2197856
40.0,3.6,0,1,0.93,0.5043756,0.40833282,0.34135243
41.0,3.7,1,1,-0.44,0.5069829,0.52143097,0.39003193
33.0,2.9,1,1,0.69,0.03221713,-0.13414764,-0.06544952
45.0,3.8,1,1,0.31,0.025507078,0.19229889,0.4493185
24.0,3.3,0,0,-1.24,-1.0463427,-1.0126266,-0.23880675
39.0,2.6,1,1,-0.34,0.188305,0.17932892,0.13459586
36.0,3.5,1,1,0.91,0.2655183,0.25473785,0.22628751
35.0,3.1,1,1,-1.04,0.06925593,-0.016410828,0.07922292
38.0,3.5,1,1,1.04,0.31229985,0.35459137,0.28089815
29.0,3.6,0,0,-0.22,-0.50045764,-0.22246552,0.0058786124
45.0,3.6,1,1,1.58,0.3097669,0.3850479,0.42099398
36.0,3.7,0,1,-0.73,0.46027958,0.32315826,0.2704025
39.0,3.5,1,1,0.34,0.32015812,0.37171173,0.304637
40.0,3.2,1,1,0.94,0.27105153,0.19431305,0.27395922
36.0,3.5,1,1,0.7,0.2655183,0.25473785,0.22628751
33.5,3.5,0,1,0.19,0.044990644,0.10258484,0.15337259
34.0,3.7,1,1,-0.37,0.2050725,0.26143646,0.21643272
48.0,3.4,1,1,0.88,0.6502801,0.9662857,0.45526025
44.0,3.6,1,1,0.48,0.3883916,0.3699417,0.411208
24.0,3.2,1,1,-0.56,-0.32095516,-0.9302902,-0.26580432
31.0,2.7,1,1,-1.6,-0.084161654,-0.32920074,-0.19628826
40.0,3.8,0,1,1.16,0.52053845,0.6919174,0.38584456
29.0,3.3,0,1,0.03,-0.042171374,-0.054893494,-0.105332926
36.0,3.1,1,1,0.27,0.12573443,0.018806458,0.12781684
40.0,3.0,0,1,2.24,0.35958874,0.2595291,0.23213205
47.0,4.0,0,1,0.2,0.6850797,0.53995514,0.47284102
27.5,3.1,0,1,-0.79,-0.07890119,-0.30739594,-0.22660387
38.0,3.2,1,1,-0.38,0.25519955,0.16814423,0.22515085
45.0,3.0,1,1,0.57,0.32743275,0.42050934,0.33114287
41.0,3.7,1,1,1.09,0.5069829,0.52143097,0.39003193
24.0,3.4,0,0,-0.37,-0.8384932,-1.0328598,-0.20957899
46.0,4.0,0,1,0.86,0.8159772,0.7089615,0.46690765
36.0,2.5,1,1,-1.1,0.3216039,-0.054771423,-0.033708513
39.0,3.6,1,1,1.61,0.3333131,0.4081192,0.3157844
42.0,3.2,1,1,1.52,0.2588464,0.18030548,0.3161811
35.0,3.5,1,1,0.17,0.16575252,0.19760895,0.19224565
27.0,2.4,1,1,-0.96,0.04387103,-0.645134,-0.3243218
