LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.91236126,1.2590332,0.46675247
46.0,3.2,1,1,-0.3,0.3738042,0.35668945,0.39426398
25.0,3.6,1,1,-0.64,-0.5443934,-0.73999023,-0.15912946
37.0,2.9,1,1,-0.75,0.033950925,0.09375,0.066561185
35.0,3.7,0,1,-0.49,0.3060981,0.35131836,0.23176418
37.0,3.8,1,1,0.72,0.45185673,0.30688477,0.32728833
44.0,3.9,1,1,-1.08,0.27090275,0.24243164,0.47155774
39.0,3.1,1,1,-0.63,0.2336446,0.33862305,0.17396717
36.0,3.6,1,1,0.75,0.29160893,0.35327148,0.22739851
33.0,3.2,1,1,0.89,0.063186765,0.053955078,-0.010616645
35.0,3.4,0,1,0.99,-0.067684054,0.13891602,0.13151796
43.0,3.1,1,1,0.49,0.36026776,0.22143555,0.3067022
31.0,3.8,1,1,-0.17,0.15502179,0.030517578,0.16138148
33.0,3.3,0,1,-0.2,-0.010167003,0.041259766,0.031293005
40.0,3.2,1,1,0.87,0.27918637,0.4104004,0.23588252
44.0,3.3,1,1,0.23,0.3662759,0.24633789,0.37730554
38.0,2.9,1,1,-0.36,0.046476483,0.1081543,0.09208791
33.0,3.8,0,1,-0.28,0.2275821,0.2746582,0.2130194
40.0,3.6,0,1,0.93,0.5342094,0.5588379,0.352164
41.0,3.7,1,1,-0.44,0.487198,0.50512695,0.39499944
33.0,2.9,1,1,0.69,0.045318723,-0.12768555,-0.107580975
45.0,3.8,1,1,0.31,0.033800244,0.2668457,0.47461247
24.0,3.3,0,0,-1.24,-1.0658778,-0.6999512,-0.3123585
39.0,2.6,1,1,-0.34,0.18040669,0.2939453,0.069039054
36.0,3.5,1,1,0.91,0.2545339,0.19262695,0.20016548
35.0,3.1,1,1,-1.04,0.08971608,-0.08569336,0.052722417
38.0,3.5,1,1,1.04,0.2937795,0.35473633,0.2609028
29.0,3.6,0,0,-0.22,-0.55216587,-0.32885742,-0.014716312
45.0,3.6,1,1,1.58,0.25130856,0.51293945,0.4491765
36.0,3.7,0,1,-0.73,0.4663564,0.4074707,0.26188588
39.0,3.5,1,1,0.34,0.2986127,0.38598633,0.29673833
40.0,3.2,1,1,0.94,0.27918637,0.4104004,0.23588252
36.0,3.5,1,1,0.7,0.2545339,0.19262695,0.20016548
33.5,3.5,0,1,0.19,0.061164975,0.02368164,0.114033625
34.0,3.7,1,1,-0.37,0.2289201,0.26586914,0.20508038
48.0,3.4,1,1,0.88,0.6780244,1.0842285,0.515183
44.0,3.6,1,1,0.48,0.31738675,0.47192383,0.43424278
24.0,3.2,1,1,-0.56,-0.2693652,-0.80249023,-0.3405031
31.0,2.7,1,1,-1.6,-0.08326328,-0.3161621,-0.23447625
40.0,3.8,0,1,1.16,0.5152446,0.64282227,0.39175874
29.0,3.3,0,1,0.03,-0.054172397,-0.018310547,-0.17140462
36.0,3.1,1,1,0.27,0.13885891,-0.006591797,0.079340234
40.0,3.0,0,1,2.24,0.38940632,0.20922852,0.17607054
47.0,4.0,0,1,0.2,0.77492344,0.45043945,0.50611746
27.5,3.1,0,1,-0.79,-0.05901134,-0.40698242,-0.28764236
38.0,3.2,1,1,-0.38,0.25218403,0.20678711,0.17673737
45.0,3.0,1,1,0.57,0.31349385,0.5578613,0.32744527
41.0,3.7,1,1,1.09,0.487198,0.50512695,0.39499944
24.0,3.4,0,0,-0.37,-0.8526782,-0.58862305,-0.27858025
