LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.91236126,1.2052841,0.5005775
46.0,3.2,1,1,-0.3,0.3738042,0.2550888,0.42439938
25.0,3.6,1,1,-0.64,-0.5443934,-0.61234283,-0.08450453
37.0,2.9,1,1,-0.75,0.033950925,0.083213806,0.18133861
35.0,3.7,0,1,-0.49,0.3060981,0.22286224,0.27436215
37.0,3.8,1,1,0.72,0.45185673,0.42794037,0.35824797
44.0,3.9,1,1,-1.08,0.27090275,0.17403412,0.49833435
39.0,3.1,1,1,-0.63,0.2336446,0.25191498,0.24413207
36.0,3.6,1,1,0.75,0.29160893,0.39962006,0.26917753
33.0,3.2,1,1,0.89,0.063186765,-0.04471588,0.024669632
35.0,3.4,0,1,0.99,-0.067684054,0.14424896,0.20988517
43.0,3.1,1,1,0.49,0.36026776,0.2682724,0.34179252
31.0,3.8,1,1,-0.17,0.15502179,-0.16287994,0.21411207
33.0,3.3,0,1,-0.2,-0.010167003,-0.19852448,0.06446663
40.0,3.2,1,1,0.87,0.27918637,0.32515717,0.28236482
44.0,3.3,1,1,0.23,0.3662759,0.3644638,0.3988058
38.0,2.9,1,1,-0.36,0.046476483,0.0036239624,0.20144916
33.0,3.8,0,1,-0.28,0.2275821,0.20723724,0.26097906
40.0,3.6,0,1,0.93,0.5342094,0.3903427,0.3734852
41.0,3.7,1,1,-0.44,0.487198,0.547081,0.41702795
33.0,2.9,1,1,0.69,0.045318723,-0.15311432,-0.053837895
45.0,3.8,1,1,0.31,0.033800244,0.11641693,0.49802113
24.0,3.3,0,0,-1.24,-1.0658778,-1.2156143,-0.24980874
39.0,2.6,1,1,-0.34,0.18040669,0.21504974,0.19639073
36.0,3.5,1,1,0.91,0.2545339,0.2887802,0.25041258
35.0,3.1,1,1,-1.04,0.08971608,0.019737244,0.12092171
38.0,3.5,1,1,1.04,0.2937795,0.24629974,0.2886392
29.0,3.6,0,0,-0.22,-0.55216587,-0.20389557,0.027617358
45.0,3.6,1,1,1.58,0.25130856,0.47286224,0.47061896
36.0,3.7,0,1,-0.73,0.4663564,0.40450287,0.2939105
39.0,3.5,1,1,0.34,0.2986127,0.28487396,0.31983042
40.0,3.2,1,1,0.94,0.27918637,0.32515717,0.28236482
36.0,3.5,1,1,0.7,0.2545339,0.2887802,0.25041258
33.5,3.5,0,1,0.19,0.061164975,0.156456,0.18705471
34.0,3.7,1,1,-0.37,0.2289201,0.07051849,0.25654846
48.0,3.4,1,1,0.88,0.6780244,1.02462,0.5376071
44.0,3.6,1,1,0.48,0.31738675,0.36544037,0.45383233
24.0,3.2,1,1,-0.56,-0.2693652,-1.0076065,-0.28282857
31.0,2.7,1,1,-1.6,-0.08326328,-0.4792862,-0.1842873
40.0,3.8,0,1,1.16,0.5152446,0.6037216,0.41940808
29.0,3.3,0,1,0.03,-0.054172397,0.07442474,-0.12641327
36.0,3.1,1,1,0.27,0.13885891,-0.004676819,0.17788129
40.0,3.0,0,1,2.24,0.38940632,0.19307709,0.25331396
47.0,4.0,0,1,0.2,0.77492344,0.5988388,0.5419921
27.5,3.1,0,1,-0.79,-0.05901134,-0.2449112,-0.24340726
38.0,3.2,1,1,-0.38,0.25218403,0.21736908,0.24002713
45.0,3.0,1,1,0.57,0.31349385,0.31368256,0.363714
41.0,3.7,1,1,1.09,0.487198,0.547081,0.41702795
24.0,3.4,0,0,-0.37,-0.8526782,-1.2419815,-0.21073143
46.0,4.0,0,1,0.86,0.87544835,0.17305756,0.5322254
