LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.9684011,0.8705902,0.42105374
46.0,3.2,1,1,-0.3,0.38697827,0.40472412,0.38911122
25.0,3.6,1,1,-0.64,-0.5531138,-0.61357117,-0.2334649
37.0,2.9,1,1,-0.75,0.036869153,0.038223267,0.08645183
35.0,3.7,0,1,-0.49,0.33244526,0.30021667,0.24541757
37.0,3.8,1,1,0.72,0.4509393,0.5115204,0.31987244
44.0,3.9,1,1,-1.08,0.17790042,0.48490906,0.42648238
39.0,3.1,1,1,-0.63,0.2090951,0.20839691,0.18707551
36.0,3.6,1,1,0.75,0.32382977,0.27934265,0.23133408
33.0,3.2,1,1,0.89,0.057651624,-0.03239441,-0.039497316
35.0,3.4,0,1,0.99,-0.053314105,0.12773132,0.14290842
43.0,3.1,1,1,0.49,0.39135563,0.24127197,0.32415453
31.0,3.8,1,1,-0.17,0.17379771,0.20948792,0.14493749
33.0,3.3,0,1,-0.2,-0.016031161,-0.016067505,0.009746015
40.0,3.2,1,1,0.87,0.27105153,0.18769836,0.27655482
44.0,3.3,1,1,0.23,0.38471425,0.30195618,0.37494606
38.0,2.9,1,1,-0.36,0.058080778,0.10258484,0.11962998
33.0,3.8,0,1,-0.28,0.24742518,0.28549194,0.21158579
40.0,3.6,0,1,0.93,0.5043756,0.45173645,0.3397835
41.0,3.7,1,1,-0.44,0.5069829,0.4660797,0.3730216
33.0,2.9,1,1,0.69,0.03221713,-0.14564514,-0.15834564
45.0,3.8,1,1,0.31,0.025507078,0.17292786,0.4327159
24.0,3.3,0,0,-1.24,-1.0463427,-1.0961151,-0.32527858
39.0,2.6,1,1,-0.34,0.188305,0.17037964,0.09622503
36.0,3.5,1,1,0.91,0.2655183,0.24176025,0.21476749
35.0,3.1,1,1,-1.04,0.06925593,-0.011016846,0.034636147
38.0,3.5,1,1,1.04,0.31229985,0.34028625,0.2874881
29.0,3.6,0,0,-0.22,-0.50045764,-0.16555786,-0.0976845
45.0,3.6,1,1,1.58,0.3097669,0.34422302,0.41448203
36.0,3.7,0,1,-0.73,0.46027958,0.38139343,0.27699038
39.0,3.5,1,1,0.34,0.32015812,0.3752594,0.31161082
40.0,3.2,1,1,0.94,0.27105153,0.18769836,0.27655482
36.0,3.5,1,1,0.7,0.2655183,0.24176025,0.21476749
33.5,3.5,0,1,0.19,0.044990644,0.08331299,0.114001244
34.0,3.7,1,1,-0.37,0.2050725,0.23713684,0.21128333
48.0,3.4,1,1,0.88,0.6502801,0.9013519,0.4571077
44.0,3.6,1,1,0.48,0.3883916,0.32359314,0.4022508
24.0,3.2,1,1,-0.56,-0.32095516,-1.069931,-0.34628633
31.0,2.7,1,1,-1.6,-0.084161654,-0.4299469,-0.27886203
40.0,3.8,0,1,1.16,0.52053845,0.5947113,0.3677979
29.0,3.3,0,1,0.03,-0.042171374,-0.087020874,-0.20793656
36.0,3.1,1,1,0.27,0.12573443,0.03149414,0.08328775
40.0,3.0,0,1,2.24,0.35958874,0.2941742,0.21463405
47.0,4.0,0,1,0.2,0.6850797,0.65919495,0.45061803
27.5,3.1,0,1,-0.79,-0.07890119,-0.34106445,-0.31572834
38.0,3.2,1,1,-0.38,0.25519955,0.17870331,0.19613434
45.0,3.0,1,1,0.57,0.32743275,0.40592957,0.3484776
41.0,3.7,1,1,1.09,0.5069829,0.4660797,0.3730216
24.0,3.4,0,0,-0.37,-0.8384932,-1.0271759,-0.3011092
46.0,4.0,0,1,0.86,0.8159772,0.6186676,0.44399402
36.0,2.5,1,1,-1.1,0.3216039,0.02507019,-0.081880465
39.0,3.6,1,1,1.61,0.3333131,0.44239807,0.31899357
42.0,3.2,1,1,1.52,0.2588464,0.17315674,0.32872173
35.0,3.5,1,1,0.17,0.16575252,0.18190002,0.1744719
27.0,2.4,1,1,-0.96,0.04387103,-0.68247986,-0.3868072
27.0,2.7,1,1,0.31,0.14190875,-0.3349762,-0.37110502
42.0,3.1,1,1,1.42,0.34991276,0.259758,0.30441058
36.0,3.0,1,1,-0.5,0.109253034,0.012252808,0.0699065
47.0,3.6,1,1,-0.89,0.48882115,0.39186096,0.43466935
30.5,2.9,0,1,-0.37,-0.26510227,-0.19258118,-0.2653983
31.5,3.5,0,1,0.89,0.069002256,-0.011703491,0.01177907
29.0,3.0,1,0,-0.04,-0.6854571,-0.1599884,-0.28929305
33.5,3.2,1,1,-0.89,0.090793714,-0.02670288,-0.0033228844
32.0,3.1,1,1,-0.37,0.03985034,-0.05722046,-0.16551742
36.0,3.7,0,1,-0.05,0.46027958,0.38139343,0.27699038
45.0,3.8,1,1,-1.31,0.025507078,0.17292786,0.4327159
34.0,3.6,0,1,0.46,0.1252595,0.14598083,0.15696514
36.0,3.9,0,1,0.45,0.59451306,0.43251038,0.31896693
38.0,2.8,0,1,-0.91,0.094368085,0.10261536,0.10028711
39.0,3.1,1,1,1.82,0.2090951,0.20839691,0.18707551
33.0,3.8,1,1,-0.14,0.2720834,0.28549194,0.21158579
43.0,2.9,0,1,0.21,0.38098538,0.401268,0.2964735
34.5,2.9,0,1,0.13,-0.14068212,-0.06462097,-0.06321108
40.0,3.1,0,1,-0.36,0.3181783,0.26286316,0.23045552
37.0,3.6,1,1,1.54,0.38409245,0.34599304,0.26961625
35.0,3.5,1,1,0.75,0.16575252,0.18190002,0.1744719
35.0,3.7,0,1,-1.35,0.33244526,0.30021667,0.24541757
38.0,2.4,1,1,1.38,0.2517568,0.0569458,0.010465577
37.0,3.5,1,1,-0.33,0.29828084,0.29541016,0.25384286
36.0,3.3,1,1,1.28,0.13190852,0.14409637,0.15113682
31.0,3.1,0,1,-0.36,-0.19880284,-0.057907104,-0.20841768
18.0,3.0,0,0,-0.04,-0.9146594,-0.96269226,-0.44568098
32.0,3.2,1,1,1.15,0.026783094,-0.020484924,-0.107492715
31.0,3.7,1,1,-0.73,0.24646579,0.02079773,0.08971038
35.0,3.5,1,1,0.89,0.16575252,0.18190002,0.1744719
31.5,2.8,1,1,-0.31,-0.052078143,-0.30918884,-0.24918914
35.0,3.3,0,1,-1.29,-0.01304616,0.08135986,0.110523045
33.0,3.0,0,1,0.24,-0.03856267,-0.08079529,-0.12470025
37.0,3.2,0,1,1.36,0.15369044,0.15278625,0.1591741
41.0,2.3,1,1,0.64,0.27886593,0.11129761,0.10308714
41.0,3.4,0,1,1.04,0.17889415,0.2985077,0.33777344
32.0,3.5,0,1,0.37,0.07715808,0.004852295,0.040260665
41.0,3.2,0,1,0.92,0.040414914,0.17874146,0.30781668
32.5,2.8,1,1,-0.45,0.0068131536,-0.2626648,-0.2107912
40.0,3.5,1,1,1.34,0.30959523,0.39494324,0.33228123
41.0,3.8,0,1,0.12,0.50618756,0.5235748,0.38239682
35.5,2.9,1,1,0.06,0.051313505,-0.018341064,0.010151833
36.0,2.6,1,1,0.15,0.29950726,0.05332184,-0.053272337
32.0,2.9,1,1,-0.75,0.0057412237,-0.18193054,-0.20955631
39.0,3.3,1,1,1.06,0.227316,0.19935608,0.26628685
37.0,2.9,0,1,-0.18,0.08782016,0.038223267,0.08645183
44.0,3.2,1,1,2.33,0.37750828,0.23522949,0.36263627
34.0,3.1,1,1,-0.4,0.041019544,-0.04308319,-0.03604889
41.0,3.7,0,1,0.74,0.5229665,0.4660797,0.3730216
37.0,3.3,1,1,0.41,0.13920031,0.18331909,0.18976954
31.0,3.6,0,1,0.58,0.05120097,-0.04347229,0.013321802
38.0,3.4,1,1,-0.3,0.2191106,0.24385071,0.25994104
43.0,2.5,1,1,0.05,0.53286946,0.3267212,0.19701862
46.0,3.0,0,1,0.52,0.5056821,0.6171112,0.36378765
33.0,3.4,1,1,0.28,0.116619214,0.013824463,0.0531421
39.0,3.5,1,1,2.36,0.32015812,0.3752594,0.31161082
42.0,2.4,0,1,-0.25,0.15498553,0.2808075,0.14811108
40.0,3.2,0,1,0.29,0.13983928,0.18769836,0.27655482
38.0,3.7,1,1,0.47,0.45252812,0.5487213,0.32134244
34.0,2.8,1,1,-0.03,0.027793989,-0.12057495,-0.1278705
28.0,2.1,1,0,-1.32,-1.0703486,-0.35359192,-0.37435812
43.0,3.1,1,1,1.59,0.39135563,0.24127197,0.32415453
33.0,3.6,0,1,0.89,0.11517154,0.07611847,0.11358078
31.0,3.5,0,1,0.41,0.04206477,-0.025215149,-0.017978683
44.0,3.7,1,1,1.42,0.134575,0.16334534,0.416273
41.0,3.8,1,1,-0.28,0.5113832,0.5235748,0.38239682
28.0,2.3,1,1,0.75,-0.12754239,-0.6157379,-0.37352854
44.0,3.8,0,1,0.78,0.4628297,0.21186829,0.42258537
45.0,3.6,0,1,-0.78,0.37355244,0.34422302,0.41448203
37.0,4.0,1,1,0.48,0.7939855,0.44703674,0.3493844
32.5,2.0,1,1,-1.06,-0.4867648,-0.73127747,-0.28540748
