LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.91236126,1.2587891,0.5278446
46.0,3.2,1,1,-0.3,0.3738042,0.22753906,0.42955258
25.0,3.6,1,1,-0.64,-0.5443934,-0.5126953,-0.14317182
37.0,2.9,1,1,-0.75,0.033950925,0.24316406,0.11884069
35.0,3.7,0,1,-0.49,0.3060981,0.043945312,0.309694
37.0,3.8,1,1,0.72,0.45185673,0.0234375,0.39311948
44.0,3.9,1,1,-1.08,0.27090275,-0.13964844,0.5209258
39.0,3.1,1,1,-0.63,0.2336446,0.11425781,0.25672555
36.0,3.6,1,1,0.75,0.29160893,0.34375,0.3036247
33.0,3.2,1,1,0.89,0.063186765,-0.06542969,0.0065356493
35.0,3.4,0,1,0.99,-0.067684054,0.2265625,0.19407837
43.0,3.1,1,1,0.49,0.36026776,0.48339844,0.35688537
31.0,3.8,1,1,-0.17,0.15502179,0.7373047,0.2306667
33.0,3.3,0,1,-0.2,-0.010167003,-0.06542969,0.053789876
40.0,3.2,1,1,0.87,0.27918637,0.3046875,0.3068251
44.0,3.3,1,1,0.23,0.3662759,0.5205078,0.41934034
38.0,2.9,1,1,-0.36,0.046476483,0.08300781,0.16334273
33.0,3.8,0,1,-0.28,0.2275821,0.8457031,0.29420188
40.0,3.6,0,1,0.93,0.5342094,0.36035156,0.40910184
41.0,3.7,1,1,-0.44,0.487198,0.6923828,0.45056933
33.0,2.9,1,1,0.69,0.045318723,-0.3701172,-0.100333884
45.0,3.8,1,1,0.31,0.033800244,0.55566406,0.5152294
24.0,3.3,0,0,-1.24,-1.0658778,-1.3779297,-0.27520755
39.0,2.6,1,1,-0.34,0.18040669,-0.059570312,0.1318517
36.0,3.5,1,1,0.91,0.2545339,0.4501953,0.27069443
35.0,3.1,1,1,-1.04,0.08971608,0.11230469,0.08474378
38.0,3.5,1,1,1.04,0.2937795,0.51660156,0.33264306
29.0,3.6,0,0,-0.22,-0.55216587,-0.6669922,0.0033404827
45.0,3.6,1,1,1.58,0.25130856,0.5185547,0.48576975
36.0,3.7,0,1,-0.73,0.4663564,0.03125,0.33568716
39.0,3.5,1,1,0.34,0.2986127,0.39257812,0.3569394
40.0,3.2,1,1,0.94,0.27918637,0.3046875,0.3068251
36.0,3.5,1,1,0.7,0.2545339,0.4501953,0.27069443
33.5,3.5,0,1,0.19,0.061164975,-0.049804688,0.17167348
34.0,3.7,1,1,-0.37,0.2289201,0.24511719,0.2851495
48.0,3.4,1,1,0.88,0.6780244,1.0048828,0.5150747
44.0,3.6,1,1,0.48,0.31738675,0.28808594,0.4745681
24.0,3.2,1,1,-0.56,-0.2693652,-1.1494141,-0.3025797
31.0,2.7,1,1,-1.6,-0.08326328,-0.21972656,-0.23538572
40.0,3.8,0,1,1.16,0.5152446,1.0244141,0.45418313
29.0,3.3,0,1,0.03,-0.054172397,0.34472656,-0.14434457
36.0,3.1,1,1,0.27,0.13885891,0.19628906,0.13763139
40.0,3.0,0,1,2.24,0.38940632,0.2626953,0.26441747
47.0,4.0,0,1,0.2,0.77492344,0.94628906,0.553055
27.5,3.1,0,1,-0.79,-0.05901134,-0.4013672,-0.25978446
38.0,3.2,1,1,-0.38,0.25218403,-0.06542969,0.25145364
45.0,3.0,1,1,0.57,0.31349385,0.20800781,0.37218204
41.0,3.7,1,1,1.09,0.487198,0.6923828,0.45056933
24.0,3.4,0,0,-0.37,-0.8526782,-1.3994141,-0.24451998
46.0,4.0,0,1,0.86,0.87544835,1.0205078,0.54774415
36.0,2.5,1,1,-1.1,0.32289135,-0.06933594,-0.0222826
39.0,3.6,1,1,1.61,0.35318577,0.5361328,0.38539767
42.0,3.2,1,1,1.52,0.2731496,0.5107422,0.3580802
35.0,3.5,1,1,0.17,0.16199505,0.23242188,0.23731998
27.0,2.4,1,1,-0.96,0.07174313,-0.9033203,-0.3737225
27.0,2.7,1,1,0.31,0.110500455,-0.22558594,-0.3500311
42.0,3.1,1,1,1.42,0.32574666,0.3310547,0.33525103
36.0,3.0,1,1,-0.5,0.11265385,0.3623047,0.1020882
47.0,3.6,1,1,-0.89,0.48495495,0.5517578,0.5033871
30.5,2.9,0,1,-0.37,-0.2901839,-0.42871094,-0.21798724
31.5,3.5,0,1,0.89,0.07533085,-0.036132812,0.07079513
29.0,3.0,1,0,-0.04,-0.6604556,-0.34472656,-0.24396119
33.5,3.2,1,1,-0.89,0.0863229,-0.06542969,0.03677643
32.0,3.1,1,1,-0.37,0.030901074,-0.07324219,-0.08989726
36.0,3.7,0,1,-0.05,0.4663564,0.03125,0.33568716
45.0,3.8,1,1,-1.31,0.033800244,0.55566406,0.5152294
34.0,3.6,0,1,0.46,0.13757718,0.0703125,0.2456441
36.0,3.9,0,1,0.45,0.60324585,0.27441406,0.39689112
38.0,2.8,0,1,-0.91,0.12526524,-0.12011719,0.13872534
39.0,3.1,1,1,1.82,0.2336446,0.11425781,0.25672555
33.0,3.8,1,1,-0.14,0.30056202,0.8457031,0.29420188
43.0,2.9,0,1,0.21,0.40879643,-0.08691406,0.3168983
34.5,2.9,0,1,0.13,-0.16285884,-0.0146484375,-0.017149031
40.0,3.1,0,1,-0.36,0.29272568,0.20019531,0.2847073
37.0,3.6,1,1,1.54,0.4310342,0.48632812,0.33361626
35.0,3.5,1,1,0.75,0.16199505,0.23242188,0.23731998
35.0,3.7,0,1,-1.35,0.3060981,0.043945312,0.309694
38.0,2.4,1,1,1.38,0.2425462,0.3310547,0.052697815
37.0,3.5,1,1,-0.33,0.28686345,0.5703125,0.3005464
36.0,3.3,1,1,1.28,0.125723,0.06933594,0.20426029
31.0,3.1,0,1,-0.36,-0.13026226,-0.0068359375,-0.13652483
18.0,3.0,0,0,-0.04,-0.92096317,0.25097656,-0.4201693
32.0,3.2,1,1,1.15,0.04084599,0.040039062,-0.049876392
31.0,3.7,1,1,-0.73,0.23240864,0.19628906,0.16382675
35.0,3.5,1,1,0.89,0.16199505,0.23242188,0.23731998
31.5,2.8,1,1,-0.31,-0.04898441,-0.3798828,-0.19880661
35.0,3.3,0,1,-1.29,-0.011636615,0.09082031,0.15937322
33.0,3.0,0,1,0.24,-0.04863727,-0.2763672,-0.06895542
37.0,3.2,0,1,1.36,0.14884007,-0.06738281,0.21427023
41.0,2.3,1,1,0.64,0.28696263,-0.55371094,0.15206344
41.0,3.4,0,1,1.04,0.20011437,0.17871094,0.37992638
32.0,3.5,0,1,0.37,0.082632184,-0.053710938,0.09785528
41.0,3.2,0,1,0.92,0.050617337,0.38183594,0.33233058
32.5,2.8,1,1,-0.45,0.0021420717,-0.37402344,-0.15399489
40.0,3.5,1,1,1.34,0.30451024,0.20996094,0.3825851
41.0,3.8,0,1,0.12,0.49617302,0.92871094,0.47088802
35.5,2.9,1,1,0.06,0.059503675,0.26660156,0.03405021
36.0,2.6,1,1,0.15,0.2939664,-0.21582031,-0.006805569
32.0,2.9,1,1,-0.75,0.009447217,-0.4560547,-0.1544126
39.0,3.3,1,1,1.06,0.21341908,0.21777344,0.30118713
37.0,2.9,0,1,-0.18,0.0730077,0.24316406,0.11884069
44.0,3.2,1,1,2.33,0.346305,0.74902344,0.3956548
34.0,3.1,1,1,-0.4,0.062496305,-0.047851562,0.022840515
41.0,3.7,0,1,0.74,0.4893571,0.6923828,0.45056933
37.0,3.3,1,1,0.41,0.13186848,0.0107421875,0.24558961
31.0,3.6,0,1,0.58,0.022718549,-0.07519531,0.10272415
38.0,3.4,1,1,-0.3,0.21318829,0.3173828,0.29950643
43.0,2.5,1,1,0.05,0.54436123,0.8251953,0.251571
46.0,3.0,0,1,0.52,0.45937073,0.5888672,0.38908347
33.0,3.4,1,1,0.28,0.127823,-0.11816406,0.103465095
39.0,3.5,1,1,2.36,0.2986127,0.39257812,0.3569394
42.0,2.4,0,1,-0.25,0.17275059,0.36914062,0.20070842
40.0,3.2,0,1,0.29,0.12634099,0.3046875,0.3068251
38.0,3.7,1,1,0.47,0.43818867,0.4453125,0.3893064
34.0,2.8,1,1,-0.03,0.024032712,-0.16113281,-0.06958
28.0,2.1,1,0,-1.32,-1.1292552,-0.78222656,-0.35344654
43.0,3.1,1,1,1.59,0.36026776,0.48339844,0.35688537
33.0,3.6,0,1,0.89,0.15988934,0.0703125,0.19481021
31.0,3.5,0,1,0.41,0.040530324,0.0126953125,0.044364557
44.0,3.7,1,1,1.42,0.180174,0.4111328,0.49183702
41.0,3.8,1,1,-0.28,0.48786747,0.92871094,0.47088802
28.0,2.3,1,1,0.75,-0.0872401,-1.0009766,-0.35555804
44.0,3.8,0,1,0.78,0.45508587,0.3876953,0.5064985
45.0,3.6,0,1,-0.78,0.3258325,0.5185547,0.48576975
37.0,4.0,1,1,0.48,0.8112947,1.4023438,0.44712397
32.5,2.0,1,1,-1.06,-0.5290526,-3.3603516,-0.2186181
34.0,3.2,1,1,1.97,0.09871495,-0.045898438,0.068860784
41.0,3.4,0,1,-0.11,0.20011437,0.17871094,0.37992638
38.0,2.9,1,1,0.4,0.046476483,0.08300781,0.16334273
36.0,2.9,1,1,0.1,0.043821454,0.31152344,0.06503199
42.0,3.7,0,1,-1.52,0.37370598,0.49902344,0.46777385
32.0,2.7,0,1,0.74,-0.3744849,-0.21972656,-0.19496623
44.0,3.0,0,1,-0.72,0.34953892,0.049804688,0.35351288
37.0,3.4,0,1,0.4,0.28228486,0.33007812,0.27139857
48.0,3.8,0,1,-0.18,0.3635198,0.6923828,0.53896
39.0,3.8,1,1,-0.46,0.61872685,0.81347656,0.4347707
35.0,3.1,1,1,-0.03,0.08971608,0.11230469,0.08474378
40.0,3.5,1,1,0.06,0.30451024,0.20996094,0.3825851
30.0,3.2,1,1,0.71,-0.023292422,0.26660156,-0.14426303
43.0,3.9,1,1,-0.46,0.46351063,-0.13574219,0.5130488
42.0,3.8,0,1,0.57,0.3923818,0.63964844,0.48602018
34.0,3.1,0,1,-1.27,0.07248223,-0.047851562,0.022840515
39.0,2.9,1,1,-0.17,0.08498013,0.12597656,0.20030457
33.0,3.5,1,1,0.57,0.18051922,-0.099609375,0.15109669
38.0,3.6,0,1,0.74,0.5232755,0.56933594,0.36011744
40.0,3.3,1,1,-0.24,0.26529324,0.32910156,0.33044904
36.0,3.1,0,1,-0.83,0.054081082,0.19628906,0.13763139
35.0,3.5,0,1,-0.05,0.038781285,0.23242188,0.23731998
38.0,2.9,1,1,0.65,0.04647267,0.07128906,0.16334273
34.5,3.1,1,1,0.8,0.09231579,0.018554688,0.05137539
42.0,3.8,0,1,-0.16,0.3923837,0.64160156,0.48602018
40.0,3.1,1,1,1.62,0.26446736,0.20019531,0.2847073
44.0,4.0,1,1,3.17,0.78341496,1.5048828,0.5352075
37.7,3.3,1,1,-0.92,0.16156018,0.024414062,0.2620519
42.0,2.6,1,1,0.7,0.48669064,0.9736328,0.24239524
32.0,3.6,0,1,0.41,0.1331054,0.08886719,0.15042126
40.0,3.0,1,1,-0.29,0.14046681,0.2626953,0.26441747
35.0,2.7,1,1,0.39,0.13921368,-0.10839844,-0.037525713
40.0,3.0,0,1,-0.11,0.38940632,0.2626953,0.26441747
38.0,3.0,0,1,0.73,0.16139042,0.20214844,0.19245541
35.0,3.4,1,1,0.26,0.09662449,0.2265625,0.19407837
34.0,3.4,0,1,0.13,-0.076306224,-0.0048828125,0.15546
36.0,2.9,1,1,-0.63,0.043821454,0.31152344,0.06503199
38.0,3.4,1,1,-1.55,0.21318829,0.3173828,0.29950643
41.0,3.5,0,1,0.46,0.31709683,0.059570312,0.40554345
31.0,2.2,1,1,-0.46,-0.32160938,-1.1025391,-0.2719937
47.0,3.8,1,1,-0.58,0.527382,0.043945312,0.5286918
44.0,3.5,0,1,1.06,0.28092206,0.22167969,0.4567599
