LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.32,0.91236126,1.1704102,0.47592974
46.0,3.2,1,1,-0.3,0.3738042,0.26513672,0.39823103
25.0,3.6,1,1,-0.64,-0.5443934,-0.8256836,-0.2651565
37.0,2.9,1,1,-0.75,0.033950925,0.123535156,0.06873055
35.0,3.7,0,1,-0.49,0.3060981,0.30615234,0.22410384
37.0,3.8,1,1,0.72,0.45185673,0.3022461,0.3110573
44.0,3.9,1,1,-1.08,0.27090275,-0.04638672,0.4786957
39.0,3.1,1,1,-0.63,0.2336446,0.21777344,0.15965927
36.0,3.6,1,1,0.75,0.29160893,0.38134766,0.22265065
33.0,3.2,1,1,0.89,0.063186765,-0.019042969,-0.077605054
35.0,3.4,0,1,0.99,-0.067684054,0.09716797,0.12184501
43.0,3.1,1,1,0.49,0.36026776,0.4086914,0.2965067
31.0,3.8,1,1,-0.17,0.15502179,-0.032714844,0.1278748
33.0,3.3,0,1,-0.2,-0.010167003,-0.111816406,-0.022654265
40.0,3.2,1,1,0.87,0.27918637,0.35205078,0.22561131
44.0,3.3,1,1,0.23,0.3662759,0.3774414,0.37514108
38.0,2.9,1,1,-0.36,0.046476483,0.123535156,0.108191594
33.0,3.8,0,1,-0.28,0.2275821,0.4819336,0.19144896
40.0,3.6,0,1,0.93,0.5342094,0.4399414,0.3492841
41.0,3.7,1,1,-0.44,0.487198,0.62158203,0.3967563
33.0,2.9,1,1,0.69,0.045318723,-0.20703125,-0.19529165
45.0,3.8,1,1,0.31,0.033800244,0.21923828,0.48333466
24.0,3.3,0,0,-1.24,-1.0658778,-0.9897461,-0.408903
39.0,2.6,1,1,-0.34,0.18040669,0.20458984,0.070204526
36.0,3.5,1,1,0.91,0.2545339,0.23242188,0.18442667
35.0,3.1,1,1,-1.04,0.08971608,-0.0024414062,0.031717464
38.0,3.5,1,1,1.04,0.2937795,0.32861328,0.25119534
29.0,3.6,0,0,-0.22,-0.55216587,-0.26611328,-0.10600899
45.0,3.6,1,1,1.58,0.25130856,0.32373047,0.45588505
36.0,3.7,0,1,-0.73,0.4663564,0.33544922,0.24945056
39.0,3.5,1,1,0.34,0.2986127,0.32080078,0.28458416
