LSAT,UGPA,sex,race,ZFYA,AL_prediction,GL_prediction,GD_prediction
43.0,4.0,1,1,2.3530935213535926,1.3487644,1.45539,0.18661344
46.0,3.2,1,1,-0.48127468860864375,0.29531002,0.24011898,0.12367513
25.0,3.6,1,1,-0.8490934639472547,-0.46031952,-0.37377262,-0.118037604
37.0,2.9,1,1,-0.96809365596857,-0.09649563,-0.087944984,-0.071785025
35.0,3.7,0,1,-0.6868204748272793,0.24099445,0.18558407,0.069524094
37.0,3.8,1,1,0.6221816374071887,0.42926502,0.33066463,0.12586804
44.0,3.9,1,1,-1.3250942320325159,0.16993618,0.24768734,0.1827038
39.0,3.1,1,1,-0.8382752646725896,0.28433132,0.07910824,-0.026952669
36.0,3.6,1,1,0.6546362352311837,0.12715244,0.19373226,0.045235638
33.0,3.2,1,1,0.8060910250764941,-0.14938068,-0.16237736,-0.07031565
35.0,3.4,0,1,0.9142730178231443,-0.28706646,-0.07695866,-0.010296628
43.0,3.1,1,1,0.3733630540898931,0.433465,0.29004574,0.05446744
31.0,3.8,1,1,-0.3406380980379985,0.25324535,-0.11493778,0.019755423
33.0,3.3,0,1,-0.37309269586199356,-0.38450527,-0.17018986,-0.060342774
40.0,3.2,1,1,0.784454626527164,0.21290874,0.10065365,0.030249424
44.0,3.3,1,1,0.0920898729486025,0.38803005,0.10797787,0.11827159
38.0,2.9,1,1,-0.546183884256634,-0.065211296,0.0016546249,-0.06370074
33.0,3.8,0,1,-0.45963829005931384,-0.043168068,0.33228207,0.059117854
40.0,3.6,0,1,0.8493638221751543,0.6028843,0.479743,0.10826874
41.0,3.7,1,1,-0.6327294784539541,0.4683199,0.45258236,0.14364177
33.0,2.9,1,1,0.5897270395831935,-0.27527905,-0.351861,-0.11480055
45.0,3.8,1,1,0.17863546714592268,0.047938347,-0.0037164688,0.18020307
24.0,3.3,0,0,-1.498185420427156,-1.5631661,-1.2445459,-0.17044573
39.0,2.6,1,1,-0.5245474857073039,-0.08930683,0.006293297,-0.08060982
36.0,3.5,1,1,0.8277274236258242,0.15433407,0.16510677,0.02988851
35.0,3.1,1,1,-1.2818214349338557,-0.25233555,-0.25859928,-0.07284769
38.0,3.5,1,1,0.9683640141964694,0.21508312,0.39331722,0.06785891
29.0,3.6,0,0,-0.3947290944113236,-0.3121748,-0.510026,-0.06326374
45.0,3.6,1,1,1.5525467750283808,0.04062748,0.13080502,0.15740037
36.0,3.7,0,1,-0.9464572574192399,0.27263546,0.21622372,0.08551514
39.0,3.5,1,1,0.21109006496991778,0.32779503,0.4314642,0.08444719
40.0,3.2,1,1,0.8601820214498191,0.21290874,0.10065365,0.030249424
36.0,3.5,1,1,0.6005452388578586,0.15433407,0.16510677,0.02988851
33.5,3.5,0,1,0.048817075849942396,-0.0068044662,-0.15783024,-0.012809517
34.0,3.7,1,1,-0.557002083531299,0.1119833,0.14368343,0.0496346
48.0,3.4,1,1,0.7952728258018291,0.4525423,0.7179632,0.18757294
44.0,3.6,1,1,0.3625448548152281,0.15065289,0.17212582,0.14974806
24.0,3.2,1,1,-0.7625478697499345,-0.39166546,-1.0877619,-0.18451811
31.0,2.7,1,1,-1.8876405943150971,-0.33692455,-0.54679203,-0.17246944
40.0,3.8,0,1,1.0981824054924496,0.2660532,0.47858334,0.14950384
29.0,3.3,0,1,-0.124274112544698,-0.18059635,-0.27987003,-0.11017529
36.0,3.1,1,1,0.1353626700472626,-0.123963356,-0.2202692,-0.064418375
40.0,3.0,0,1,2.2665479271562727,0.14452744,0.17621517,-0.017355898
47.0,4.0,0,1,0.05963527512460743,0.91706276,0.65882015,0.19867645
27.5,3.1,0,1,-1.0113664530672302,-0.19714928,-0.5351343,-0.17167653
38.0,3.2,1,1,-0.5678202828059641,0.16294575,0.018744469,-0.008099979
45.0,3.0,1,1,0.45990864828721323,-0.018532753,0.4295721,0.074627675
41.0,3.7,1,1,1.0224550105697947,0.4683199,0.45258236,0.14364177
24.0,3.4,0,0,-0.557002083531299,-1.370852,-1.1416101,-0.15604135
46.0,4.0,0,1,0.773636427252499,1.0629244,1.4767523,0.19597413
36.0,2.5,1,1,-1.3467306305818458,0.40689373,-0.26415348,-0.12432955
39.0,3.6,1,1,1.585001372852376,0.253767,0.4754095,0.09474701
42.0,3.2,1,1,1.4876375793803907,0.24005985,0.08527279,0.06729866
35.0,3.5,1,1,0.027180677300612358,0.019392967,0.026129723,0.010968979
27.0,2.4,1,1,-1.1952758407365354,-0.16969585,-0.6957331,-0.2411044
27.0,2.7,1,1,0.17863546714592268,-0.05753231,-0.5836725,-0.21783055
42.0,3.1,1,1,1.3794555866337403,0.41164112,0.260993,0.03394926
36.0,3.0,1,1,-0.6976386741019444,-0.08492756,-0.20055485,-0.07045876
47.0,3.6,1,1,-1.1195484458138802,-0.057627678,-0.08220768,0.17368603
30.5,2.9,0,1,-0.557002083531299,-0.49720478,-0.49601078,-0.15275778
31.5,3.5,0,1,0.8060910250764941,-0.17259121,-0.33254337,-0.037746713
29.0,3.0,1,0,-0.20000150746735318,-1.0245295,-0.48255253,-0.15904872
33.5,3.2,1,1,-1.1195484458138802,-0.119971275,-0.19902897,-0.06668777
32.0,3.1,1,1,-0.557002083531299,-0.04962635,-0.2237482,-0.10614059
36.0,3.7,0,1,-0.21081970674201822,0.27263546,0.21622372,0.08551514
45.0,3.8,1,1,-1.5739128153498114,0.047938347,-0.0037164688,0.18020307
34.0,3.6,0,1,0.3409084562658981,0.14062977,-0.05877018,0.0063372287
36.0,3.9,0,1,0.33009025699123307,0.81465816,0.4274969,0.13460708
38.0,2.8,0,1,-1.1411848443632102,-0.22477055,-0.017083168,-0.07293441
39.0,3.1,1,1,1.8121835576203413,0.28433132,0.07910824,-0.026952669
33.0,3.8,1,1,-0.3081835002140035,0.2929964,0.33228207,0.059117854
43.0,2.9,0,1,0.07045347439927244,0.3809538,0.30951595,0.021337597
34.5,2.9,0,1,-0.016092119798047748,-0.1844511,-0.28209782,-0.09444746
40.0,3.1,0,1,-0.546183884256634,0.12795639,0.16333675,-0.004353994
37.0,3.6,1,1,1.5092739779297206,0.27048492,0.31696224,0.06364582
35.0,3.5,1,1,0.6546362352311837,0.019392967,0.026129723,0.010968979
35.0,3.7,0,1,-1.6171856124484716,0.24099445,0.18558407,0.069524094
38.0,2.4,1,1,1.3361827895350802,0.07867718,0.11789608,-0.10639515
37.0,3.5,1,1,-0.5137292864326388,0.24255466,0.29975033,0.050324615
36.0,3.3,1,1,1.22800079678843,-0.04358387,-0.09844303,-0.015819004
31.0,3.1,0,1,-0.546183884256634,-0.34359837,-0.2610407,-0.11965096
18.0,3.0,0,0,-0.20000150746735318,-0.8499384,-1.2902308,-0.25232422
32.0,3.2,1,1,1.0873642062177846,-0.1874876,-0.1051569,-0.08153304
31.0,3.7,1,1,-0.9464572574192399,0.23415089,-0.38106632,-0.0030871686
35.0,3.5,1,1,0.8060910250764941,0.019392967,0.026129723,0.010968979
31.5,2.8,1,1,-0.4920928878833088,-0.28569126,-0.5066614,-0.15208991
35.0,3.3,0,1,-1.5522764168004812,-0.2995224,-0.18663883,-0.031665497
33.0,3.0,0,1,0.1029080722232675,-0.17851925,-0.2633295,-0.09991638
37.0,3.2,0,1,1.3145463909857504,-0.04434204,-0.09313297,-0.028473271
41.0,2.3,1,1,0.5356360432098685,0.42300892,0.60065365,-0.07758073
41.0,3.4,0,1,0.9683640141964694,-0.08440781,0.16339779,0.09717845
32.0,3.5,0,1,0.24354466279391282,-0.10221195,-0.29879093,-0.03138255
41.0,3.2,0,1,0.8385456229004892,-0.20535183,0.08673763,0.046424776
32.5,2.8,1,1,-0.6435476777286192,-0.21190166,-0.47017765,-0.13776778
40.0,3.5,1,1,1.2929099924364202,0.3652792,0.40827084,0.10072191
41.0,3.8,0,1,-0.026910319072712782,0.26695156,0.38220882,0.15712285
35.5,2.9,1,1,-0.09181951472070293,-0.16491604,-0.2195673,-0.08217752
36.0,2.6,1,1,0.00554427875128229,0.2092619,-0.3002863,-0.111416295
32.0,2.9,1,1,-0.96809365596857,-0.29977703,-0.4051752,-0.1306061
39.0,3.3,1,1,0.9900004127457995,0.25106144,0.16217709,0.033361472
37.0,2.9,0,1,-0.3514562973126635,-0.059168816,-0.087944984,-0.071785025
44.0,3.2,1,1,2.363911720628258,0.42133617,0.16699886,0.09974575
34.0,3.1,1,1,-0.5894566813552942,-0.34585285,-0.24923038,-0.08123051
41.0,3.7,0,1,0.6438180359565188,0.4622717,0.45258236,0.14364177
37.0,3.3,1,1,0.28681745989257296,0.012124062,0.031378746,-0.0007433384
31.0,3.6,0,1,0.47072684756187827,-0.1851654,-0.4155512,-0.031988103
38.0,3.4,1,1,-0.48127468860864375,0.14901924,0.28046322,0.040672343
43.0,2.5,1,1,-0.10263771399536795,0.5185194,0.23377132,-0.04125884
46.0,3.0,0,1,0.4058176519138882,0.5322876,0.58954525,0.08965822
33.0,3.4,1,1,0.14618086932192764,-0.111086845,-0.19765568,-0.03964912
39.0,3.5,1,1,2.396366318452253,0.32779503,0.4314642,0.08444719
42.0,2.4,0,1,-0.4271836922353187,0.24178505,0.46405697,-0.060404304
