age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9207443,0.0,0.97785366,0,0.9659014
27,2,1,3,2,1,0,40,0.0,0.0,0.91646266,0.0,0.9297576,0,0.97294056
25,2,0,1,3,1,1,40,0.0,0.0,0.8054788,1.0,0.35956454,0,0.6170209
46,2,6,1,0,0,1,40,0.0,0.0,0.83610773,0.0,0.5921339,0,0.76865345
45,2,6,0,0,1,1,76,1.0,0.0,0.9502222,0.0,0.86854005,0,0.9638169
29,2,1,1,2,1,1,75,0.0,1.0,0.29802144,1.0,0.23953563,1,0.047810458
42,0,3,2,4,0,0,60,0.0,0.0,0.9410057,0.0,0.95450395,0,0.9667313
34,2,7,0,5,1,0,50,0.0,0.0,0.8602613,0.0,0.97088087,0,0.96388197
60,0,0,0,2,1,1,40,1.0,0.0,0.8779968,0.0,0.71670055,0,0.7699599
19,2,7,3,5,1,0,40,0.0,0.0,0.995137,0.0,0.99146277,0,0.97053415
21,2,0,3,5,1,0,8,0.0,0.0,0.9980487,0.0,0.99687046,0,0.96719456
31,2,4,3,2,1,0,46,0.0,0.0,0.76264805,0.0,0.93583006,0,0.82567203
53,2,4,1,5,1,1,45,1.0,1.0,0.11837685,1.0,0.34564298,0,0.77683556
35,1,3,1,1,1,0,25,0.0,0.0,0.8358559,0.0,0.82390314,0,0.83968437
51,0,4,0,5,1,0,40,0.0,0.0,0.67600644,0.0,0.50115216,0,0.96120477
31,0,1,0,4,1,1,50,1.0,0.0,0.79943883,0.0,0.7762489,0,0.96271837
37,2,7,1,0,1,1,52,0.0,0.0,0.5621257,0.0,0.59339416,0,0.77230763
29,2,2,1,2,0,1,60,0.0,1.0,0.32132703,1.0,0.31036955,1,0.018643487
68,1,3,1,1,1,1,15,0.0,0.0,0.8060342,0.0,0.6759277,0,0.79296035
24,2,3,1,0,1,1,40,0.0,0.0,0.90753806,0.0,0.90162736,0,0.83293974
46,2,6,2,0,1,0,40,0.0,0.0,0.99528563,0.0,0.94524586,0,0.951645
53,2,7,1,0,0,1,40,1.0,0.0,0.6534295,0.0,0.5960074,0,0.7749457
54,2,7,1,2,1,1,40,1.0,1.0,0.36693698,1.0,0.44035006,0,0.68536025
21,2,7,3,0,1,1,55,0.0,0.0,0.9827736,0.0,0.9792245,0,0.9669075
56,2,2,1,2,1,1,50,0.0,1.0,0.10150182,1.0,0.30823863,1,0.018532794
35,3,5,1,2,1,1,65,1.0,1.0,0.090322256,1.0,0.31887364,1,0.01924144
46,2,7,1,5,1,1,40,0.0,1.0,0.38116306,0.0,0.538801,0,0.7918803
36,3,7,0,3,1,0,35,0.0,0.0,0.93738383,0.0,0.9745236,0,0.9625806
20,2,7,3,0,1,0,40,0.0,0.0,0.99569607,0.0,0.9843459,0,0.9707282
29,2,3,3,0,1,1,40,0.0,0.0,0.97502357,0.0,0.9769736,0,0.9670274
37,2,7,0,4,0,0,40,0.0,0.0,0.96987385,0.0,0.978428,0,0.96500623
17,2,6,3,0,1,1,16,0.0,0.0,0.9999993,0.0,0.99940044,0,0.9687117
32,2,3,0,0,1,0,38,0.0,0.0,0.9773168,0.0,0.96206367,0,0.96667105
23,2,3,3,5,1,1,40,0.0,0.0,0.9873254,0.0,0.9832447,0,0.9737437
45,3,4,0,3,1,0,42,1.0,0.0,0.6313599,0.0,0.7026278,0,0.765237
26,2,3,3,0,1,1,40,0.0,0.0,0.9832479,0.0,0.9792871,0,0.9670389
31,2,3,0,4,1,0,99,1.0,0.0,0.921377,0.0,0.8501363,0,0.9675174
79,2,7,1,2,1,1,20,0.0,1.0,0.4795733,0.0,0.5961355,0,0.7586589
49,2,3,0,4,1,0,40,0.0,0.0,0.9609581,0.0,0.9638867,0,0.96900195
42,2,1,1,3,1,1,40,1.0,1.0,0.29597884,1.0,0.3207876,1,0.1283138
67,2,4,1,3,1,1,30,1.0,1.0,0.30367076,0.0,0.62604004,1,0.37188107
35,2,2,1,5,1,1,45,1.0,1.0,0.1448803,1.0,0.23065746,1,0.10390715
44,2,1,0,5,1,1,50,1.0,0.0,0.6957933,0.0,0.58028567,0,0.96145904
