sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
1,28,0,1,0,0,0,5,0,0.0,1.0,0.3571368,1.0,0.2945602,1,0.13390294
1,26,0,1,0,0,0,1,0,0.0,1.0,0.49181354,0.0,0.7321308,1,0.37752694
1,37,0,1,0,0,0,9,0,0.0,1.0,0.33711755,1.0,0.3150156,1,0.15718877
1,26,0,1,0,0,0,2,0,1.0,1.0,0.43140888,0.0,0.5044051,1,0.26752314
1,30,0,1,4,0,0,12,0,1.0,1.0,0.22412103,1.0,0.30283064,1,0.045031466
1,32,0,1,1,0,0,2,1,1.0,1.0,0.3291183,1.0,0.23036289,1,0.09052477
0,24,2,1,0,0,0,2,0,1.0,1.0,0.46257442,1.0,0.359572,1,0.1816533
0,21,2,1,0,0,0,0,1,0.0,1.0,0.47651255,0.0,0.5936096,0,0.7308648
1,57,1,0,0,0,0,1,0,0.0,0.0,0.80031496,0.0,0.79268193,0,0.89956063
1,28,0,1,0,0,0,0,1,1.0,0.0,0.6357047,0.0,0.69907284,0,0.9318791
0,20,2,1,0,0,1,0,1,1.0,1.0,0.24135709,1.0,0.4627552,1,0.4412345
1,31,0,0,0,0,0,8,1,0.0,1.0,0.3388672,1.0,0.38383675,1,0.21879199
1,26,0,0,0,0,0,0,1,0.0,0.0,0.6218085,0.0,0.68179595,0,0.9228692
1,47,1,1,0,0,0,5,0,0.0,0.0,0.5914699,0.0,0.5520408,0,0.51391864
1,44,0,0,0,0,0,4,1,0.0,0.0,0.5760072,0.0,0.676234,0,0.677578
1,29,0,0,0,0,0,0,1,0.0,0.0,0.68677783,0.0,0.7071743,0,0.93511856
1,27,0,1,0,0,0,4,0,1.0,1.0,0.37148172,1.0,0.31171805,1,0.14645086
1,28,0,1,0,0,0,0,1,0.0,0.0,0.6357047,0.0,0.69907284,0,0.9318791
1,23,2,1,0,0,0,2,0,1.0,1.0,0.35478896,1.0,0.30094522,1,0.14887343
1,35,0,1,0,0,0,6,0,1.0,1.0,0.40871483,1.0,0.37121367,1,0.19474114
1,30,0,0,0,0,0,0,1,0.0,0.0,0.7038055,0.0,0.7163489,0,0.93826574
1,28,0,1,0,0,0,0,1,0.0,0.0,0.6357047,0.0,0.69907284,0,0.9318791
1,28,0,1,0,0,0,1,1,1.0,0.0,0.53102326,0.0,0.5885717,0,0.63601077
0,27,0,0,0,0,0,2,0,0.0,1.0,0.4957776,0.0,0.6168915,1,0.36333695
1,32,0,1,0,0,0,8,0,1.0,1.0,0.32574058,1.0,0.27231717,1,0.12777978
0,24,2,1,0,0,0,0,0,1.0,0.0,0.6548776,0.0,0.6006589,0,0.7561205
