age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.92075,0.0,0.87456435,0,0.88839185
27,2,1,3,2,1,0,40,0.0,0.0,0.91645044,0.0,0.9328516,0,0.8781269
25,2,0,1,3,1,1,40,0.0,0.0,0.80545604,0.0,0.6253742,1,0.20012027
46,2,6,1,0,0,1,40,0.0,0.0,0.83613276,0.0,0.7212633,0,0.7645205
45,2,6,0,0,1,1,76,1.0,0.0,0.9502157,0.0,0.76680696,0,0.8206628
29,2,1,1,2,1,1,75,0.0,1.0,0.29793894,1.0,0.3279956,0,0.7253827
42,0,3,2,4,0,0,60,0.0,0.0,0.94103193,1.0,0.28244567,0,0.86613065
34,2,7,0,5,1,0,50,0.0,0.0,0.86027336,0.0,0.87390316,0,0.881305
60,0,0,0,2,1,1,40,1.0,0.0,0.8779515,1.0,0.35459167,0,0.5034966
19,2,7,3,5,1,0,40,0.0,0.0,0.9951351,0.0,0.8912051,0,0.89453524
21,2,0,3,5,1,0,8,0.0,0.0,0.998047,0.0,0.9806922,0,0.9015117
31,2,4,3,2,1,0,46,0.0,0.0,0.7626261,0.0,0.6091453,0,0.9134412
53,2,4,1,5,1,1,45,1.0,1.0,0.11837435,1.0,0.369846,0,0.7373625
35,1,3,1,1,1,0,25,0.0,0.0,0.8358216,0.0,0.98692316,0,0.87109196
51,0,4,0,5,1,0,40,0.0,0.0,0.67598516,0.0,0.77012855,0,0.9112452
31,0,1,0,4,1,1,50,1.0,0.0,0.79949045,0.0,0.8212386,0,0.8301345
37,2,7,1,0,1,1,52,0.0,0.0,0.5621382,0.0,0.5260746,0,0.8566842
29,2,2,1,2,0,1,60,0.0,1.0,0.32128763,1.0,0.3695352,1,0.011389219
68,1,3,1,1,1,1,15,0.0,0.0,0.80596787,0.0,0.947818,0,0.85631585
24,2,3,1,0,1,1,40,0.0,0.0,0.9075156,0.0,0.74688506,0,0.83591515
46,2,6,2,0,1,0,40,0.0,0.0,0.9952842,0.0,0.99994415,0,0.82756513
53,2,7,1,0,0,1,40,1.0,0.0,0.65339875,0.0,0.5680021,0,0.84432834
54,2,7,1,2,1,1,40,1.0,1.0,0.3669777,0.0,0.8361146,0,0.88915795
21,2,7,3,0,1,1,55,0.0,0.0,0.98277223,0.0,0.89598835,0,0.85520524
56,2,2,1,2,1,1,50,0.0,1.0,0.10151398,1.0,0.19556284,1,0.047969304
35,3,5,1,2,1,1,65,1.0,1.0,0.090310216,1.0,0.21707368,1,0.0048707672
46,2,7,1,5,1,1,40,0.0,1.0,0.3811062,0.0,0.5416871,0,0.85783625
36,3,7,0,3,1,0,35,0.0,0.0,0.9373965,0.0,0.95430934,0,0.86923224
20,2,7,3,0,1,0,40,0.0,0.0,0.9956948,0.0,0.8935621,0,0.8888964
29,2,3,3,0,1,1,40,0.0,0.0,0.9750235,0.0,0.8913817,0,0.81241083
37,2,7,0,4,0,0,40,0.0,0.0,0.9698749,0.0,0.87635493,0,0.88145405
17,2,6,3,0,1,1,16,0.0,0.0,0.9999993,0.0,0.9998112,0,0.8871933
32,2,3,0,0,1,0,38,0.0,0.0,0.97731,0.0,0.98042697,0,0.87306213
23,2,3,3,5,1,1,40,0.0,0.0,0.9873214,0.0,0.88939685,0,0.84549654
45,3,4,0,3,1,0,42,1.0,0.0,0.6313983,0.0,0.56948483,0,0.92039675
26,2,3,3,0,1,1,40,0.0,0.0,0.98324704,0.0,0.901357,0,0.81401145
31,2,3,0,4,1,0,99,1.0,0.0,0.9212789,0.0,0.8357196,0,0.84736
79,2,7,1,2,1,1,20,0.0,1.0,0.4794532,0.0,0.8530487,0,0.89476
49,2,3,0,4,1,0,40,0.0,0.0,0.960955,0.0,0.96639115,0,0.90140563
42,2,1,1,3,1,1,40,1.0,1.0,0.29595035,1.0,0.18752205,0,0.7501902
67,2,4,1,3,1,1,30,1.0,1.0,0.30357665,0.0,0.507789,1,0.26620024
35,2,2,1,5,1,1,45,1.0,1.0,0.1448859,1.0,0.3593399,0,0.75554585
44,2,1,0,5,1,1,50,1.0,0.0,0.6958271,0.0,0.69064045,0,0.83128333
31,2,3,1,0,1,1,40,0.0,0.0,0.8246616,0.0,0.7848666,0,0.8231602
