sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
1,28,0,1,0,0,0,5,0,0.0,1.0,0.35712987,1.0,0.24840593,1,0.05112752
1,26,0,1,0,0,0,1,0,0.0,1.0,0.49181783,0.0,0.7029499,0,0.55647635
1,37,0,1,0,0,0,9,0,0.0,1.0,0.3371073,1.0,0.31441993,1,0.061231725
1,26,0,1,0,0,0,2,0,1.0,1.0,0.43141013,1.0,0.48900414,1,0.17807633
1,30,0,1,4,0,0,12,0,1.0,1.0,0.22411048,1.0,0.1735645,1,0.030182218
1,32,0,1,1,0,0,2,1,1.0,1.0,0.3291148,1.0,0.15489626,1,0.13281213
0,24,2,1,0,0,0,2,0,1.0,1.0,0.46258646,1.0,0.34052086,1,0.0414512
0,21,2,1,0,0,0,0,1,0.0,1.0,0.4765178,0.0,0.66422844,0,0.84274393
1,57,1,0,0,0,0,1,0,0.0,0.0,0.8003119,0.0,0.76594406,0,0.9366504
1,28,0,1,0,0,0,0,1,1.0,0.0,0.63570213,0.0,0.67954487,0,0.94804615
0,20,2,1,0,0,1,0,1,1.0,1.0,0.24132639,1.0,0.49042046,1,0.084513634
1,31,0,0,0,0,0,8,1,0.0,1.0,0.33885908,1.0,0.3577165,1,0.08640987
1,26,0,0,0,0,0,0,1,0.0,0.0,0.6218058,0.0,0.65078545,0,0.9464185
1,47,1,1,0,0,0,5,0,0.0,0.0,0.59147394,0.0,0.55051017,0,0.75278366
1,44,0,0,0,0,0,4,1,0.0,0.0,0.57600975,0.0,0.6529863,0,0.84887195
1,29,0,0,0,0,0,0,1,0.0,0.0,0.68677425,0.0,0.6914284,0,0.9485194
1,27,0,1,0,0,0,4,0,1.0,1.0,0.3714779,1.0,0.27606213,1,0.05641084
1,28,0,1,0,0,0,0,1,0.0,0.0,0.63570213,0.0,0.67954487,0,0.94804615
1,23,2,1,0,0,0,2,0,1.0,1.0,0.35479528,1.0,0.364448,1,0.03186238
1,35,0,1,0,0,0,6,0,1.0,1.0,0.40870428,1.0,0.3928935,1,0.10496967
1,30,0,0,0,0,0,0,1,0.0,0.0,0.7038014,0.0,0.7035119,0,0.94892746
1,28,0,1,0,0,0,0,1,0.0,0.0,0.63570213,0.0,0.67954487,0,0.94804615
1,28,0,1,0,0,0,1,1,1.0,0.0,0.53102076,0.0,0.6509603,0,0.8155363
0,27,0,0,0,0,0,2,0,0.0,1.0,0.49578303,0.0,0.558803,1,0.4564802
1,32,0,1,0,0,0,8,0,1.0,1.0,0.32572877,1.0,0.25301594,1,0.048713148
0,24,2,1,0,0,0,0,0,1.0,0.0,0.6548696,0.0,0.5950669,0,0.90525764
1,28,0,0,0,0,0,8,0,1.0,1.0,0.28276062,1.0,0.1752497,1,0.04011342
0,39,0,1,0,0,0,3,0,1.0,0.0,0.58007294,0.0,0.5802976,0,0.79980326
1,22,2,0,0,0,1,1,0,0.0,0.0,0.57735384,1.0,0.3758142,1,0.019181458
1,39,0,0,0,0,0,1,0,0.0,0.0,0.66748583,0.0,0.7080621,0,0.8671136
1,29,0,1,0,0,0,0,0,0.0,0.0,0.70694053,0.0,0.6579754,0,0.9462663
0,45,1,0,0,0,0,0,1,0.0,0.0,0.8647464,0.0,0.85433817,0,0.9517287
0,26,0,1,0,0,0,1,1,0.0,0.0,0.5568594,0.0,0.6815493,0,0.8359112
0,45,1,0,0,0,0,1,1,0.0,0.0,0.75942826,0.0,0.7546913,0,0.9408227
1,52,1,0,0,0,0,1,0,0.0,0.0,0.7632206,0.0,0.755964,0,0.92694074
1,51,1,1,0,0,0,1,0,0.0,0.0,0.7238482,0.0,0.75349164,0,0.9245438
0,29,0,0,0,0,0,1,0,1.0,0.0,0.5822432,0.0,0.6409217,0,0.809962
1,31,0,1,0,0,0,13,1,1.0,1.0,0.2958271,1.0,0.23809266,1,0.04542026
1,47,1,0,0,0,0,0,1,0.0,0.0,0.83537245,0.0,0.84538454,0,0.9514829
1,21,2,0,0,0,0,0,0,0.0,0.0,0.55364364,1.0,0.4087882,0,0.508766
1,43,0,1,0,0,0,7,0,0.0,1.0,0.43042755,1.0,0.43669486,1,0.18168046
1,21,2,0,0,0,0,1,0,0.0,1.0,0.33275586,1.0,0.41693842,1,0.031115485
1,20,2,1,1,0,0,1,0,1.0,1.0,0.1379785,1.0,0.09478104,1,0.023299767
0,42,0,0,0,0,0,3,0,0.0,0.0,0.5810438,0.0,0.6459987,0,0.83550984
0,42,0,1,0,0,0,2,1,0.0,0.0,0.76658016,0.0,0.73326206,0,0.9107026
0,32,0,1,0,0,0,0,0,0.0,0.0,0.7360066,0.0,0.7312802,0,0.94953436
1,36,0,0,0,0,0,9,1,1.0,1.0,0.37396055,1.0,0.42627674,1,0.1325843
1,63,1,1,0,0,0,1,0,0.0,0.0,0.7758873,0.0,0.7855223,0,0.9427376
0,28,0,1,0,0,0,3,0,1.0,1.0,0.4647436,1.0,0.49787343,1,0.24824671
1,55,1,0,0,0,0,0,0,0.0,0.0,0.9052322,0.0,0.85263175,0,0.9514945
1,24,2,0,0,0,2,1,0,0.0,0.0,0.6718,1.0,0.38426125,1,0.019373527
1,62,1,1,0,0,0,15,0,0.0,1.0,0.46925515,1.0,0.3421883,1,0.46006903
1,30,0,1,0,0,0,0,0,0.0,0.0,0.72003996,0.0,0.6687099,0,0.9470758
0,61,1,1,0,0,0,1,0,1.0,0.0,0.7693088,0.0,0.81560826,0,0.94588375
0,32,0,1,0,0,0,1,0,0.0,0.0,0.62217575,0.0,0.7074126,0,0.85851085
1,34,0,1,0,0,0,8,1,0.0,1.0,0.43837005,1.0,0.430102,1,0.13795485
1,23,2,1,0,0,0,1,1,1.0,1.0,0.37680072,0.0,0.50212574,1,0.089568004
1,43,0,1,0,0,0,1,0,1.0,0.0,0.7186035,0.0,0.7182765,0,0.88166857
0,28,0,0,0,0,0,0,0,1.0,0.0,0.72418654,0.0,0.69258255,0,0.94814974
1,27,0,1,0,0,0,13,1,1.0,1.0,0.23742992,1.0,0.15716362,1,0.038748927
1,29,0,1,0,0,0,4,0,1.0,1.0,0.40950328,1.0,0.3456717,1,0.08060279
1,20,2,0,0,0,0,0,1,1.0,1.0,0.35969162,1.0,0.3993665,1,0.43271032
1,26,0,1,0,0,0,6,1,0.0,1.0,0.3306169,1.0,0.25996327,1,0.055649452
1,51,1,0,0,0,0,3,0,0.0,0.0,0.6713822,0.0,0.6927679,0,0.88594955
1,40,0,1,0,0,0,0,1,0.0,0.0,0.79273975,0.0,0.771422,0,0.9504636
0,26,0,1,0,0,0,9,1,1.0,1.0,0.36648065,1.0,0.2534083,1,0.048497427
1,59,1,1,0,0,0,5,1,0.0,0.0,0.6702188,0.0,0.7408292,0,0.91940755
0,32,0,0,0,0,0,1,1,1.0,0.0,0.659951,0.0,0.71711755,0,0.8971327
1,38,0,1,0,0,0,7,0,1.0,1.0,0.40152353,1.0,0.40790677,1,0.11359083
1,25,0,1,0,0,0,0,1,1.0,0.0,0.552935,0.0,0.634669,0,0.9449605
1,83,1,1,0,0,0,0,1,0.0,0.0,0.9312249,0.0,0.8923471,0,0.95255524
1,26,0,1,0,0,0,8,0,1.0,1.0,0.24485654,1.0,0.15513074,1,0.036476184
1,19,2,1,0,0,0,1,0,1.0,1.0,0.10915142,1.0,0.13966763,1,0.02276478
1,34,0,0,0,0,1,5,0,1.0,1.0,0.48741782,1.0,0.27261603,1,0.019955928
1,63,1,0,0,0,0,1,0,0.0,0.0,0.83134496,0.0,0.7855223,0,0.9427376
0,29,0,0,0,1,0,10,0,1.0,1.0,0.2807703,1.0,0.33498776,1,0.024786558
0,26,0,1,0,0,0,0,1,0.0,0.0,0.61884916,0.0,0.69912314,0,0.948715
0,27,0,1,0,0,0,0,1,1.0,0.0,0.6413882,0.0,0.7126355,0,0.9491901
1,24,2,1,0,0,2,1,1,1.0,1.0,0.29254156,0.0,0.5418644,1,0.02022115
1,45,1,1,0,0,0,0,1,1.0,0.0,0.7508993,0.0,0.8412179,0,0.95140743
1,29,0,1,0,0,0,2,0,1.0,0.0,0.51140803,0.0,0.5807983,1,0.42700726
0,51,1,0,0,0,0,5,0,0.0,0.0,0.6423851,0.0,0.6036396,0,0.8692198
1,37,0,1,0,0,0,1,0,1.0,0.0,0.68961936,0.0,0.6964086,0,0.8546838
1,25,0,1,0,0,0,0,1,0.0,0.0,0.552935,0.0,0.634669,0,0.9449605
1,48,1,0,0,0,0,0,1,1.0,0.0,0.8410039,0.0,0.84723073,0,0.95151687
1,23,2,1,0,0,0,6,0,1.0,1.0,0.24064887,1.0,0.121187866,1,0.025958557
0,23,2,1,0,0,0,2,0,1.0,1.0,0.41749114,1.0,0.3542484,1,0.035454523
1,29,0,0,0,0,0,1,0,1.0,0.0,0.5920826,0.0,0.601593,0,0.72989327
1,23,2,0,0,0,0,0,1,0.0,0.0,0.56336427,0.0,0.61464924,0,0.8728717
1,33,0,0,0,0,0,0,0,0.0,0.0,0.761877,0.0,0.69730484,0,0.94845194
1,25,0,0,0,0,0,7,1,1.0,1.0,0.25519508,1.0,0.19097334,1,0.043787792
1,55,1,0,0,0,0,0,1,1.0,0.0,0.8826306,0.0,0.86141,0,0.9517915
1,29,0,0,0,0,1,11,0,1.0,1.0,0.30634665,1.0,0.14086401,1,0.018266352
1,28,0,1,0,0,0,3,0,0.0,1.0,0.43609303,1.0,0.4111656,1,0.11915527
1,24,2,1,0,0,0,0,1,0.0,0.0,0.5360855,0.0,0.56146723,0,0.90158623
1,59,1,1,0,0,0,22,0,1.0,1.0,0.35760838,1.0,0.4805379,1,0.16723916
0,53,1,0,0,0,0,1,1,0.0,0.0,0.8015738,0.0,0.7958814,0,0.94549644
1,33,0,1,0,0,0,4,0,1.0,1.0,0.46915388,1.0,0.45514345,1,0.19847158
1,26,0,1,0,1,0,6,1,0.0,1.0,0.35633016,1.0,0.37916374,1,0.027068738
0,22,2,1,0,0,0,2,0,0.0,1.0,0.36664033,1.0,0.3685025,1,0.031778798
1,35,0,1,0,0,0,0,0,0.0,0.0,0.76301515,0.0,0.713397,0,0.9489816
1,21,2,0,0,0,0,1,0,0.0,1.0,0.33275586,1.0,0.41693842,1,0.031115485
1,23,2,0,0,0,0,2,0,0.0,1.0,0.40740466,1.0,0.364448,1,0.03186238
1,25,0,1,0,0,0,5,0,0.0,1.0,0.28894073,1.0,0.18877286,1,0.039141297
1,34,0,1,0,0,0,1,0,0.0,0.0,0.6594677,0.0,0.66388106,0,0.826968
1,38,0,1,1,1,0,9,0,1.0,0.0,0.52115023,1.0,0.39312708,1,0.02627766
1,36,0,1,0,0,0,2,0,0.0,0.0,0.6057321,0.0,0.5822209,0,0.7609938
1,24,2,1,0,0,0,3,0,1.0,1.0,0.35570192,1.0,0.30122393,1,0.031329554
0,23,2,1,0,0,0,0,1,0.0,0.0,0.59304726,0.0,0.57907516,0,0.91990435
1,25,0,0,0,0,0,1,0,0.0,1.0,0.49083346,0.0,0.66676474,1,0.43170756
1,34,0,1,0,0,0,2,1,1.0,0.0,0.61856884,0.0,0.67235553,0,0.8439554
1,46,1,1,0,0,0,0,0,1.0,0.0,0.78927433,0.0,0.8295512,0,0.9510593
1,47,1,1,0,0,0,6,0,0.0,0.0,0.5600724,1.0,0.47591776,0,0.62875795
1,45,1,0,0,0,0,1,1,0.0,0.0,0.70838684,0.0,0.7342112,0,0.9306122
1,30,0,1,0,0,0,0,0,0.0,0.0,0.72003996,0.0,0.6687099,0,0.9470758
1,31,0,1,0,0,0,0,0,1.0,0.0,0.73149073,0.0,0.6792152,0,0.94767493
1,29,0,1,0,0,0,7,0,1.0,1.0,0.3167858,1.0,0.20915622,1,0.04427864
1,24,2,0,0,0,1,1,0,0.0,0.0,0.67987335,1.0,0.4051966,1,0.019470656
1,52,1,0,0,0,0,0,0,0.0,0.0,0.8925848,0.0,0.84496,0,0.9513454
1,23,2,1,0,0,0,3,0,1.0,1.0,0.3150223,1.0,0.27454245,1,0.029528271
1,43,0,1,0,0,0,2,0,1.0,0.0,0.6409955,0.0,0.6717616,0,0.8438174
1,23,2,1,0,0,1,1,0,0.0,1.0,0.3703754,1.0,0.38984078,1,0.01932595
1,21,2,1,0,0,1,1,0,1.0,1.0,0.24816865,1.0,0.3600083,1,0.019003205
1,36,0,0,0,0,0,5,0,1.0,1.0,0.44456798,1.0,0.44587696,1,0.18200822
0,25,0,1,0,0,0,0,1,1.0,0.0,0.59349537,0.0,0.68401164,0,0.9480503
1,29,0,1,0,0,0,0,0,0.0,0.0,0.70694053,0.0,0.6579754,0,0.9462663
1,25,0,1,0,0,0,0,0,0.0,0.0,0.62554514,0.0,0.62126917,0,0.9380531
1,29,0,1,0,0,0,0,1,1.0,0.0,0.65603155,0.0,0.6914284,0,0.9485194
1,54,1,1,0,0,0,2,1,0.0,0.0,0.71162784,0.0,0.75900304,0,0.9332898
1,44,0,1,0,0,0,0,0,0.0,0.0,0.80736524,0.0,0.76380014,0,0.9501517
1,52,1,1,0,0,0,6,1,1.0,0.0,0.6095407,0.0,0.60483134,0,0.8744188
0,33,0,1,0,0,0,0,0,0.0,0.0,0.74438655,0.0,0.7387734,0,0.94972676
1,19,2,0,0,0,0,0,1,1.0,1.0,0.23419529,1.0,0.38319802,1,0.14930065
