age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9207481,0.0,0.9614673,0,0.90929544
27,2,1,3,2,1,0,40,0.0,0.0,0.9164563,0.0,0.90476465,0,0.93197066
25,2,0,1,3,1,1,40,0.0,0.0,0.80546343,0.0,0.66989064,0,0.9285166
46,2,6,1,0,0,1,40,0.0,0.0,0.8361179,0.0,0.7966187,0,0.911591
45,2,6,0,0,1,1,76,1.0,0.0,0.95021975,0.0,0.80926776,0,0.8992296
29,2,1,1,2,1,1,75,0.0,1.0,0.29796672,1.0,0.2073338,1,0.1921238
42,0,3,2,4,0,0,60,0.0,0.0,0.94101745,0.0,0.6883452,1,0.18123873
34,2,7,0,5,1,0,50,0.0,0.0,0.8602669,0.0,0.95883524,0,0.9002942
60,0,0,0,2,1,1,40,1.0,0.0,0.8779665,1.0,0.48935175,1,0.19631462
19,2,7,3,5,1,0,40,0.0,0.0,0.99513566,0.0,0.989258,0,0.9125624
21,2,0,3,5,1,0,8,0.0,0.0,0.99804723,0.0,0.98012334,0,0.9362692
31,2,4,3,2,1,0,46,0.0,0.0,0.7626555,0.0,0.8574153,0,0.93128794
53,2,4,1,5,1,1,45,1.0,1.0,0.11837268,1.0,0.34100926,1,0.22876221
35,1,3,1,1,1,0,25,0.0,0.0,0.83583313,0.0,0.769096,0,0.9005565
51,0,4,0,5,1,0,40,0.0,0.0,0.675977,0.0,0.64124036,1,0.26342246
31,0,1,0,4,1,1,50,1.0,0.0,0.7994694,0.0,0.7556778,1,0.09739308
37,2,7,1,0,1,1,52,0.0,0.0,0.56212765,0.0,0.54665124,0,0.91349113
29,2,2,1,2,0,1,60,0.0,1.0,0.32128584,1.0,0.2931766,0,0.9006553
68,1,3,1,1,1,1,15,0.0,0.0,0.80600595,0.0,0.7562717,1,0.27031422
24,2,3,1,0,1,1,40,0.0,0.0,0.9075217,0.0,0.92303497,0,0.9091954
46,2,6,2,0,1,0,40,0.0,0.0,0.9952845,0.0,0.9369422,0,0.87322354
53,2,7,1,0,0,1,40,1.0,0.0,0.6533944,0.0,0.59546006,0,0.90547556
54,2,7,1,2,1,1,40,1.0,1.0,0.36696827,1.0,0.36890185,1,0.2137062
21,2,7,3,0,1,1,55,0.0,0.0,0.9827724,0.0,0.95245284,0,0.92971414
56,2,2,1,2,1,1,50,0.0,1.0,0.10151249,1.0,0.11559433,0,0.87342393
35,3,5,1,2,1,1,65,1.0,1.0,0.09031975,1.0,0.2378375,1,0.20306128
46,2,7,1,5,1,1,40,0.0,1.0,0.38111943,1.0,0.4005379,1,0.16229945
36,3,7,0,3,1,0,35,0.0,0.0,0.9373833,0.0,0.95023173,0,0.9144053
