age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.92074394,0.0,0.72735953,0,0.75918454
27,2,1,3,2,1,0,40,0.0,0.0,0.9164571,0.0,0.8514873,0,0.5783604
25,2,0,1,3,1,1,40,0.0,0.0,0.8054745,0.0,0.91620094,0,0.65645987
46,2,6,1,0,0,1,40,0.0,0.0,0.83612,0.0,0.89909005,0,0.6328347
45,2,6,0,0,1,1,76,1.0,0.0,0.9502144,0.0,0.62801826,0,0.7231698
29,2,1,1,2,1,1,75,0.0,1.0,0.29795808,0.0,0.5497916,0,0.5871322
42,0,3,2,4,0,0,60,0.0,0.0,0.9410196,0.0,0.8610063,0,0.682359
34,2,7,0,5,1,0,50,0.0,0.0,0.8602654,0.0,0.6597774,0,0.7737353
60,0,0,0,2,1,1,40,1.0,0.0,0.8779768,0.0,0.8758576,0,0.7114126
19,2,7,3,5,1,0,40,0.0,0.0,0.99513584,0.0,0.9953658,0,0.68615806
21,2,0,3,5,1,0,8,0.0,0.0,0.9980473,0.0,0.9942805,0,0.61893415
31,2,4,3,2,1,0,46,0.0,0.0,0.762634,0.0,0.57727957,0,0.6035635
53,2,4,1,5,1,1,45,1.0,1.0,0.11837411,1.0,0.24536502,0,0.62448806
35,1,3,1,1,1,0,25,0.0,0.0,0.83580685,0.0,0.88520163,0,0.68416214
51,0,4,0,5,1,0,40,0.0,0.0,0.67597985,0.0,0.8359313,0,0.6033405
31,0,1,0,4,1,1,50,1.0,0.0,0.7994386,0.0,0.6054137,0,0.5922329
37,2,7,1,0,1,1,52,0.0,0.0,0.56212044,0.0,0.6943022,0,0.68829525
29,2,2,1,2,0,1,60,0.0,1.0,0.32129145,1.0,0.4946652,0,0.6468558
68,1,3,1,1,1,1,15,0.0,0.0,0.8059925,0.0,0.8955542,0,0.6699704
24,2,3,1,0,1,1,40,0.0,0.0,0.9075213,0.0,0.8818569,0,0.65183246
46,2,6,2,0,1,0,40,0.0,0.0,0.99528515,0.0,0.94706506,0,0.76804113
53,2,7,1,0,0,1,40,1.0,0.0,0.6533972,0.0,0.5849513,0,0.70070827
54,2,7,1,2,1,1,40,1.0,1.0,0.3669628,1.0,0.28981197,0,0.66988736
21,2,7,3,0,1,1,55,0.0,0.0,0.98277247,0.0,0.988279,0,0.71849275
56,2,2,1,2,1,1,50,0.0,1.0,0.10150975,1.0,0.22862792,0,0.69074726
35,3,5,1,2,1,1,65,1.0,1.0,0.090313554,1.0,0.47894287,0,0.60224676
46,2,7,1,5,1,1,40,0.0,1.0,0.3811249,1.0,0.3192256,0,0.68672794
36,3,7,0,3,1,0,35,0.0,0.0,0.93738794,0.0,0.94458634,0,0.7591984
20,2,7,3,0,1,0,40,0.0,0.0,0.9956951,0.0,0.98948795,0,0.6821207
29,2,3,3,0,1,1,40,0.0,0.0,0.9750247,0.0,0.892543,0,0.62436956
37,2,7,0,4,0,0,40,0.0,0.0,0.9698735,0.0,0.9673018,0,0.72379416
17,2,6,3,0,1,1,16,0.0,0.0,0.9999993,0.0,0.9860485,0,0.7535822
32,2,3,0,0,1,0,38,0.0,0.0,0.9773119,0.0,0.9825733,0,0.65862596
23,2,3,3,5,1,1,40,0.0,0.0,0.9873241,0.0,0.9877662,0,0.71289945
45,3,4,0,3,1,0,42,1.0,0.0,0.6313598,0.0,0.5308791,0,0.65244746
26,2,3,3,0,1,1,40,0.0,0.0,0.98324823,0.0,0.9788683,0,0.62941295
