sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
1,28,0,1,0,0,0,5,0,0.0,1.0,0.35712475,1.0,0.2681365,1,0.094723895
1,26,0,1,0,0,0,1,0,0.0,1.0,0.49180466,0.0,0.6658685,0,0.63119125
1,37,0,1,0,0,0,9,0,0.0,1.0,0.33710968,1.0,0.33590704,1,0.095427684
1,26,0,1,0,0,0,2,0,1.0,1.0,0.43139917,1.0,0.4945221,1,0.30778384
1,30,0,1,4,0,0,12,0,1.0,1.0,0.22412992,1.0,0.29492778,1,0.020253995
1,32,0,1,1,0,0,2,1,1.0,1.0,0.32910573,1.0,0.2663536,1,0.030044962
0,24,2,1,0,0,0,2,0,1.0,1.0,0.462569,1.0,0.4234407,1,0.037332393
0,21,2,1,0,0,0,0,1,0.0,1.0,0.47650713,0.0,0.5170245,0,0.5687499
1,57,1,0,0,0,0,1,0,0.0,0.0,0.8003068,0.0,0.7162987,0,0.9550119
1,28,0,1,0,0,0,0,1,1.0,0.0,0.63569325,0.0,0.62565905,0,0.98168117
0,20,2,1,0,0,1,0,1,1.0,1.0,0.2413469,1.0,0.4181316,1,0.10897051
1,31,0,0,0,0,0,8,1,0.0,1.0,0.33885366,1.0,0.24827063,1,0.081253186
1,26,0,0,0,0,0,0,1,0.0,0.0,0.621806,0.0,0.5813595,0,0.98041373
1,47,1,1,0,0,0,5,0,0.0,0.0,0.59146464,1.0,0.49873954,0,0.5109075
1,44,0,0,0,0,0,4,1,0.0,0.0,0.5759934,0.0,0.6853614,0,0.56389326
1,29,0,0,0,0,0,0,1,0.0,0.0,0.6867765,0.0,0.6440731,0,0.98210174
1,27,0,1,0,0,0,4,0,1.0,1.0,0.37147045,1.0,0.29286742,1,0.11404706
1,28,0,1,0,0,0,0,1,0.0,0.0,0.63569325,0.0,0.62565905,0,0.98168117
1,23,2,1,0,0,0,2,0,1.0,1.0,0.35478383,1.0,0.34267068,1,0.031590763
1,35,0,1,0,0,0,6,0,1.0,1.0,0.40870494,1.0,0.39651006,1,0.16660887
1,30,0,0,0,0,0,0,1,0.0,0.0,0.70380384,0.0,0.6629386,0,0.98249567
1,28,0,1,0,0,0,0,1,0.0,0.0,0.63569325,0.0,0.62565905,0,0.98168117
1,28,0,1,0,0,0,1,1,1.0,0.0,0.53101635,0.0,0.630543,0,0.59029424
0,27,0,0,0,0,0,2,0,0.0,1.0,0.49577177,0.0,0.5777569,0,0.51353735
1,32,0,1,0,0,0,8,0,1.0,1.0,0.32573086,1.0,0.2794081,1,0.07741142
0,24,2,1,0,0,0,0,0,1.0,0.0,0.65487397,0.0,0.61106396,0,0.8151618
1,28,0,0,0,0,0,8,0,1.0,1.0,0.28276634,1.0,0.17010659,1,0.05441818
0,39,0,1,0,0,0,3,0,1.0,0.0,0.5800587,0.0,0.6071669,0,0.7126389
1,22,2,0,0,0,1,1,0,0.0,0.0,0.5773303,1.0,0.40864128,1,0.023702774
1,39,0,0,0,0,0,1,0,0.0,0.0,0.66747725,0.0,0.69246006,0,0.8399446
1,29,0,1,0,0,0,0,0,0.0,0.0,0.7069433,0.0,0.6925276,0,0.9804434
0,45,1,0,0,0,0,0,1,0.0,0.0,0.8647529,0.0,0.84203243,0,0.9859678
0,26,0,1,0,0,0,1,1,0.0,0.0,0.5568563,0.0,0.6304003,0,0.5883694
0,45,1,0,0,0,0,1,1,0.0,0.0,0.75943345,0.0,0.7957957,0,0.9322362
1,52,1,0,0,0,0,1,0,0.0,0.0,0.7632097,0.0,0.7443652,0,0.9329684
1,51,1,1,0,0,0,1,0,0.0,0.0,0.7238381,0.0,0.74722797,0,0.92767274
0,29,0,0,0,0,0,1,0,1.0,0.0,0.5822294,0.0,0.65291595,0,0.77770746
1,31,0,1,0,0,0,13,1,1.0,1.0,0.29583436,1.0,0.16486263,1,0.049356133
1,47,1,0,0,0,0,0,1,0.0,0.0,0.835376,0.0,0.8310318,0,0.98570037
1,21,2,0,0,0,0,0,0,0.0,0.0,0.5536498,1.0,0.45632684,0,0.5200698
1,43,0,1,0,0,0,7,0,0.0,1.0,0.4304284,1.0,0.46714342,1,0.2245631
1,21,2,0,0,0,0,1,0,0.0,1.0,0.33275348,1.0,0.39597994,1,0.034386616
1,20,2,1,1,0,0,1,0,1.0,1.0,0.13798618,1.0,0.105942786,1,0.02057558
0,42,0,0,0,0,0,3,0,0.0,0.0,0.5810349,0.0,0.62963533,0,0.74835396
0,42,0,1,0,0,0,2,1,0.0,0.0,0.76657706,0.0,0.7358475,0,0.7975275
0,32,0,1,0,0,0,0,0,0.0,0.0,0.73600507,0.0,0.7681824,0,0.98278725
1,36,0,0,0,0,0,9,1,1.0,1.0,0.37395334,1.0,0.2749892,1,0.099792175
1,63,1,1,0,0,0,1,0,0.0,0.0,0.77588195,0.0,0.70606995,0,0.9698608
0,28,0,1,0,0,0,3,0,1.0,1.0,0.46472842,0.0,0.5061712,1,0.33015722
1,55,1,0,0,0,0,0,0,0.0,0.0,0.9052316,0.0,0.86970377,0,0.9856333
1,24,2,0,0,0,2,1,0,0.0,0.0,0.6717848,1.0,0.48981214,1,0.02693674
1,62,1,1,0,0,0,15,0,0.0,1.0,0.46925104,1.0,0.45221,1,0.21508782
1,30,0,1,0,0,0,0,0,0.0,0.0,0.7200431,0.0,0.7075983,0,0.98101735
0,61,1,1,0,0,0,1,0,1.0,0.0,0.7693075,0.0,0.7154361,0,0.9731708
0,32,0,1,0,0,0,1,0,0.0,0.0,0.6221578,0.0,0.664266,0,0.81366116
1,34,0,1,0,0,0,8,1,0.0,1.0,0.43836886,1.0,0.27557957,1,0.10425526
1,23,2,1,0,0,0,1,1,1.0,1.0,0.3767892,1.0,0.43427992,1,0.04683097
1,43,0,1,0,0,0,1,0,1.0,0.0,0.71859443,0.0,0.7150919,0,0.861729
0,28,0,0,0,0,0,0,0,1.0,0.0,0.724187,0.0,0.7169235,0,0.98134756
1,27,0,1,0,0,0,13,1,1.0,1.0,0.23744065,1.0,0.09873432,1,0.039076123
1,29,0,1,0,0,0,4,0,1.0,1.0,0.40949792,1.0,0.37391198,1,0.16356203
1,20,2,0,0,0,0,0,1,1.0,1.0,0.35968632,1.0,0.27885872,1,0.27574745
1,26,0,1,0,0,0,6,1,0.0,1.0,0.3306203,1.0,0.21048707,1,0.06426596
1,51,1,0,0,0,0,3,0,0.0,0.0,0.67137134,0.0,0.6581955,0,0.8142948
1,40,0,1,0,0,0,0,1,0.0,0.0,0.7927316,0.0,0.7686163,0,0.9844518
