sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
1,28,0,1,0,0,0,5,0,0.0,1.0,0.35713875,0.0,0.51427984,0,0.50250363
1,26,0,1,0,0,0,1,0,0.0,1.0,0.49182302,0.0,0.51495373,0,0.50250864
1,37,0,1,0,0,0,9,0,0.0,1.0,0.33711427,0.0,0.5140996,0,0.50250185
1,26,0,1,0,0,0,2,0,1.0,1.0,0.4314165,0.0,0.5147052,0,0.50250715
1,30,0,1,4,0,0,12,0,1.0,1.0,0.22412205,1.0,0.4333974,1,0.47200412
1,32,0,1,1,0,0,2,1,1.0,1.0,0.32911795,1.0,0.12829214,1,0.46968323
0,24,2,1,0,0,0,2,0,1.0,1.0,0.4625846,0.0,0.51468635,0,0.5025082
0,21,2,1,0,0,0,0,1,0.0,1.0,0.47649944,0.0,0.51350236,0,0.5025039
1,57,1,0,0,0,0,1,0,0.0,0.0,0.80030966,0.0,0.5244673,0,0.5025298
1,28,0,1,0,0,0,0,1,1.0,0.0,0.63570714,0.0,0.52174205,0,0.5025234
0,20,2,1,0,0,1,0,1,1.0,1.0,0.24134731,1.0,0.45985675,1,0.4712947
1,31,0,0,0,0,0,8,1,0.0,1.0,0.33885938,0.0,0.5123393,0,0.5024913
1,26,0,0,0,0,0,0,1,0.0,0.0,0.62180394,0.0,0.5167711,0,0.502513
1,47,1,1,0,0,0,5,0,0.0,0.0,0.5914737,0.0,0.51582575,0,0.50251174
1,44,0,0,0,0,0,4,1,0.0,0.0,0.5760169,0.0,0.5134175,0,0.50249755
1,29,0,0,0,0,0,0,1,0.0,0.0,0.6867768,0.0,0.5265869,0,0.50253314
1,27,0,1,0,0,0,4,0,1.0,1.0,0.37148666,0.0,0.51441133,0,0.50250477
1,28,0,1,0,0,0,0,1,0.0,0.0,0.63570714,0.0,0.52174205,0,0.5025234
1,23,2,1,0,0,0,2,0,1.0,1.0,0.35479522,0.0,0.51413846,0,0.502506
1,35,0,1,0,0,0,6,0,1.0,1.0,0.40871233,0.0,0.51419485,0,0.5025025
1,30,0,0,0,0,0,0,1,0.0,0.0,0.7038049,0.0,0.53502345,0,0.50254995
1,28,0,1,0,0,0,0,1,0.0,0.0,0.63570714,0.0,0.52174205,0,0.5025234
1,28,0,1,0,0,0,1,1,1.0,0.0,0.53102326,0.0,0.5143842,0,0.5025054
0,27,0,0,0,0,0,2,0,0.0,1.0,0.49578273,0.0,0.51487595,0,0.5025081
1,32,0,1,0,0,0,8,0,1.0,1.0,0.32573438,0.0,0.5140829,0,0.50250185
0,24,2,1,0,0,0,0,0,1.0,0.0,0.6548767,0.0,0.5158267,0,0.50251263
1,28,0,0,0,0,0,8,0,1.0,1.0,0.28276724,0.0,0.5140705,0,0.5025019
0,39,0,1,0,0,0,3,0,1.0,0.0,0.5800675,0.0,0.5146748,0,0.50250536
1,22,2,0,0,0,1,1,0,0.0,0.0,0.57737815,1.0,0.45916945,1,0.47318003
1,39,0,0,0,0,0,1,0,0.0,0.0,0.6674871,0.0,0.5152406,0,0.5025096
1,29,0,1,0,0,0,0,0,0.0,0.0,0.70694506,0.0,0.8044053,0,0.5033098
0,45,1,0,0,0,0,0,1,0.0,0.0,0.8647511,0.0,0.8140601,0,0.5033487
0,26,0,1,0,0,0,1,1,0.0,0.0,0.5568588,0.0,0.5144336,0,0.502506
0,45,1,0,0,0,0,1,1,0.0,0.0,0.7594347,0.0,0.51517546,0,0.50250846
1,52,1,0,0,0,0,1,0,0.0,0.0,0.7632188,0.0,0.51755905,0,0.5025164
1,51,1,1,0,0,0,1,0,0.0,0.0,0.72384816,0.0,0.51717407,0,0.50251573
0,29,0,0,0,0,0,1,0,1.0,0.0,0.5822408,0.0,0.5150745,0,0.5025092
1,31,0,1,0,0,0,13,1,1.0,1.0,0.29583013,0.0,0.5107405,0,0.5024809
1,47,1,0,0,0,0,0,1,0.0,0.0,0.83537316,0.0,0.8135122,0,0.5033465
1,21,2,0,0,0,0,0,0,0.0,0.0,0.55366206,0.0,0.51484644,0,0.5025093
1,43,0,1,0,0,0,7,0,0.0,1.0,0.4304368,0.0,0.5142821,0,0.5025028
1,21,2,0,0,0,0,1,0,0.0,1.0,0.33276266,0.0,0.5136409,0,0.5025043
1,20,2,1,1,0,0,1,0,1.0,1.0,0.137981,1.0,0.08197534,1,0.47124556
0,42,0,0,0,0,0,3,0,0.0,0.0,0.5810466,0.0,0.5147171,0,0.5025055
0,42,0,1,0,0,0,2,1,0.0,0.0,0.7665873,0.0,0.5140754,0,0.5025024
0,32,0,1,0,0,0,0,0,0.0,0.0,0.73601466,0.0,0.8070108,0,0.50332016
1,36,0,0,0,0,0,9,1,1.0,1.0,0.37396473,0.0,0.51213026,0,0.50248915
1,63,1,1,0,0,0,1,0,0.0,0.0,0.77588916,0.0,0.553282,0,0.50258505
0,28,0,1,0,0,0,3,0,1.0,1.0,0.46473968,0.0,0.51469994,0,0.5025067
1,55,1,0,0,0,0,0,0,0.0,0.0,0.9052301,0.0,0.81645596,0,0.50336105
1,24,2,0,0,0,2,1,0,0.0,0.0,0.67181593,1.0,0.40280384,1,0.47335777
1,62,1,1,0,0,0,15,0,0.0,1.0,0.4692607,0.0,0.51715374,0,0.5025142
1,30,0,1,0,0,0,0,0,0.0,0.0,0.72004604,0.0,0.8056744,0,0.5033148
0,61,1,1,0,0,0,1,0,1.0,0.0,0.76930743,0.0,0.55020463,0,0.50257987
0,32,0,1,0,0,0,1,0,0.0,0.0,0.62217516,0.0,0.51512945,0,0.5025093
1,34,0,1,0,0,0,8,1,0.0,1.0,0.43837172,0.0,0.51239157,0,0.5024911
1,23,2,1,0,0,0,1,1,1.0,1.0,0.37679827,0.0,0.51175976,0,0.5024979
1,43,0,1,0,0,0,1,0,1.0,0.0,0.718606,0.0,0.51533246,0,0.50250995
0,28,0,0,0,0,0,0,0,1.0,0.0,0.7241955,0.0,0.8017899,0,0.5032995
1,27,0,1,0,0,0,13,1,1.0,1.0,0.23743308,0.0,0.5104656,0,0.5024802
1,29,0,1,0,0,0,4,0,1.0,1.0,0.40951258,0.0,0.51437163,0,0.5025042
1,20,2,0,0,0,0,0,1,1.0,1.0,0.35970122,0.0,0.5133282,0,0.5025032
1,26,0,1,0,0,0,6,1,0.0,1.0,0.33061737,0.0,0.51282895,0,0.50249547
1,51,1,0,0,0,0,3,0,0.0,0.0,0.6713804,0.0,0.5161532,0,0.5025129
1,40,0,1,0,0,0,0,1,0.0,0.0,0.79274094,0.0,0.72925186,0,0.5030392
0,26,0,1,0,0,0,9,1,1.0,1.0,0.36648977,0.0,0.51247036,0,0.5024932
1,59,1,1,0,0,0,5,1,0.0,0.0,0.67022586,0.0,0.5149286,0,0.5025061
0,32,0,0,0,0,0,1,1,1.0,0.0,0.65995896,0.0,0.51446027,0,0.5025056
1,38,0,1,0,0,0,7,0,1.0,1.0,0.40153104,0.0,0.51419514,0,0.5025024
1,25,0,1,0,0,0,0,1,1.0,0.0,0.55293846,0.0,0.5157298,0,0.50251067
1,83,1,1,0,0,0,0,1,0.0,0.0,0.93122625,0.0,0.8193554,0,0.50337183
