age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9207456,0.0,0.96342057,0,0.95611674
27,2,1,3,2,1,0,40,0.0,0.0,0.91645706,0.0,0.9458716,0,0.9037333
25,2,0,1,3,1,1,40,0.0,0.0,0.8054649,1.0,0.47128558,1,0.4283633
46,2,6,1,0,0,1,40,0.0,0.0,0.83609986,0.0,0.8275935,0,0.7310828
45,2,6,0,0,1,1,76,1.0,0.0,0.9502208,0.0,0.8657359,0,0.9127999
29,2,1,1,2,1,1,75,0.0,1.0,0.29800612,1.0,0.27943236,1,0.08858263
42,0,3,2,4,0,0,60,0.0,0.0,0.94100076,0.0,0.9911447,0,0.9546889
34,2,7,0,5,1,0,50,0.0,0.0,0.86026216,0.0,0.88882387,0,0.93978643
60,0,0,0,2,1,1,40,1.0,0.0,0.8780014,1.0,0.48551607,1,0.12071282
19,2,7,3,5,1,0,40,0.0,0.0,0.9951376,0.0,0.99981505,0,0.9576994
21,2,0,3,5,1,0,8,0.0,0.0,0.9980488,0.0,0.99740714,0,0.94716835
31,2,4,3,2,1,0,46,0.0,0.0,0.7626561,0.0,0.90414566,0,0.9306199
53,2,4,1,5,1,1,45,1.0,1.0,0.11837196,1.0,0.22944844,1,0.13288473
35,1,3,1,1,1,0,25,0.0,0.0,0.83585227,0.0,0.9408178,0,0.9457067
51,0,4,0,5,1,0,40,0.0,0.0,0.67599297,0.0,0.8907767,0,0.76540923
31,0,1,0,4,1,1,50,1.0,0.0,0.7994193,0.0,0.5933137,0,0.91199726
37,2,7,1,0,1,1,52,0.0,0.0,0.5621221,0.0,0.50134885,0,0.7425198
29,2,2,1,2,0,1,60,0.0,1.0,0.32128423,1.0,0.36812365,1,0.10218452
68,1,3,1,1,1,1,15,0.0,0.0,0.80602854,0.0,0.87543786,0,0.9345345
