age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
27,2,7,0,5,1,0,44,0.0,0.0,0.9207461,0.0,0.9687489,0,0.61403805
27,2,1,3,2,1,0,40,0.0,0.0,0.91645664,0.0,0.6976484,0,0.5966195
25,2,0,1,3,1,1,40,0.0,0.0,0.8054584,0.0,0.9484608,0,0.8686285
46,2,6,1,0,0,1,40,0.0,0.0,0.8361253,0.0,0.81259125,0,0.89420867
45,2,6,0,0,1,1,76,1.0,0.0,0.95021707,0.0,0.9197554,0,0.88367116
29,2,1,1,2,1,1,75,0.0,1.0,0.29795837,1.0,0.36212236,0,0.5967188
42,0,3,2,4,0,0,60,0.0,0.0,0.94102705,0.0,0.56360674,0,0.62207496
34,2,7,0,5,1,0,50,0.0,0.0,0.86026907,0.0,0.9218895,0,0.6057548
60,0,0,0,2,1,1,40,1.0,0.0,0.8779473,0.0,0.51189744,0,0.6117145
19,2,7,3,5,1,0,40,0.0,0.0,0.99513537,0.0,0.97822374,0,0.66071177
21,2,0,3,5,1,0,8,0.0,0.0,0.9980469,0.0,0.7478476,0,0.8984792
31,2,4,3,2,1,0,46,0.0,0.0,0.7626387,0.0,0.64270294,0,0.5693961
53,2,4,1,5,1,1,45,1.0,1.0,0.11837584,1.0,0.3301407,0,0.64021206
35,1,3,1,1,1,0,25,0.0,0.0,0.8358171,0.0,0.91961956,0,0.84786874
51,0,4,0,5,1,0,40,0.0,0.0,0.6759767,1.0,0.4889198,0,0.5925223
31,0,1,0,4,1,1,50,1.0,0.0,0.7994599,0.0,0.647848,0,0.6085439
37,2,7,1,0,1,1,52,0.0,0.0,0.56212556,0.0,0.66207266,0,0.60229343
29,2,2,1,2,0,1,60,0.0,1.0,0.32128656,0.0,0.6133224,0,0.5958744
68,1,3,1,1,1,1,15,0.0,0.0,0.80598485,0.0,0.96370256,0,0.80701905
24,2,3,1,0,1,1,40,0.0,0.0,0.9075152,0.0,0.9135816,0,0.8924643
46,2,6,2,0,1,0,40,0.0,0.0,0.99528486,0.0,0.8325802,0,0.8924411
53,2,7,1,0,0,1,40,1.0,0.0,0.65339506,0.0,0.59805226,0,0.59942836
54,2,7,1,2,1,1,40,1.0,1.0,0.36698043,1.0,0.41077143,0,0.5914436
21,2,7,3,0,1,1,55,0.0,0.0,0.982771,0.0,0.9576621,0,0.63567924
56,2,2,1,2,1,1,50,0.0,1.0,0.10151732,1.0,0.40201825,0,0.5977752
35,3,5,1,2,1,1,65,1.0,1.0,0.09032363,1.0,0.2002129,0,0.578918
46,2,7,1,5,1,1,40,0.0,1.0,0.38110316,1.0,0.4691224,0,0.60198325
36,3,7,0,3,1,0,35,0.0,0.0,0.93739414,0.0,0.8992574,0,0.6056351
20,2,7,3,0,1,0,40,0.0,0.0,0.9956949,0.0,0.9795173,0,0.63689077
29,2,3,3,0,1,1,40,0.0,0.0,0.97502303,0.0,0.96751285,0,0.89093477
37,2,7,0,4,0,0,40,0.0,0.0,0.96987295,0.0,0.97231877,0,0.68931574
17,2,6,3,0,1,1,16,0.0,0.0,0.9999993,0.0,0.9777441,0,0.8946593
32,2,3,0,0,1,0,38,0.0,0.0,0.977311,0.0,0.97074276,0,0.8901546
23,2,3,3,5,1,1,40,0.0,0.0,0.98732245,0.0,0.97895163,0,0.8877003
